Target_genes	ZNF398|Average	SRX3322508|293	SRX3322509|293	SRX6742746|hES_BG01V	SRX6742745|hESC_H9	SRX16497164|K-562	SRX16497166|K-562	STRING
CAND2	127.500000	304	461	0	0	0	0	0
LBR	127.333333	217	547	0	0	0	0	0
ERLIN1	127.333333	310	454	0	0	0	0	0
RNF213	127.166667	321	442	0	0	0	0	0
C8orf58	127.166667	270	493	0	0	0	0	0
ZNF580	127.000000	289	473	0	0	0	0	0
RUNDC3B	127.000000	240	522	0	0	0	0	0
PRSS8	127.000000	234	528	0	0	0	0	0
VCAN	126.833333	279	482	0	0	0	0	0
TPTEP2-CSNK1E	126.833333	251	510	0	0	0	0	0
TMED7-TICAM2	126.833333	260	501	0	0	0	0	0
TMED7	126.833333	260	501	0	0	0	0	0
DUSP22	126.833333	318	443	0	0	0	0	0
ATP8B2	126.666667	258	502	0	0	0	0	0
MCOLN3	126.500000	253	506	0	0	0	0	0
CUEDC1	126.500000	167	592	0	0	0	0	0
CCDC86	126.500000	316	443	0	0	0	0	0
RASA4	126.333333	361	397	0	0	0	0	0
MTHFSD	126.333333	281	477	0	0	0	0	0
LOX	126.333333	386	372	0	0	0	0	0
KIF18B	126.333333	302	456	0	0	0	0	0
CLASP2	126.166667	289	468	0	0	0	0	0
ZNF608	126.000000	302	454	0	0	0	0	0
TSKU	126.000000	434	322	0	0	0	0	0
PRKCSH	126.000000	308	448	0	0	0	0	0
NYNRIN	126.000000	302	454	0	0	0	0	0
NEUROD1	126.000000	359	397	0	0	0	0	0
LTA4H	126.000000	391	365	0	0	0	0	0
LRRN3	126.000000	420	336	0	0	0	0	0
CCDC151	126.000000	308	448	0	0	0	0	0
ZNF507	125.833333	320	435	0	0	0	0	0
PAX3	125.833333	280	475	0	0	0	0	0
DAG1	125.833333	257	498	0	0	0	0	0
PAX1	125.666667	387	367	0	0	0	0	0
HDGF	125.666667	285	469	0	0	0	0	0
FAT3	125.666667	280	474	0	0	0	0	0
AIF1L	125.500000	311	442	0	0	0	0	0
KDM3B	125.333333	216	536	0	0	0	0	0
B3GNT8	125.333333	327	425	0	0	0	0	0
NEIL2	125.166667	275	476	0	0	0	0	0
MINAR1	125.166667	371	380	0	0	0	0	0
TPBGL	125.000000	298	452	0	0	0	0	0
SEMA3B	125.000000	286	464	0	0	0	0	0
HNRNPH2	125.000000	377	373	0	0	0	0	0
TEDC1	124.833333	290	459	0	0	0	0	0
RAB1A	124.833333	221	528	0	0	0	0	0
RASA2	124.666667	121	627	0	0	0	0	0
ARL8B	124.666667	377	371	0	0	0	0	0
ABHD17C	124.666667	315	433	0	0	0	0	0
TMEM123	124.500000	236	511	0	0	0	0	0
NGFR	124.500000	303	444	0	0	0	0	0
KLF12	124.500000	301	446	0	0	0	0	0
LPP	124.333333	228	518	0	0	0	0	0
G2E3	124.333333	295	451	0	0	0	0	0
DUSP4	124.333333	249	497	0	0	0	0	0
DDX6	124.333333	277	469	0	0	0	0	0
CRPPA	124.000000	309	435	0	0	0	0	0
PCGF2	123.833333	421	322	0	0	0	0	0
LRRC49	123.833333	376	367	0	0	0	0	0
LARP6	123.833333	376	367	0	0	0	0	0
FAM151B	123.833333	351	392	0	0	0	0	0
PHACTR4	123.666667	246	496	0	0	0	0	0
IQSEC1	123.666667	195	547	0	0	0	0	0
NXT1	123.333333	277	463	0	0	0	0	0
SERTAD2	123.166667	314	425	0	0	0	0	0
ZNF596	122.833333	266	471	0	0	0	0	0
XKR5	122.833333	314	423	0	0	0	0	0
MSH5	122.833333	284	453	0	0	0	0	0
KLF13	122.833333	221	516	0	0	0	0	0
ANKRD12	122.500000	225	510	0	0	0	0	0
WDPCP	122.333333	354	380	0	0	0	0	0
MDH1	122.333333	354	380	0	0	0	0	0
ELK4	122.333333	348	386	0	0	0	0	0
BAALC	122.333333	315	419	0	0	0	0	0
PRKCZ	122.166667	263	470	0	0	0	0	0
PACSIN1	122.166667	248	485	0	0	0	0	0
EIF5A	122.166667	251	482	0	0	0	0	0
ANTXR2	122.166667	259	474	0	0	0	0	0
PGAP2	122.000000	251	481	0	0	0	0	0
HMCN1	122.000000	367	365	0	0	0	0	0
FOXP1	122.000000	270	462	0	0	0	0	0
CDC5L	122.000000	398	334	0	0	0	0	0
UNC79	121.833333	241	490	0	0	0	0	0
PFN1	121.833333	267	464	0	0	0	0	0
MET	121.833333	279	452	0	0	0	0	0
BMP3	121.833333	269	462	0	0	0	0	0
CILP	121.666667	390	340	0	0	0	0	0
IKZF2	121.500000	226	503	0	0	0	0	0
DOCK10	121.500000	181	548	0	0	0	0	0
CAT	121.500000	317	412	0	0	0	0	0
APH1A	121.500000	290	439	0	0	0	0	0
ZFAND5	121.166667	287	440	0	0	0	0	0
UBE2L3	121.166667	300	427	0	0	0	0	0
RIMBP3B	121.166667	300	427	0	0	0	0	0
RASA4B	121.166667	331	396	0	0	0	0	0
KCNJ11	121.166667	335	392	0	0	0	0	0
DDIT3	121.166667	348	379	0	0	0	0	0
CMTR1	121.000000	304	422	0	0	0	0	0
RILP	120.833333	214	511	0	0	0	0	0
GCDH	120.833333	312	413	0	0	0	0	0
TBC1D10A	120.666667	250	474	0	0	0	0	0
STK38	120.666667	198	526	0	0	0	0	0
ELOC	120.666667	203	521	0	0	0	0	0
TOP3A	120.500000	395	328	0	0	0	0	0
SMCR8	120.500000	395	328	0	0	0	0	0
UBTF	120.333333	0	613	109	0	0	0	0
RASGRF1	120.333333	301	421	0	0	0	0	0
ERBB2	120.333333	338	384	0	0	0	0	0
RGS3	120.166667	254	467	0	0	0	0	0
PDE3A	120.166667	342	379	0	0	0	0	0
VASP	120.000000	326	394	0	0	0	0	0
AP2B1	120.000000	286	434	0	0	0	0	0
COL6A3	119.833333	208	511	0	0	0	0	0
SCAF8	119.666667	286	432	0	0	0	0	0
PLXDC2	119.666667	327	391	0	0	0	0	0
ITPR3	119.666667	299	419	0	0	0	0	0
EVA1B	119.666667	221	497	0	0	0	0	0
ELK1	119.666667	259	459	0	0	0	0	0
DYNLL1	119.666667	273	445	0	0	0	0	0
DHRS3	119.666667	250	468	0	0	0	0	0
OARD1	119.500000	242	475	0	0	0	0	0
NFYA	119.500000	242	475	0	0	0	0	0
FLT3	119.500000	171	546	0	0	0	0	0
HMOX1	119.333333	267	449	0	0	0	0	0
CAPN1	119.333333	267	449	0	0	0	0	0
STRA6	119.000000	303	411	0	0	0	0	0
STK32B	119.000000	206	508	0	0	0	0	0
LRBA	119.000000	313	334	0	67	0	0	0
CFAP43	119.000000	329	385	0	0	0	0	0
ZZZ3	118.833333	335	378	0	0	0	0	0
SCN5A	118.833333	208	505	0	0	0	0	0
BLMH	118.833333	182	531	0	0	0	0	0
SEC22C	118.666667	242	470	0	0	0	0	0
NKTR	118.666667	242	470	0	0	0	0	0
DHODH	118.666667	318	394	0	0	0	0	0
UTP15	118.500000	253	458	0	0	0	0	0
PODNL1	118.500000	312	399	0	0	0	0	0
DCAF15	118.500000	312	399	0	0	0	0	0
ANKRA2	118.500000	253	458	0	0	0	0	0
MARK1	118.333333	331	379	0	0	0	0	0
LAMTOR4	118.333333	257	453	0	0	0	0	0
DPM3	118.333333	237	473	0	0	0	0	0
TLE2	118.166667	217	492	0	0	0	0	0
NR2E1	118.166667	234	475	0	0	0	0	0
KLHL11	118.166667	231	478	0	0	0	0	0
GPSM2	118.166667	180	529	0	0	0	0	0
PRDM8	118.000000	335	373	0	0	0	0	0
ASH2L	118.000000	313	395	0	0	0	0	0
NPAS4	117.833333	164	316	0	0	0	227	0
NPAS2	117.833333	219	488	0	0	0	0	0
EDARADD	117.833333	274	433	0	0	0	0	0
TST	117.666667	238	468	0	0	0	0	0
MPST	117.666667	238	468	0	0	0	0	0
DNM1L	117.666667	233	473	0	0	0	0	0
ARHGAP19	117.666667	244	462	0	0	0	0	0
TUBA1A	117.500000	259	446	0	0	0	0	0
TGIF2-RAB5IF	117.333333	256	448	0	0	0	0	0
TGIF2	117.333333	256	448	0	0	0	0	0
BSPH1	117.333333	322	382	0	0	0	0	0
NCOA3	117.166667	288	415	0	0	0	0	0
CD8A	117.166667	213	490	0	0	0	0	0
ZNF629	117.000000	317	385	0	0	0	0	0
TMCC2	117.000000	294	408	0	0	0	0	0
PIK3CA	117.000000	262	440	0	0	0	0	0
MAN1A2	117.000000	272	430	0	0	0	0	0
ING2	117.000000	185	517	0	0	0	0	0
AQP3	117.000000	256	446	0	0	0	0	0
ZNF471	116.666667	319	381	0	0	0	0	0
WWP2	116.666667	207	493	0	0	0	0	0
ITGB5	116.666667	263	437	0	0	0	0	0
CBX2	116.666667	297	403	0	0	0	0	0
ADAMTS9	116.666667	331	369	0	0	0	0	0
ZNF792	116.500000	205	494	0	0	0	0	0
TGFA	116.500000	298	401	0	0	0	0	0
FAR2	116.500000	235	464	0	0	0	0	0
UBASH3B	116.333333	267	431	0	0	0	0	0
TLE1	116.333333	219	479	0	0	0	0	0
SLC48A1	116.333333	309	389	0	0	0	0	0
TRMT2B	116.166667	291	406	0	0	0	0	0
SRRM2	116.166667	276	421	0	0	0	0	0
SLC30A3	116.166667	290	407	0	0	0	0	0
TSPAN7	116.000000	261	435	0	0	0	0	0
FBXL20	116.000000	276	420	0	0	0	0	0
MINK1	115.833333	310	385	0	0	0	0	0
ATP4A	115.833333	409	286	0	0	0	0	0
PLXNC1	115.666667	226	468	0	0	0	0	0
CBX6	115.666667	240	454	0	0	0	0	0
THBS3	115.500000	267	426	0	0	0	0	0
PRDM16	115.500000	242	451	0	0	0	0	0
MTX1	115.500000	267	426	0	0	0	0	0
MME	115.500000	232	461	0	0	0	0	0
AUTS2	115.500000	328	365	0	0	0	0	0
ZNF653	115.333333	174	518	0	0	0	0	0
YBEY	115.333333	286	406	0	0	0	0	0
SLC4A8	115.333333	197	364	0	131	0	0	0
MCM3AP	115.333333	286	406	0	0	0	0	0
GRIN2D	115.333333	250	442	0	0	0	0	0
GALNT6	115.333333	197	364	0	131	0	0	0
CEP170	115.333333	193	499	0	0	0	0	0
BMF	115.333333	343	349	0	0	0	0	0
WNT9B	115.166667	317	374	0	0	0	0	0
HSP90AA1	115.166667	262	429	0	0	0	0	0
AP3B2	115.166667	196	495	0	0	0	0	0
MCIDAS	115.000000	297	393	0	0	0	0	0
INF2	115.000000	216	474	0	0	0	0	0
FN1	115.000000	257	433	0	0	0	0	0
AHCTF1	115.000000	251	439	0	0	0	0	0
STAC	114.833333	209	480	0	0	0	0	0
PHF13	114.833333	276	413	0	0	0	0	0
LTBP3	114.833333	283	406	0	0	0	0	0
CCNA2	114.833333	212	477	0	0	0	0	0
GNS	114.666667	284	404	0	0	0	0	0
CCDC97	114.666667	311	377	0	0	0	0	0
ADNP2	114.666667	266	422	0	0	0	0	0
NDUFB2	114.500000	209	478	0	0	0	0	0
LGI2	114.500000	213	474	0	0	0	0	0
EZR	114.500000	214	473	0	0	0	0	0
SPOPL	114.333333	245	441	0	0	0	0	0
MYB	114.333333	331	355	0	0	0	0	0
EXOC5	114.333333	277	409	0	0	0	0	0
AP5M1	114.333333	277	409	0	0	0	0	0
HNRNPLL	114.166667	240	445	0	0	0	0	0
HNRNPA0	114.166667	301	384	0	0	0	0	0
TUBG2	114.000000	225	459	0	0	0	0	0
TMEM267	114.000000	365	319	0	0	0	0	0
STRIP1	114.000000	0	124	0	0	208	352	0
PTPRG	113.666667	248	434	0	0	0	0	0
MED13	113.666667	261	421	0	0	0	0	0
GORASP2	113.666667	263	419	0	0	0	0	0
VPS53	113.166667	336	343	0	0	0	0	0
VARS1	113.166667	213	466	0	0	0	0	0
ADSS2	113.166667	319	360	0	0	0	0	0
FZD7	113.000000	356	322	0	0	0	0	0
SVEP1	112.833333	280	397	0	0	0	0	0
SMARCA2	112.833333	276	401	0	0	0	0	0
TNS1	112.666667	268	408	0	0	0	0	0
STYX	112.666667	274	402	0	0	0	0	0
MAPK15	112.666667	297	379	0	0	0	0	0
ATP2B2	112.666667	252	424	0	0	0	0	0
SNCAIP	112.500000	293	382	0	0	0	0	0
LRFN4	112.500000	264	411	0	0	0	0	0
GALNT14	112.500000	248	427	0	0	0	0	0
ARL5A	112.500000	230	445	0	0	0	0	0
REX1BD	112.333333	245	429	0	0	0	0	0
KLF3	112.333333	228	446	0	0	0	0	0
IDH1	112.333333	290	384	0	0	0	0	0
THOC1	112.166667	218	455	0	0	0	0	0
PPP2R2A	112.166667	273	400	0	0	0	0	0
NTAQ1	112.166667	307	366	0	0	0	0	0
CCDC171	112.166667	302	371	0	0	0	0	0
NAPA	112.000000	321	351	0	0	0	0	0
EXOC3L4	112.000000	246	426	0	0	0	0	0
BCOR	112.000000	224	448	0	0	0	0	0
SRSF5	111.833333	231	440	0	0	0	0	0
SEMA4B	111.833333	273	398	0	0	0	0	0
PGM5	111.833333	258	413	0	0	0	0	0
GXYLT1	111.833333	252	419	0	0	0	0	0
AGAP2	111.833333	263	408	0	0	0	0	0
TOX3	111.500000	244	425	0	0	0	0	0
SPATA6L	111.500000	229	440	0	0	0	0	0
RNF31	111.500000	295	374	0	0	0	0	0
PSME2	111.500000	295	374	0	0	0	0	0
NDUFB3	111.333333	276	392	0	0	0	0	0
MACROH2A2	111.333333	270	398	0	0	0	0	0
FAM126B	111.333333	276	392	0	0	0	0	0
CARHSP1	111.333333	203	465	0	0	0	0	0
TTC23L	111.166667	208	459	0	0	0	0	0
SARM1	111.000000	323	343	0	0	0	0	0
PTH1R	111.000000	243	423	0	0	0	0	0
CAPRIN2	111.000000	0	666	0	0	0	0	0
PGRMC1	110.833333	234	431	0	0	0	0	0
MTARC2	110.833333	286	379	0	0	0	0	0
FICD	110.833333	281	384	0	0	0	0	0
CNPPD1	110.833333	182	483	0	0	0	0	0
TMEM51	110.666667	188	476	0	0	0	0	0
MARCHF1	110.666667	255	409	0	0	0	0	0
ENAH	110.666667	285	379	0	0	0	0	0
COL27A1	110.666667	254	410	0	0	0	0	0
ARID1A	110.666667	292	372	0	0	0	0	0
SVOP	110.500000	290	373	0	0	0	0	0
SIN3A	110.500000	317	346	0	0	0	0	0
SCAPER	110.500000	302	361	0	0	0	0	0
RUSC1	110.500000	313	350	0	0	0	0	0
MYO5B	110.500000	227	436	0	0	0	0	0
DYNC1I1	110.500000	189	474	0	0	0	0	0
ZNF774	110.333333	190	472	0	0	0	0	0
PCSK1	110.333333	283	379	0	0	0	0	0
PAQR4	110.333333	379	283	0	0	0	0	0
NFIL3	110.333333	232	430	0	0	0	0	0
MIDEAS	110.333333	267	395	0	0	0	0	0
KIZ	110.333333	223	439	0	0	0	0	0
ZNF483	110.166667	252	409	0	0	0	0	0
UBL3	110.166667	268	393	0	0	0	0	0
CUEDC2	110.166667	258	403	0	0	0	0	0
MAD2L2	110.000000	222	438	0	0	0	0	0
SMARCA1	109.833333	313	346	0	0	0	0	0
PLCB4	109.833333	170	489	0	0	0	0	0
HSPA8	109.833333	216	443	0	0	0	0	0
FAM219B	109.833333	255	404	0	0	0	0	0
CYP7B1	109.833333	288	371	0	0	0	0	0
SH3D21	109.666667	281	377	0	0	0	0	0
KCNN3	109.666667	204	454	0	0	0	0	0
GPAT3	109.666667	268	390	0	0	0	0	0
DCLK1	109.666667	173	485	0	0	0	0	0
LRP1	109.500000	202	280	0	175	0	0	0
IL6ST	109.500000	208	449	0	0	0	0	0
HTR1D	109.500000	224	433	0	0	0	0	0
HNRNPR	109.500000	280	377	0	0	0	0	0
DMTN	109.500000	267	390	0	0	0	0	0
C1GALT1	109.500000	260	397	0	0	0	0	0
SEC14L1	109.333333	280	376	0	0	0	0	0
PTCH2	109.166667	271	384	0	0	0	0	0
MIB1	109.166667	153	502	0	0	0	0	0
CSRP2	109.166667	318	337	0	0	0	0	0
UFSP1	109.000000	301	353	0	0	0	0	0
RND2	109.000000	301	353	0	0	0	0	0
GFPT1	109.000000	239	415	0	0	0	0	0
ZNF333	108.833333	193	460	0	0	0	0	0
MAPKAPK3	108.833333	233	420	0	0	0	0	0
XBP1	108.666667	339	313	0	0	0	0	0
THRAP3	108.666667	342	310	0	0	0	0	0
TEAD4	108.666667	205	447	0	0	0	0	0
RAI14	108.666667	209	443	0	0	0	0	0
NEUROG2	108.666667	133	519	0	0	0	0	0
CACNB1	108.666667	296	356	0	0	0	0	0
HIPK3	108.500000	224	427	0	0	0	0	0
WDR6	108.333333	265	385	0	0	0	0	0
TRIM9	108.333333	316	334	0	0	0	0	0
TP53BP1	108.333333	254	396	0	0	0	0	0
HTR1B	108.333333	293	357	0	0	0	0	0
GLIS2	108.333333	212	438	0	0	0	0	0
PRR3	107.833333	322	325	0	0	0	0	0
JCAD	107.833333	0	647	0	0	0	0	0
GNL1	107.833333	322	325	0	0	0	0	0
ARAP1	107.833333	351	296	0	0	0	0	0
SEPSECS	107.666667	213	433	0	0	0	0	0
HSPE1-MOB4	107.666667	209	437	0	0	0	0	0
HSPE1	107.666667	209	437	0	0	0	0	0
HSPD1	107.666667	209	437	0	0	0	0	0
ARID2	107.666667	314	332	0	0	0	0	0
SH2B2	107.500000	184	461	0	0	0	0	0
TNFAIP8L1	107.333333	267	377	0	0	0	0	0
PPP1R15B	107.333333	231	413	0	0	0	0	0
KLF10	107.333333	306	338	0	0	0	0	0
GABPA	107.333333	276	368	0	0	0	0	0
DNAJB12	107.333333	286	358	0	0	0	0	0
ATP5PF	107.333333	276	368	0	0	0	0	0
YLPM1	107.166667	217	426	0	0	0	0	0
WDR41	107.166667	264	379	0	0	0	0	0
HHAT	107.166667	302	341	0	0	0	0	0
GBX1	107.166667	211	432	0	0	0	0	0
CTF1	107.166667	210	433	0	0	0	0	0
ZDHHC3	107.000000	264	378	0	0	0	0	0
RGS19	107.000000	239	403	0	0	0	0	0
OPRL1	107.000000	239	403	0	0	0	0	0
EXOSC7	107.000000	264	378	0	0	0	0	0
DCUN1D4	107.000000	237	405	0	0	0	0	0
PRC1	106.833333	235	406	0	0	0	0	0
C8B	106.833333	300	341	0	0	0	0	0
TMEM63B	106.666667	206	434	0	0	0	0	0
NAB1	106.666667	276	364	0	0	0	0	0
MRPL14	106.666667	206	434	0	0	0	0	0
EIF4ENIF1	106.666667	154	486	0	0	0	0	0
SIRT5	106.500000	168	471	0	0	0	0	0
MRPS2	106.500000	272	367	0	0	0	0	0
KIF21A	106.500000	261	378	0	0	0	0	0
ELOVL6	106.500000	171	468	0	0	0	0	0
EDA	106.500000	185	454	0	0	0	0	0
C9orf116	106.500000	272	367	0	0	0	0	0
ATP9A	106.500000	209	430	0	0	0	0	0
CEMIP	106.333333	206	432	0	0	0	0	0
PDE10A	106.166667	0	637	0	0	0	0	0
NOD2	106.166667	295	342	0	0	0	0	0
MRE11	106.000000	325	311	0	0	0	0	0
ISLR2	106.000000	222	414	0	0	0	0	0
IL11	106.000000	150	486	0	0	0	0	0
ANKRD49	106.000000	325	311	0	0	0	0	0
SYNC	105.833333	270	365	0	0	0	0	0
DYNLL2	105.833333	255	380	0	0	0	0	0
CFD	105.833333	223	412	0	0	0	0	0
BFAR	105.833333	333	302	0	0	0	0	0
SRPK1	105.666667	237	397	0	0	0	0	0
PLEKHG4	105.666667	279	355	0	0	0	0	0
PAQR8	105.666667	242	392	0	0	0	0	0
OTULIN	105.666667	218	416	0	0	0	0	0
FBXW4	105.666667	350	284	0	0	0	0	0
TMEM217	105.500000	205	428	0	0	0	0	0
TBC1D22B	105.500000	205	428	0	0	0	0	0
SPTSSA	105.500000	290	343	0	0	0	0	0
BRD7	105.500000	323	310	0	0	0	0	0
ABCB4	105.500000	278	355	0	0	0	0	0
MN1	105.333333	227	405	0	0	0	0	0
MADD	105.333333	306	326	0	0	0	0	0
KIAA0930	105.333333	301	331	0	0	0	0	0
ETV3	105.333333	178	454	0	0	0	0	0
CST4	105.333333	206	426	0	0	0	0	0
CHSY3	105.333333	271	361	0	0	0	0	0
SLC2A11	105.166667	322	309	0	0	0	0	0
SETDB1	105.166667	208	423	0	0	0	0	0
ANKFY1	105.166667	222	409	0	0	0	0	0
ZMYM2	105.000000	186	444	0	0	0	0	0
TUSC3	105.000000	192	438	0	0	0	0	0
SDHAF2	105.000000	275	355	0	0	0	0	0
PKIA	105.000000	257	373	0	0	0	0	0
FBXO44	105.000000	245	385	0	0	0	0	0
FAM162A	105.000000	221	409	0	0	0	0	0
DDX59	105.000000	256	374	0	0	0	0	0
CPSF7	105.000000	275	355	0	0	0	0	0
C6orf118	105.000000	232	398	0	0	0	0	0
SSX2IP	104.833333	204	425	0	0	0	0	0
SNAP91	104.833333	237	392	0	0	0	0	0
LIN28B	104.833333	231	398	0	0	0	0	0
ISG20	104.833333	246	383	0	0	0	0	0
TAB3	104.666667	218	410	0	0	0	0	0
SMIM22	104.666667	338	290	0	0	0	0	0
PFKP	104.666667	228	400	0	0	0	0	0
PAIP2B	104.666667	259	369	0	0	0	0	0
KALRN	104.666667	228	400	0	0	0	0	0
HECTD1	104.666667	224	404	0	0	0	0	0
SLF2	104.500000	267	360	0	0	0	0	0
KSR2	104.500000	227	400	0	0	0	0	0
PNPLA7	104.333333	208	418	0	0	0	0	0
KLHDC4	104.333333	241	385	0	0	0	0	0
KCNA5	104.166667	203	422	0	0	0	0	0
ITGB2	104.166667	308	317	0	0	0	0	0
TMEM14C	104.000000	272	352	0	0	0	0	0
SERPINB1	104.000000	244	380	0	0	0	0	0
H2AZ1	104.000000	260	364	0	0	0	0	0
SLC26A11	103.833333	203	420	0	0	0	0	0
SGSH	103.833333	203	420	0	0	0	0	0
SLC32A1	103.666667	170	452	0	0	0	0	0
INTS10	103.666667	289	333	0	0	0	0	0
HMGN3	103.666667	220	402	0	0	0	0	0
ZBTB2	103.500000	216	405	0	0	0	0	0
PSRC1	103.500000	262	359	0	0	0	0	0
MTURN	103.500000	314	307	0	0	0	0	0
CTBP2	103.500000	225	396	0	0	0	0	0
RPL7A	103.333333	230	390	0	0	0	0	0
MLF2	103.333333	194	426	0	0	0	0	0
MED22	103.333333	230	390	0	0	0	0	0
WASHC5	103.166667	332	287	0	0	0	0	0
SPINDOC	103.166667	274	345	0	0	0	0	0
PLEKHG1	103.166667	245	374	0	0	0	0	0
NSMCE2	103.166667	332	287	0	0	0	0	0
HOMER1	103.166667	285	334	0	0	0	0	0
ZNF277	103.000000	281	337	0	0	0	0	0
OAZ2	103.000000	209	409	0	0	0	0	0
NUFIP2	103.000000	286	332	0	0	0	0	0
HAPLN4	103.000000	301	317	0	0	0	0	0
DOCK4	103.000000	281	337	0	0	0	0	0
SHTN1	102.833333	262	355	0	0	0	0	0
SH3BP5	102.833333	242	375	0	0	0	0	0
KIAA0040	102.833333	243	374	0	0	0	0	0
SYNE3	102.666667	242	374	0	0	0	0	0
RPL38	102.666667	243	373	0	0	0	0	0
EEF1AKMT2	102.666667	229	387	0	0	0	0	0
DLX2	102.666667	220	396	0	0	0	0	0
BMP4	102.666667	222	394	0	0	0	0	0
SLC6A8	102.500000	173	442	0	0	0	0	0
EIF3F	102.500000	204	411	0	0	0	0	0
CLDN3	102.500000	201	414	0	0	0	0	0
CC2D2A	102.500000	224	391	0	0	0	0	0
RGL2	102.333333	276	338	0	0	0	0	0
NKIRAS2	102.166667	238	375	0	0	0	0	0
DNAJC7	102.166667	238	375	0	0	0	0	0
DIP2B	102.166667	243	370	0	0	0	0	0
BAMBI	102.166667	189	424	0	0	0	0	0
STYXL1	102.000000	260	352	0	0	0	0	0
PRDX4	102.000000	234	378	0	0	0	0	0
CAPN5	102.000000	249	363	0	0	0	0	0
ZNF155	101.833333	228	383	0	0	0	0	0
TCF19	101.833333	244	367	0	0	0	0	0
STK40	101.833333	231	380	0	0	0	0	0
RUNX1	101.833333	252	359	0	0	0	0	0
PRKAR1B	101.833333	292	319	0	0	0	0	0
KDM2B	101.833333	277	334	0	0	0	0	0
CHID1	101.833333	274	337	0	0	0	0	0
ANKRD13C	101.833333	214	397	0	0	0	0	0
MPC2	101.666667	258	352	0	0	0	0	0
DCAF6	101.666667	258	352	0	0	0	0	0
ATXN7L1	101.666667	246	364	0	0	0	0	0
TRIM33	101.500000	228	381	0	0	0	0	0
OLFM2	101.500000	231	378	0	0	0	0	0
MUC1	101.500000	266	343	0	0	0	0	0
KISS1R	101.500000	161	448	0	0	0	0	0
TTC36	101.333333	238	370	0	0	0	0	0
TMEM25	101.333333	238	370	0	0	0	0	0
RALGDS	101.333333	133	475	0	0	0	0	0
CZIB	101.333333	294	314	0	0	0	0	0
TBX1	101.166667	203	404	0	0	0	0	0
FAM155B	101.166667	253	354	0	0	0	0	0
IL27RA	101.000000	234	372	0	0	0	0	0
BLOC1S2	101.000000	272	334	0	0	0	0	0
MCUB	100.833333	297	308	0	0	0	0	0
DHRS4	100.833333	267	338	0	0	0	0	0
ATP11C	100.833333	222	383	0	0	0	0	0
ZFP36L2	100.666667	224	380	0	0	0	0	0
RPAP2	100.666667	134	470	0	0	0	0	0
NFKBID	100.666667	269	335	0	0	0	0	0
NDUFA2	100.666667	225	379	0	0	0	0	0
IK	100.666667	225	379	0	0	0	0	0
GLMN	100.666667	134	470	0	0	0	0	0
DAD1	100.666667	212	392	0	0	0	0	0
ACTL6A	100.666667	194	410	0	0	0	0	0
KCNK1	100.500000	317	286	0	0	0	0	0
H4C15	100.500000	250	353	0	0	0	0	0
H4C14	100.500000	250	353	0	0	0	0	0
TPM1	100.333333	243	359	0	0	0	0	0
TEX19	100.333333	358	244	0	0	0	0	0
SELENBP1	100.333333	237	365	0	0	0	0	0
NECAB1	100.333333	231	371	0	0	0	0	0
PHF21B	100.166667	264	337	0	0	0	0	0
HSPA6	100.166667	180	421	0	0	0	0	0
ERICH2	100.166667	286	315	0	0	0	0	0
CREBL2	100.166667	167	434	0	0	0	0	0
ZNF536	99.833333	273	326	0	0	0	0	0
TRPT1	99.833333	235	364	0	0	0	0	0
SMDT1	99.833333	262	337	0	0	0	0	0
PIK3R1	99.833333	193	406	0	0	0	0	0
PDE11A	99.833333	239	360	0	0	0	0	0
PCK2	99.833333	247	352	0	0	0	0	0
NUDT22	99.833333	235	364	0	0	0	0	0
NCAM1	99.833333	231	368	0	0	0	0	0
MTMR7	99.833333	254	345	0	0	0	0	0
SYP	99.666667	216	382	0	0	0	0	0
SERPINE1	99.666667	339	259	0	0	0	0	0
NPDC1	99.666667	243	355	0	0	0	0	0
ESRRA	99.666667	278	320	0	0	0	0	0
CAMKK2	99.500000	213	384	0	0	0	0	0
ADARB1	99.500000	247	350	0	0	0	0	0
ZC3H12C	99.333333	236	360	0	0	0	0	0
GSDME	99.333333	241	355	0	0	0	0	0
USP12	99.166667	166	429	0	0	0	0	0
TPGS2	99.166667	217	378	0	0	0	0	0
SDE2	99.166667	269	326	0	0	0	0	0
ILF3	99.166667	199	396	0	0	0	0	0
EPOP	99.166667	157	438	0	0	0	0	0
ARID4A	99.166667	240	355	0	0	0	0	0
ZCCHC18	99.000000	170	424	0	0	0	0	0
TCP11L1	99.000000	212	382	0	0	0	0	0
PIAS4	99.000000	155	439	0	0	0	0	0
CRY1	99.000000	182	412	0	0	0	0	0
ZNF467	98.833333	284	309	0	0	0	0	0
PHLDB2	98.833333	214	379	0	0	0	0	0
PGGT1B	98.833333	200	393	0	0	0	0	0
NFE2L1	98.833333	187	406	0	0	0	0	0
FAM117B	98.833333	165	428	0	0	0	0	0
CYB5D1	98.833333	293	300	0	0	0	0	0
FAM214A	98.500000	271	320	0	0	0	0	0
COLCA2	98.500000	179	412	0	0	0	0	0
BRAF	98.500000	243	348	0	0	0	0	0
ATG2A	98.500000	150	441	0	0	0	0	0
ZNF24	98.333333	246	344	0	0	0	0	0
TOX4	98.333333	259	331	0	0	0	0	0
TENT2	98.333333	281	309	0	0	0	0	0
RAB2B	98.333333	259	331	0	0	0	0	0
