Target_genes	UBTF|Average	SRX2423977|GM12878	SRX2423978|GM12878	SRX2424229|HeLa	SRX2424230|HeLa	SRX10478330|Hep_G2	SRX10478331|Hep_G2	SRX1519704|hESC_H9	SRX1519705|hESC_H9	SRX150418|K-562	SRX150721|K-562	SRX23177015|PLC/PRF/5	SRX23177016|PLC/PRF/5	STRING
MALSU1	118.916667	0	0	0	0	729	363	0	0	121	214	0	0	0
FRMPD1	118.916667	0	0	0	0	831	140	0	0	132	324	0	0	0
STX17	118.833333	0	0	0	0	630	294	0	0	126	376	0	0	0
SNX16	118.833333	0	0	0	0	547	251	0	0	153	346	129	0	0
SMIM26	118.833333	0	0	0	0	618	624	0	0	0	184	0	0	0
RAP1B	118.833333	0	0	0	0	666	212	0	0	197	351	0	0	0
PABPN1	118.833333	0	0	0	0	574	261	0	0	0	118	252	221	0
ILKAP	118.833333	0	0	0	0	1044	128	0	0	110	144	0	0	0
EVC	118.833333	0	0	0	0	1099	197	0	0	0	130	0	0	0
TIMM22	118.750000	0	0	0	0	580	268	0	0	0	259	144	174	0
CSTB	118.666667	0	0	0	0	664	143	0	0	247	370	0	0	0
ARHGAP17	118.666667	0	0	0	0	696	363	0	0	149	216	0	0	0
VHL	118.583333	0	0	0	0	690	299	0	0	148	286	0	0	0
UFL1	118.583333	0	0	0	0	729	393	0	0	100	201	0	0	0
HYOU1	118.583333	0	0	0	0	390	295	0	0	128	288	190	132	0
WBP4	118.500000	0	0	0	0	731	269	0	0	0	295	127	0	0
TXNRD1	118.500000	0	0	0	0	514	177	0	0	154	428	149	0	0
PTPA	118.500000	0	0	0	0	822	224	0	0	0	175	201	0	0
PPM1H	118.500000	0	0	0	0	784	359	0	0	85	194	0	0	0
CENPN	118.500000	0	0	0	0	652	276	0	0	151	258	85	0	0
WDR27	118.416667	0	0	0	0	598	343	0	0	105	134	241	0	0
ITCH	118.416667	0	0	0	0	666	387	0	0	158	210	0	0	0
IER5L	118.416667	0	0	0	0	462	226	0	0	239	297	197	0	0
DNAJB6	118.416667	0	0	0	0	500	100	0	0	297	524	0	0	0
C6orf120	118.416667	0	0	0	0	598	343	0	0	105	134	241	0	0
USP14	118.333333	0	0	0	0	884	132	0	0	0	207	197	0	0
SBDS	118.333333	0	0	0	0	548	209	0	0	143	325	195	0	0
AUNIP	118.333333	0	0	0	0	629	257	0	0	153	381	0	0	0
HSPA6	118.250000	0	0	0	91	875	324	0	0	0	129	0	0	0
CNOT10	118.250000	0	0	0	0	678	440	0	0	123	178	0	0	0
ABCA5	118.250000	0	0	0	0	727	464	0	0	0	228	0	0	0
MED14	118.166667	0	0	0	0	547	391	0	0	135	345	0	0	0
LTV1	118.166667	0	0	0	0	829	492	0	0	0	97	0	0	0
KPNA2	118.166667	0	0	0	0	1036	304	0	0	0	78	0	0	0
THSD7A	118.083333	0	0	0	0	1270	147	0	0	0	0	0	0	0
SLC2A10	118.083333	0	0	0	0	1073	344	0	0	0	0	0	0	0
RHOB	118.083333	0	0	0	0	861	300	0	0	0	0	124	132	0
JMY	118.083333	0	0	0	0	449	344	0	0	271	353	0	0	0
ID1	118.083333	0	0	0	0	539	210	0	0	151	316	201	0	0
MEAF6	118.000000	0	0	0	0	559	270	0	0	200	387	0	0	0
EHBP1	118.000000	0	0	0	0	720	478	0	0	0	218	0	0	0
AHCY	118.000000	0	0	0	0	485	261	0	0	143	416	111	0	0
TEX261	117.916667	0	0	0	0	730	339	0	0	99	247	0	0	0
TAPBP	117.916667	0	0	0	0	622	355	0	0	95	343	0	0	0
MACROH2A1	117.916667	0	0	0	0	797	139	0	0	196	283	0	0	0
SNRPD2	117.833333	0	0	0	0	210	140	0	0	0	123	564	377	0
NAA35	117.833333	0	0	0	0	1017	265	0	0	0	0	132	0	0
LOXL3	117.833333	0	0	0	0	812	164	0	0	117	321	0	0	0
ICAM1	117.833333	0	0	0	0	437	461	0	0	158	204	154	0	0
DOK1	117.833333	0	0	0	0	812	164	0	0	117	321	0	0	0
CHST10	117.833333	0	0	0	0	1093	126	0	0	0	195	0	0	0
ARL2BP	117.833333	0	0	0	0	816	430	0	0	0	168	0	0	0
PIGS	117.750000	0	0	0	0	351	345	0	0	280	437	0	0	0
LGMN	117.750000	0	0	0	0	1203	210	0	0	0	0	0	0	0
IGSF11	117.750000	0	0	0	0	673	160	0	0	219	361	0	0	0
FDXR	117.750000	0	0	0	0	569	203	0	0	103	338	116	84	0
FAM149A	117.750000	0	0	0	0	843	228	0	0	156	186	0	0	0
APTX	117.750000	0	0	0	0	367	186	0	0	249	528	83	0	0
JUN	117.666667	0	0	0	0	325	125	0	0	216	278	270	198	0
HLX	117.666667	0	0	0	0	806	181	0	0	175	250	0	0	0
GALNT1	117.666667	0	0	0	0	752	220	0	0	140	300	0	0	0
EPN1	117.666667	0	0	0	0	516	271	0	0	172	453	0	0	0
DTX2	117.666667	0	0	0	0	790	446	0	0	0	176	0	0	0
ZNF213	117.583333	0	0	0	0	745	208	0	0	240	218	0	0	0
NANP	117.583333	0	0	0	0	788	505	0	0	0	118	0	0	0
FADS2	117.583333	0	0	0	0	603	392	0	0	83	222	111	0	0
CSNK1G3	117.583333	0	0	0	0	578	249	0	0	133	451	0	0	0
VPS26A	117.500000	0	0	0	0	480	178	0	0	230	272	153	97	0
USP33	117.500000	0	0	0	0	761	452	0	0	0	197	0	0	0
PPP4R3B	117.500000	0	0	0	0	573	514	0	0	0	210	113	0	0
CCDC138	117.500000	0	0	0	0	671	501	0	0	0	238	0	0	0
INTS5	117.416667	0	0	0	0	451	473	0	0	0	379	106	0	0
FBXL14	117.416667	0	0	0	0	671	295	0	0	181	262	0	0	0
CAMKK2	117.416667	0	0	0	0	743	375	0	0	149	142	0	0	0
TM2D3	117.333333	0	0	0	0	881	345	0	0	0	182	0	0	0
THAP3	117.333333	0	0	0	0	782	213	0	0	151	262	0	0	0
JAG1	117.333333	0	0	0	0	902	297	0	0	0	209	0	0	0
H3-3B	117.333333	0	0	0	0	299	209	0	0	77	199	379	245	0
PANK2	117.250000	0	0	0	0	682	444	0	0	0	81	200	0	0
HESX1	117.250000	0	0	0	0	1068	259	0	0	0	0	80	0	0
C3orf70	117.250000	0	0	0	0	952	277	0	0	0	178	0	0	0
APPL1	117.250000	0	0	0	0	1068	259	0	0	0	0	80	0	0
FYTTD1	117.166667	0	0	0	0	419	151	0	0	279	450	107	0	0
RFXANK	117.000000	0	0	0	0	417	335	0	0	129	195	151	177	0
RABGGTA	117.000000	0	0	0	0	841	563	0	0	0	0	0	0	0
GPR37L1	117.000000	0	0	0	0	697	275	188	0	0	244	0	0	0
BORCS8	117.000000	0	0	0	0	417	335	0	0	129	195	151	177	0
NUDT7	116.916667	0	0	0	0	693	384	0	0	153	173	0	0	0
NGLY1	116.916667	0	0	0	0	641	289	0	0	118	355	0	0	0
FZD1	116.916667	0	0	0	0	329	365	0	0	218	491	0	0	0
PAQR4	116.833333	0	0	0	0	510	318	0	0	200	374	0	0	0
IL6R	116.833333	0	0	0	0	626	288	0	0	170	318	0	0	0
FDXACB1	116.833333	0	0	0	0	503	453	0	0	139	307	0	0	0
EPC1	116.833333	0	0	0	0	437	455	0	0	164	346	0	0	0
C11orf1	116.833333	0	0	0	0	503	453	0	0	139	307	0	0	0
ACAT1	116.833333	0	0	0	0	952	266	0	0	79	105	0	0	0
STARD9	116.750000	0	0	0	0	352	295	0	0	0	132	362	260	0
RUFY2	116.750000	0	0	0	0	642	225	0	0	123	411	0	0	0
ZNF593	116.666667	0	0	0	0	668	456	0	0	0	276	0	0	0
TBC1D13	116.666667	0	0	0	0	715	458	0	0	0	227	0	0	0
SMAD1	116.666667	0	0	0	0	1053	216	0	0	0	131	0	0	0
PSMD11	116.666667	0	0	0	0	390	472	0	0	149	225	80	84	0
PPP4R3A	116.666667	0	0	0	0	612	504	0	0	0	167	117	0	0
POLDIP3	116.666667	0	0	0	0	475	273	0	0	193	188	127	144	0
ID2	116.666667	0	0	0	0	395	356	0	0	103	241	178	127	0
C1orf232	116.666667	0	0	0	0	668	456	0	0	0	276	0	0	0
THUMPD2	116.583333	0	0	0	0	911	488	0	0	0	0	0	0	0
POLR1B	116.583333	0	0	0	0	680	420	0	0	0	203	96	0	0
PLLP	116.583333	0	0	0	0	901	341	0	0	0	157	0	0	0
CUL5	116.583333	0	0	0	0	672	352	0	0	118	257	0	0	0
GOSR2	116.500000	0	0	0	0	556	358	0	0	138	248	98	0	0
MMAA	116.416667	0	0	0	0	679	340	0	0	141	237	0	0	0
FAM207A	116.416667	0	0	0	0	527	397	0	0	175	298	0	0	0
APMAP	116.416667	0	0	0	0	801	482	0	0	0	114	0	0	0
MTURN	116.333333	0	0	0	0	424	218	0	0	311	443	0	0	0
FADS1	116.333333	0	0	0	0	603	392	0	0	83	222	96	0	0
ATOX1	116.333333	0	0	0	0	507	390	0	0	163	336	0	0	0
MAN1A1	116.250000	0	0	0	0	652	408	0	0	122	213	0	0	0
E2F6	116.250000	0	0	0	0	797	485	0	0	0	113	0	0	0
ACAT2	116.250000	0	0	0	0	283	259	0	0	0	138	434	281	0
SCAI	116.166667	0	0	0	0	696	261	0	0	163	274	0	0	0
MTARC2	116.166667	0	0	0	0	1060	334	0	0	0	0	0	0	0
EPDR1	116.166667	0	0	0	0	1033	361	0	0	0	0	0	0	0
WDR74	116.083333	0	0	0	0	300	333	0	0	128	296	167	169	0
KAT2B	116.083333	0	0	0	0	440	184	0	0	257	512	0	0	0
FUNDC2	116.083333	0	0	0	0	511	185	0	0	98	245	239	115	0
DCAF7	116.083333	0	0	0	0	646	417	0	0	0	155	175	0	0
BCL10	116.083333	0	0	0	0	404	243	0	0	0	0	515	231	0
NR2C1	116.000000	0	0	0	0	677	358	0	0	103	254	0	0	0
DARS1	116.000000	0	0	0	0	684	393	0	0	0	152	163	0	0
CRIM1	116.000000	0	0	0	0	1259	133	0	0	0	0	0	0	0
SCAMP1	115.916667	0	0	0	0	608	222	0	0	136	425	0	0	0
KLHL11	115.916667	0	0	0	0	771	351	0	0	0	269	0	0	0
HSD17B12	115.916667	0	0	0	0	823	320	0	0	0	0	158	90	0
FKBP10	115.916667	0	0	0	0	1391	0	0	0	0	0	0	0	0
AVL9	115.916667	0	0	0	0	738	370	0	0	0	140	143	0	0
ZBTB18	115.833333	0	0	0	0	911	241	0	0	0	238	0	0	0
TTC30B	115.833333	0	0	0	0	603	490	0	0	0	170	127	0	0
PELI3	115.833333	0	0	0	0	632	92	0	0	273	393	0	0	0
INKA2	115.833333	0	0	0	0	547	257	0	0	140	285	0	161	0
CMTR1	115.833333	0	0	0	0	701	336	0	0	72	281	0	0	0
CACNB1	115.833333	0	0	0	0	522	0	0	0	224	644	0	0	0
MAPKAPK3	115.750000	0	0	0	0	600	183	0	0	254	352	0	0	0
KCTD15	115.750000	0	0	0	0	976	256	0	0	0	157	0	0	0
GPR137	115.750000	0	0	0	0	334	170	0	0	0	129	419	337	0
FBLN1	115.750000	0	0	0	0	804	585	0	0	0	0	0	0	0
VAPA	115.666667	0	0	0	0	527	112	0	0	192	327	230	0	0
UBN2	115.583333	0	0	0	0	428	297	0	0	244	418	0	0	0
STK11IP	115.583333	0	0	0	0	550	406	0	0	0	184	247	0	0
RBM12	115.583333	0	0	0	0	675	526	0	0	0	186	0	0	0
NXF1	115.583333	0	0	0	0	698	401	0	0	101	187	0	0	0
IMMP2L	115.583333	0	0	0	0	593	314	0	0	101	379	0	0	0
GUK1	115.583333	0	0	0	0	527	126	0	0	167	395	172	0	0
GPR89B	115.583333	0	0	0	0	683	392	0	0	127	185	0	0	0
CRYBG1	115.583333	0	0	0	0	904	306	0	0	0	177	0	0	0
CPNE1	115.583333	0	0	0	0	675	526	0	0	0	186	0	0	0
ANKRD28	115.583333	0	0	0	0	813	410	0	0	0	164	0	0	0
TYK2	115.500000	0	0	0	0	638	312	0	0	134	302	0	0	0
SEPTIN2	115.500000	0	0	0	0	463	245	0	0	0	105	330	243	0
HDLBP	115.500000	0	0	0	0	463	245	0	0	0	105	330	243	0
SRP9	115.416667	0	0	0	0	374	386	0	0	200	285	140	0	0
PPP2R5C	115.416667	0	0	0	0	373	212	0	0	0	141	376	283	0
MYADM	115.416667	0	0	0	0	678	132	0	0	0	113	277	185	0
LRCH4	115.416667	0	0	0	0	220	163	0	0	0	97	553	352	0
LLGL2	115.416667	0	0	0	0	515	295	0	0	0	275	144	156	0
KLF14	115.416667	0	0	0	0	676	0	0	0	226	483	0	0	0
FBXO24	115.416667	0	0	0	0	220	163	0	0	0	97	553	352	0
VARS1	115.333333	0	0	0	0	438	435	0	0	188	323	0	0	0
PLOD2	115.333333	0	0	0	0	1051	333	0	0	0	0	0	0	0
HSPA1L	115.333333	0	0	0	0	450	196	0	0	206	330	202	0	0
HSPA1A	115.333333	0	0	0	0	450	196	0	0	206	330	202	0	0
GGPS1	115.333333	0	0	0	0	331	177	0	0	127	480	127	142	0
DPAGT1	115.333333	0	0	0	0	263	230	0	0	223	392	97	179	0
ARID4B	115.333333	0	0	0	0	331	177	0	0	127	480	127	142	0
ANKRD12	115.333333	0	0	0	0	234	242	0	0	162	242	313	191	0
TESK2	115.250000	0	0	0	0	854	392	0	0	0	137	0	0	0
PPAT	115.250000	0	0	0	0	546	268	0	0	0	211	221	137	0
PAICS	115.250000	0	0	0	0	546	268	0	0	0	211	221	137	0
CLNS1A	115.250000	0	0	0	0	564	399	0	0	112	308	0	0	0
ANK1	115.250000	0	0	0	0	358	165	0	0	291	569	0	0	0
SLC5A6	115.166667	0	0	0	0	669	458	0	0	0	112	143	0	0
IER3	115.166667	0	0	0	0	392	261	0	0	143	214	217	155	0
FERMT2	115.166667	0	0	0	0	950	253	0	0	0	0	179	0	0
CHCHD2	115.166667	0	0	0	0	422	337	0	0	127	395	101	0	0
ATRAID	115.166667	0	0	0	0	669	458	0	0	0	112	143	0	0
TANC1	115.083333	0	0	0	0	1031	247	0	0	0	103	0	0	0
ARPP19	115.083333	0	0	0	0	525	302	0	0	208	346	0	0	0
ZNF8	115.000000	0	0	0	0	634	316	0	0	139	144	147	0	0
WASHC1	115.000000	0	0	0	0	819	411	0	0	0	150	0	0	0
TRIM65	115.000000	0	0	0	0	749	199	0	0	220	212	0	0	0
SYNJ1	115.000000	0	0	0	0	590	242	0	0	174	374	0	0	0
NR1H2	115.000000	0	0	0	0	144	127	0	0	191	497	272	149	0
SVBP	114.916667	0	0	0	0	754	238	0	0	120	267	0	0	0
ERMAP	114.916667	0	0	0	0	754	238	0	0	120	267	0	0	0
DHX9	114.916667	0	0	0	0	622	315	0	0	140	302	0	0	0
CADM2	114.916667	0	0	0	0	977	244	0	0	0	158	0	0	0
NDUFAF3	114.833333	0	0	0	0	472	308	0	0	0	130	239	229	0
DALRD3	114.833333	0	0	0	0	472	308	0	0	0	130	239	229	0
CPOX	114.833333	0	0	0	0	865	353	0	0	0	160	0	0	0
BRF2	114.833333	0	0	0	0	502	398	0	0	126	352	0	0	0
ACTR5	114.833333	0	0	0	0	1142	236	0	0	0	0	0	0	0
TATDN2	114.750000	0	0	0	0	851	200	0	0	146	180	0	0	0
LRRC75B	114.750000	0	0	0	0	815	445	0	0	0	117	0	0	0
ISG20	114.750000	0	0	0	0	450	507	0	0	151	269	0	0	0
CPED1	114.750000	0	0	0	0	242	108	0	0	428	599	0	0	0
LAMTOR5	114.666667	0	0	0	0	646	420	0	0	118	192	0	0	0
TRMT6	114.583333	0	0	0	0	770	469	0	0	0	136	0	0	0
RMND5B	114.583333	0	0	0	0	770	470	0	0	0	135	0	0	0
MCM8	114.583333	0	0	0	0	770	469	0	0	0	136	0	0	0
ACER2	114.583333	0	0	0	0	693	363	0	0	112	207	0	0	0
SAYSD1	114.500000	0	0	0	0	760	355	0	0	0	259	0	0	0
TUBE1	114.416667	0	0	0	0	784	405	0	0	0	184	0	0	0
TOM1L1	114.416667	0	0	0	0	970	403	0	0	0	0	0	0	0
RCBTB2	114.416667	0	0	0	0	766	461	0	0	0	146	0	0	0
FAM229B	114.416667	0	0	0	0	784	405	0	0	0	184	0	0	0
DNA2	114.416667	0	0	0	0	257	204	0	0	329	583	0	0	0
CDC37L1	114.333333	0	0	0	0	670	449	0	0	0	151	102	0	0
RPP38	114.250000	0	0	0	0	659	220	0	0	91	313	88	0	0
NOMO2	114.250000	0	0	0	0	1007	219	0	0	0	145	0	0	0
NAA16	114.250000	0	0	0	0	826	296	0	0	100	149	0	0	0
MTRF1	114.250000	0	0	0	0	826	296	0	0	100	149	0	0	0
SHBG	114.166667	0	0	0	0	526	229	0	0	0	314	200	101	0
ORC2	114.166667	0	0	0	0	648	452	0	0	0	133	137	0	0
FXR2	114.166667	0	0	0	0	526	229	0	0	0	314	200	101	0
C8orf76	114.166667	0	0	0	0	805	297	0	0	0	268	0	0	0
TYMSOS	114.083333	0	0	0	0	591	214	0	0	186	268	110	0	0
TYMS	114.083333	0	0	0	0	591	214	0	0	186	268	110	0	0
RRAS	114.083333	0	0	0	0	135	180	0	0	0	176	570	308	0
RPN1	114.083333	0	0	0	0	937	252	0	0	0	180	0	0	0
PSRC1	114.083333	0	0	0	0	564	461	0	0	124	220	0	0	0
PHF11	114.083333	0	0	0	0	704	296	0	0	0	369	0	0	0
C2CD5	114.083333	0	0	0	0	543	385	0	0	138	303	0	0	0
PPP1R26	114.000000	0	0	0	0	604	139	0	0	236	389	0	0	0
MAP3K6	114.000000	0	0	0	0	359	87	0	0	208	614	100	0	0
CMTM4	114.000000	0	0	0	0	710	118	0	0	116	424	0	0	0
CBLL1	114.000000	0	0	0	0	269	228	0	0	108	329	245	189	0
PM20D2	113.916667	0	0	0	0	894	408	0	0	0	0	65	0	0
PCNT	113.916667	0	0	0	0	490	148	0	0	160	284	164	121	0
MRPL48	113.916667	0	0	0	0	307	339	0	0	0	168	313	240	0
GRAMD1C	113.916667	0	0	0	0	1021	131	0	0	0	215	0	0	0
TACC1	113.833333	0	0	0	0	719	332	0	0	127	188	0	0	0
GCN1	113.833333	0	0	0	0	774	220	0	0	0	258	114	0	0
FAM110B	113.833333	0	0	0	0	1065	301	0	0	0	0	0	0	0
SRSF9	113.750000	0	0	0	0	479	403	0	0	140	343	0	0	0
KIAA0100	113.750000	0	0	0	0	531	336	0	0	115	194	189	0	0
ITM2B	113.750000	0	0	0	0	728	145	0	0	158	334	0	0	0
GOSR1	113.750000	0	0	0	0	584	482	0	0	114	185	0	0	0
DYNLL1	113.750000	0	0	0	0	479	403	0	0	140	343	0	0	0
CMTM6	113.750000	0	0	0	0	481	361	0	0	112	411	0	0	0
SQSTM1	113.666667	0	0	0	0	450	164	0	0	149	350	171	80	0
PHF20	113.666667	0	0	0	0	838	169	0	0	0	191	166	0	0
NTMT1	113.666667	0	0	0	0	589	248	0	0	196	331	0	0	0
LRFN2	113.666667	0	0	0	0	984	380	0	0	0	0	0	0	0
GNAI2	113.666667	0	0	0	0	548	182	0	0	0	149	258	227	0
GINS1	113.666667	0	0	0	0	590	515	0	0	0	259	0	0	0
ASAP2	113.666667	0	0	0	0	703	169	0	0	166	326	0	0	0
PCSK9	113.583333	0	0	0	0	658	368	0	0	91	246	0	0	0
ZNRD2	113.500000	0	0	0	0	484	370	0	0	0	136	236	136	0
WDFY2	113.500000	0	0	0	0	635	355	0	0	0	163	209	0	0
SEMA4B	113.500000	0	0	0	0	750	182	0	0	155	275	0	0	0
DNAI4	113.500000	0	0	0	0	312	348	0	0	0	225	268	209	0
ATP5MF-PTCD1	113.500000	0	0	0	0	738	437	0	0	86	101	0	0	0
ATP5MF	113.500000	0	0	0	0	738	437	0	0	86	101	0	0	0
REEP6	113.416667	0	0	0	0	401	116	0	0	0	249	333	262	0
PCSK4	113.416667	0	0	0	0	401	116	0	0	0	249	333	262	0
OGFOD2	113.416667	0	0	0	0	333	387	0	0	171	361	109	0	0
FAM171B	113.416667	0	0	0	0	875	486	0	0	0	0	0	0	0
ABCB6	113.416667	0	0	0	0	743	399	0	0	0	219	0	0	0
COL26A1	113.333333	0	0	0	0	1022	338	0	0	0	0	0	0	0
ZNF664-RFLNA	113.250000	0	0	0	0	465	131	0	0	125	444	194	0	0
ZNF664	113.250000	0	0	0	0	465	131	0	0	125	444	194	0	0
MOCS1	113.166667	0	0	0	0	753	402	0	0	0	203	0	0	0
DDX18	113.166667	0	0	0	0	444	516	0	0	130	268	0	0	0
CCDC71L	113.166667	0	0	0	0	267	0	0	0	497	594	0	0	0
SPECC1	113.083333	0	0	0	0	656	180	0	0	159	362	0	0	0
PHLDA3	113.083333	0	0	0	0	1058	299	0	0	0	0	0	0	0
LMAN2	113.083333	0	0	0	0	619	369	0	0	0	369	0	0	0
LEPROT	113.083333	0	0	0	0	576	462	0	0	0	163	156	0	0
LEPR	113.083333	0	0	0	0	576	462	0	0	0	163	156	0	0
IQCN	113.083333	0	0	0	0	357	283	0	0	175	422	120	0	0
DTNB	113.083333	0	0	0	0	912	161	0	0	0	284	0	0	0
DSG2	113.083333	0	0	0	0	619	312	0	0	123	303	0	0	0
CHST3	113.083333	0	0	0	0	903	173	129	0	0	152	0	0	0
PHF1	113.000000	0	0	0	0	286	208	0	0	0	152	444	266	0
MST1	113.000000	0	0	0	0	270	239	0	0	297	550	0	0	0
GMCL1	113.000000	0	0	0	0	709	524	0	0	0	123	0	0	0
CDCA4	113.000000	0	0	0	0	847	122	0	0	175	212	0	0	0
TCP1	112.916667	0	0	0	0	513	292	0	0	0	149	301	100	0
TCAF2	112.916667	0	0	0	0	303	320	0	0	0	250	298	184	0
SYDE2	112.916667	0	0	0	0	647	166	0	0	114	239	109	80	0
SAAL1	112.916667	0	0	0	0	664	373	0	0	0	318	0	0	0
NUP133	112.916667	0	0	0	0	550	357	0	0	138	310	0	0	0
NFIA	112.916667	0	0	0	0	756	266	0	0	125	208	0	0	0
NFE2	112.916667	0	0	0	0	165	132	0	0	299	759	0	0	0
MRPL18	112.916667	0	0	0	0	513	292	0	0	0	149	301	100	0
LRRC37B	112.916667	0	0	0	0	735	160	0	0	169	291	0	0	0
F2R	112.916667	0	0	0	0	569	302	0	0	156	328	0	0	0
CGGBP1	112.916667	0	0	0	0	535	342	0	0	0	159	189	130	0
PRDX6	112.833333	0	0	0	0	882	210	0	0	109	153	0	0	0
CAB39	112.833333	0	0	0	0	840	247	0	0	87	180	0	0	0
ZFAND4	112.750000	0	0	0	0	997	218	0	0	0	0	138	0	0
TRIM25	112.750000	0	0	0	0	542	490	0	0	97	224	0	0	0
FOXN2	112.750000	0	0	0	0	399	310	0	0	122	220	155	147	0
TNFRSF19	112.666667	0	0	0	0	875	325	0	0	0	152	0	0	0
STRIP1	112.666667	0	0	0	0	385	186	0	0	357	424	0	0	0
SIKE1	112.666667	0	0	0	0	484	484	0	0	79	305	0	0	0
SEMA3C	112.666667	0	0	0	0	906	122	0	0	0	324	0	0	0
RAD23A	112.666667	0	0	0	0	556	192	0	0	223	381	0	0	0
PRRT1B	112.666667	0	0	0	0	937	415	0	0	0	0	0	0	0
PPP1R9A	112.666667	0	0	0	0	898	454	0	0	0	0	0	0	0
PAAF1	112.666667	0	0	0	0	564	410	0	0	0	230	148	0	0
COA4	112.666667	0	0	0	0	564	410	0	0	0	230	148	0	0
ADK	112.666667	0	0	0	0	590	442	0	0	141	179	0	0	0
ZFHX3	112.583333	0	0	0	0	967	384	0	0	0	0	0	0	0
PPM1A	112.583333	0	0	0	0	492	483	0	0	163	213	0	0	0
OBSL1	112.583333	0	0	0	0	852	340	0	0	0	159	0	0	0
FBXW7	112.583333	0	0	0	0	661	320	0	0	119	251	0	0	0
CD164	112.583333	0	0	0	0	438	255	0	0	133	295	230	0	0
SCYL2	112.500000	0	0	0	0	755	221	0	0	98	276	0	0	0
DNAJB1	112.500000	0	0	128	0	192	211	0	0	148	325	222	124	0
DEPDC4	112.500000	0	0	0	0	755	221	0	0	98	276	0	0	0
ERRFI1	112.416667	0	0	0	0	622	249	0	0	0	478	0	0	0
PANK3	112.333333	0	0	0	0	279	160	0	0	231	363	178	137	0
CRAT	112.333333	0	0	0	0	822	224	0	0	0	101	201	0	0
ARSA	112.333333	0	0	0	0	577	234	0	0	123	414	0	0	0
TINF2	112.250000	0	0	0	0	527	374	0	0	0	161	178	107	0
SRP68	112.250000	0	0	0	0	724	310	0	0	0	313	0	0	0
FAN1	112.250000	0	0	0	0	830	382	0	0	0	135	0	0	0
C12orf57	112.250000	0	0	0	0	213	152	0	0	138	175	414	255	0
WWC1	112.166667	0	0	0	0	1091	255	0	0	0	0	0	0	0
TAMM41	112.166667	0	0	0	0	535	373	0	0	108	330	0	0	0
SMCO4	112.166667	0	0	0	0	730	254	0	0	131	231	0	0	0
PLAGL1	112.166667	0	0	0	0	643	185	0	0	162	356	0	0	0
PEBP1	112.166667	0	0	0	0	685	275	0	0	120	266	0	0	0
CTPS2	112.166667	0	0	0	0	339	444	0	0	117	446	0	0	0
CSTF1	112.166667	0	0	0	0	698	533	0	0	0	115	0	0	0
AURKA	112.166667	0	0	0	0	698	533	0	0	0	115	0	0	0
TMEM150A	112.083333	0	0	0	0	391	113	0	0	203	449	189	0	0
TJP1	112.083333	0	0	0	0	651	191	0	0	212	291	0	0	0
NRIP1	112.083333	0	0	0	0	602	290	0	0	139	209	105	0	0
KNL1	112.083333	0	0	113	0	634	242	0	0	143	213	0	0	0
KIF23	112.083333	0	0	0	0	776	439	0	0	0	130	0	0	0
TSTD3	112.000000	0	0	0	0	509	344	0	0	158	333	0	0	0
HNRNPA1L2	111.916667	0	0	0	0	576	433	0	0	131	203	0	0	0
GSK3B	111.916667	0	0	0	0	537	202	0	0	0	222	224	158	0
TMBIM1	111.833333	0	0	0	0	840	158	0	0	127	217	0	0	0
SEC62	111.833333	0	0	0	0	361	401	0	0	151	429	0	0	0
PDS5A	111.833333	0	0	0	0	623	211	0	0	192	316	0	0	0
MYCBP2	111.833333	0	0	0	0	601	260	0	0	161	320	0	0	0
HNRNPA0	111.750000	0	0	0	0	351	222	0	0	105	151	331	181	0
F5	111.750000	0	0	0	0	801	540	0	0	0	0	0	0	0
ASAH1	111.750000	0	0	0	0	630	334	0	0	0	377	0	0	0
SDHAF4	111.666667	0	0	0	0	724	519	0	0	0	97	0	0	0
POLN	111.666667	0	0	0	0	498	263	0	0	206	288	85	0	0
HAUS3	111.666667	0	0	0	0	498	263	0	0	206	288	85	0	0
ARL14EP	111.666667	0	0	0	0	551	520	0	0	0	269	0	0	0
WIPF3	111.583333	0	0	0	0	670	0	0	0	166	503	0	0	0
TTLL11	111.583333	0	0	0	0	752	235	0	0	114	238	0	0	0
PPM1L	111.583333	0	0	0	88	466	116	0	0	255	414	0	0	0
PNN	111.583333	0	0	0	0	1047	292	0	0	0	0	0	0	0
GOLGA4	111.583333	0	0	0	0	567	321	0	0	175	276	0	0	0
FAT4	111.583333	0	0	0	0	876	463	0	0	0	0	0	0	0
CC2D1B	111.583333	0	0	0	0	622	196	0	0	157	364	0	0	0
CAND1	111.583333	0	0	0	0	791	281	0	0	69	198	0	0	0
TEAD4	111.500000	0	0	0	0	566	159	0	0	131	326	156	0	0
MAP4K3	111.500000	0	0	0	0	708	288	0	0	125	217	0	0	0
G6PC3	111.500000	0	0	0	0	550	560	0	0	0	228	0	0	0
C1GALT1	111.500000	0	0	0	0	730	266	0	0	0	89	171	82	0
BSN	111.500000	0	0	0	0	682	140	0	0	139	377	0	0	0
ZNF787	111.416667	0	0	0	0	476	260	0	0	0	125	285	191	0
FAM72A	111.416667	0	0	0	0	375	150	0	0	0	186	355	271	0
COG1	111.416667	0	0	0	0	733	282	0	0	0	322	0	0	0
CHRNB2	111.416667	0	0	0	0	902	148	0	0	129	158	0	0	0
TMBIM6	111.333333	0	0	0	0	228	166	0	0	141	315	307	179	0
