Target_genes	JARID2|Average	SRX8171698|ES_cells	SRX8171699|ES_cells	SRX3230387|Hep_G2	SRX6416950|Hep_G2	SRX6416951|Hep_G2	SRX317571|iPS_cells	SRX317574|iPS_cells	SRX317578|iPS_cells	SRX317582|iPS_cells	SRX317588|iPS_cells	SRX317589|iPS_cells	SRX317593|iPS_cells	SRX317597|iPS_cells	SRX317601|iPS_cells	SRX317605|iPS_cells	SRX317609|iPS_cells	SRX10664185|MCF-7	SRX10664186|MCF-7	SRX10664187|MCF-7	SRX10664188|MCF-7	SRX5426122|NT2-D1	SRX5426123|NT2-D1	SRX6370176|NT2-D1	SRX6370177|NT2-D1	SRX6370178|NT2-D1	SRX6370207|NT2-D1	SRX6370208|NT2-D1	SRX6416958|THLE-2	SRX6416959|THLE-2	STRING
TRPA1	73.689655	0	0	0	0	0	383	731	364	0	0	0	0	99	187	202	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFAIP8L3	73.655172	0	0	0	0	0	390	755	257	0	0	141	0	99	135	124	127	0	0	0	108	0	0	0	0	0	0	0	0	0	0
H4C11	73.551724	0	0	204	0	0	656	949	0	0	0	0	0	0	0	141	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFAP2E	73.517241	0	0	0	0	0	391	452	451	0	125	157	87	0	164	155	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZAR1	73.482759	0	101	0	0	0	389	480	558	0	0	147	0	121	206	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NTF3	73.413793	0	117	0	0	0	293	610	294	0	0	99	0	0	154	0	147	0	0	0	0	220	0	195	0	0	0	0	0	0	0
RTEL1	73.310345	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	320	508	485	671	0	0	0	0	0	0	0	0	0	0
TBX15	73.275862	0	0	0	0	0	111	339	257	0	0	0	0	0	0	0	0	0	0	0	0	823	0	595	0	0	0	0	0	0	0
LRRC3B	73.241379	0	0	0	0	0	472	564	425	0	84	0	100	0	112	224	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBN2	73.241379	0	0	0	0	0	437	567	367	0	0	132	0	144	221	127	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDK2	73.172414	0	0	0	0	0	237	449	114	0	0	0	0	0	136	0	0	0	0	0	0	693	0	493	0	0	0	0	0	0	0
LRP2	73.137931	0	0	0	0	0	346	569	403	0	0	135	96	0	206	190	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMX3	73.103448	0	0	0	0	0	204	278	249	0	0	0	0	0	113	0	0	0	0	0	0	594	231	338	0	0	113	0	0	0	0
ARHGAP36	73.068966	146	120	0	0	0	249	415	489	0	0	74	138	213	128	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRM2	73.034483	0	0	0	0	0	357	576	301	0	0	145	158	0	186	209	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNAL	73.000000	0	0	135	0	0	183	517	336	0	0	0	0	0	108	0	108	0	0	0	0	578	0	152	0	0	0	0	0	0	0
KCNA5	72.965517	0	0	0	0	0	277	516	506	0	0	133	75	0	110	115	137	0	0	0	0	111	0	136	0	0	0	0	0	0	0
LRRC38	72.931034	0	0	0	0	0	269	266	307	0	0	113	0	0	104	215	110	0	0	0	0	313	156	262	0	0	0	0	0	0	0
IRX4	72.896552	0	0	0	0	0	112	289	190	0	0	0	0	0	0	104	136	0	0	0	0	649	147	487	0	0	0	0	0	0	0
DUOX2	72.896552	0	0	0	0	0	507	879	296	0	0	0	0	0	222	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAI1	72.758621	0	0	0	0	0	463	619	378	0	0	138	164	0	179	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL15RA	72.758621	0	0	142	0	0	372	660	312	0	0	122	0	110	162	94	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1G	72.724138	0	0	0	0	0	253	324	154	0	0	0	0	0	0	100	0	0	0	0	0	398	195	516	0	0	169	0	0	0	0
TMEM132E	72.689655	0	0	0	0	0	360	486	348	0	113	88	137	116	180	124	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUDT4B	72.620690	0	117	0	0	0	412	833	362	0	0	0	0	75	189	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FIBCD1	72.551724	0	0	0	0	0	382	735	190	0	0	122	135	0	0	219	119	0	0	0	0	202	0	0	0	0	0	0	0	0	0
BVES	72.551724	0	0	0	0	0	510	752	336	0	0	88	0	0	162	86	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1C	72.482759	0	0	0	0	0	354	452	170	0	0	102	0	0	118	129	0	0	0	0	0	446	0	331	0	0	0	0	0	0	0
LZTS1	72.344828	0	0	0	0	0	445	673	343	0	0	117	0	0	107	291	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANO1	72.344828	0	0	0	0	0	554	603	287	0	0	223	159	0	120	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VASH1	72.310345	0	0	0	0	0	366	620	518	0	0	123	0	0	149	129	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLSTN2	72.206897	0	0	0	0	0	374	596	478	0	0	188	113	0	124	102	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX9	72.068966	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	597	295	935	189	0	0	0	0	0	0
RASSF10	72.034483	0	67	0	0	0	257	393	313	0	0	0	0	83	89	221	104	0	0	0	0	243	0	319	0	0	0	0	0	0	0
FLI1	71.965517	0	0	0	0	0	154	214	342	0	0	0	0	0	0	0	0	0	0	0	0	439	336	471	0	0	131	0	0	0	0
NOTUM	71.931034	0	0	0	0	0	458	598	362	0	131	133	143	0	126	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFX6	71.896552	0	106	0	0	0	331	631	314	0	0	134	0	103	142	190	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OLIG3	71.758621	0	0	0	0	0	186	356	414	0	0	153	0	0	88	0	0	0	0	0	0	432	140	312	0	0	0	0	0	0	0
MAP3K5	71.758621	0	0	0	0	0	457	574	375	0	0	0	132	0	129	139	125	0	0	0	0	150	0	0	0	0	0	0	0	0	0
C1QL4	71.655172	0	0	0	0	0	316	539	523	0	146	92	106	122	123	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VWA2	71.586207	0	0	0	0	0	346	672	323	0	0	97	108	159	89	149	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAMD5	71.586207	0	82	0	0	0	399	613	368	0	0	0	72	89	155	148	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPAS4	71.586207	0	0	1723	0	0	141	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGS10	71.551724	0	0	0	0	0	516	671	324	0	0	0	166	0	71	154	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0
BATF3	71.482759	0	90	0	0	0	318	555	429	0	102	0	101	0	183	182	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPB41L1	71.448276	0	0	0	0	0	428	678	342	0	0	144	80	0	148	0	131	0	0	0	0	121	0	0	0	0	0	0	0	0	0
ST8SIA5	71.275862	0	84	0	0	0	486	576	383	0	0	113	87	0	106	112	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMARCA2	71.275862	0	0	0	0	0	116	533	227	0	0	0	0	0	0	0	0	0	0	0	0	458	151	471	0	0	111	0	0	0	0
SYNPR	71.172414	0	0	0	0	0	385	620	180	0	0	0	112	96	139	115	64	0	108	86	159	0	0	0	0	0	0	0	0	0	0
RGPD1	71.103448	0	0	297	0	0	0	0	0	161	386	246	145	0	0	615	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAC2	70.931034	0	0	0	0	0	397	587	228	0	79	135	139	0	137	172	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGB3	70.896552	0	0	0	0	0	359	661	374	0	0	0	85	132	165	143	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAPGEF4	70.862069	0	110	0	0	0	404	529	349	0	0	121	0	178	79	151	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHISA3	70.827586	0	0	0	0	0	286	546	434	0	0	107	0	113	175	0	140	0	0	0	0	253	0	0	0	0	0	0	0	0	0
OXCT2	70.724138	0	0	0	0	0	268	548	519	0	0	164	103	0	126	154	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QL3	70.551724	0	0	0	0	0	321	457	176	0	0	0	0	0	0	0	139	0	0	0	0	298	196	459	0	0	0	0	0	0	0
HSPA12A	70.517241	0	0	0	0	0	465	699	179	0	108	0	116	0	148	190	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BICC1	70.448276	0	114	0	0	0	415	661	322	0	0	118	0	0	121	156	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0
ASAP2	70.448276	0	0	0	0	0	252	576	231	0	0	93	0	0	0	96	0	0	0	0	0	427	0	368	0	0	0	0	0	0	0
HTR7	70.413793	0	108	0	0	0	138	261	464	0	0	0	0	0	142	242	120	0	0	0	0	266	0	301	0	0	0	0	0	0	0
MT1M	70.344828	0	0	0	0	0	315	549	522	0	0	137	0	0	213	148	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD1D	70.344828	0	0	0	0	0	439	833	456	0	0	0	0	0	129	109	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HES4	70.206897	0	0	0	0	0	457	567	274	0	0	103	201	0	139	81	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIPPLY2	70.137931	0	79	0	0	0	374	590	324	0	0	0	0	145	147	222	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF217	70.034483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	418	532	700	0	0	0	0	0	0	0	0	0	0
SERTM1	70.034483	0	0	0	0	0	360	687	513	0	0	0	0	0	159	151	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTK	70.000000	0	0	0	0	0	592	694	188	0	0	0	91	0	153	136	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPW	69.862069	0	0	0	0	0	449	742	284	0	0	76	136	0	93	128	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBN1	69.793103	0	80	0	0	0	337	615	350	0	0	102	0	94	246	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMP7	69.793103	0	0	0	0	0	0	191	123	0	0	0	0	0	0	0	0	0	0	0	0	409	195	787	156	0	163	0	0	0	0
FLT1	69.689655	0	0	0	0	0	99	148	157	0	0	0	0	0	0	0	0	0	0	0	0	812	171	408	0	0	226	0	0	0	0
KCNJ3	69.448276	0	0	0	0	0	277	345	311	0	0	85	0	127	179	170	0	0	0	0	127	174	75	144	0	0	0	0	0	0	0
HLA-B	69.344828	0	0	0	0	0	365	707	295	0	0	111	97	0	0	0	116	0	0	0	0	320	0	0	0	0	0	0	0	0	0
SLC34A2	69.310345	0	0	0	0	0	323	659	466	0	102	145	0	0	121	98	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM2	69.206897	93	0	0	0	0	310	543	391	0	0	150	0	108	93	139	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SV2C	69.137931	0	0	0	0	0	392	613	394	0	81	0	0	0	166	238	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR1	69.103448	80	0	0	0	0	355	717	346	0	0	0	0	92	188	114	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKX2-8	69.068966	0	0	0	0	0	564	910	183	0	0	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRIN3A	69.000000	136	88	0	0	0	238	431	174	0	0	0	0	0	121	186	114	0	0	0	0	240	0	273	0	0	0	0	0	0	0
PMP22	68.896552	0	0	0	0	0	410	551	212	0	94	136	91	0	185	179	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STK32B	68.827586	0	0	0	0	0	460	691	319	0	0	92	93	0	111	114	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF1	68.827586	168	185	135	0	0	324	683	342	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBFA2T3	68.655172	0	0	0	0	0	521	742	278	0	0	160	175	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IKZF1	68.620690	0	0	0	0	0	515	680	300	0	0	0	0	0	182	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0
NKX6-2	68.517241	0	0	0	0	0	373	491	262	0	76	0	89	0	0	0	0	0	0	0	0	474	0	222	0	0	0	0	0	0	0
HRH1	68.482759	0	98	0	0	0	365	783	523	0	0	98	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR83	68.482759	0	0	0	0	0	266	669	301	0	0	209	0	86	148	148	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRX5	68.448276	0	0	0	0	0	131	270	124	0	0	0	0	0	0	0	0	0	0	0	0	434	165	738	0	0	123	0	0	0	0
TPPP3	68.413793	0	0	0	0	0	476	620	434	0	126	166	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNG3	68.413793	0	0	0	0	0	106	366	119	0	0	0	0	0	0	0	0	0	0	0	0	334	242	695	0	0	122	0	0	0	0
HTR4	68.413793	80	121	0	0	0	356	622	441	0	0	0	0	0	169	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF9	68.379310	0	0	0	0	0	75	159	250	0	0	0	0	0	0	0	0	0	0	0	0	320	498	246	313	122	0	0	0	0	0
RNF150	68.344828	0	114	0	0	0	145	277	188	0	0	0	0	0	141	104	0	0	0	0	81	363	200	369	0	0	0	0	0	0	0
LGR6	68.275862	0	0	0	0	0	443	507	281	0	0	90	0	0	112	116	206	0	0	0	225	0	0	0	0	0	0	0	0	0	0
LRRK2	68.206897	90	95	0	0	0	268	556	403	0	0	136	0	112	146	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL13	68.206897	0	0	0	0	0	389	619	354	0	0	172	80	0	119	163	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC14	68.172414	0	113	0	0	0	419	441	167	0	0	0	0	0	0	0	0	0	0	0	0	261	0	440	0	0	136	0	0	0	0
SORBS3	68.103448	0	0	0	0	0	365	617	281	0	0	120	178	0	102	129	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF5	68.000000	0	0	0	0	0	398	674	375	0	102	120	87	0	0	106	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE4D	67.965517	133	122	0	0	0	290	463	360	0	0	87	0	135	146	133	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OPRD1	67.931034	0	0	0	0	0	484	696	254	0	0	102	169	0	121	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GALNT14	67.862069	0	0	0	0	0	429	755	242	0	0	0	177	0	96	147	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEZ6	67.827586	0	0	154	0	0	239	335	227	0	0	0	0	0	0	0	0	0	0	0	0	537	0	475	0	0	0	0	0	0	0
PALM2AKAP2	67.793103	101	106	0	0	0	380	625	298	0	0	0	0	0	152	141	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0
SLC18A3	67.724138	0	0	0	0	0	255	357	423	0	0	105	126	0	117	144	171	0	0	0	0	266	0	0	0	0	0	0	0	0	0
OTOP3	67.655172	0	0	0	0	0	263	457	434	0	78	127	0	0	138	227	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAMLD1	67.551724	0	0	0	0	0	262	449	349	0	0	0	0	0	179	116	108	0	0	0	0	211	0	285	0	0	0	0	0	0	0
GRM5	67.448276	0	0	0	0	0	342	685	426	0	0	118	0	0	159	124	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WNT3	67.137931	0	0	0	0	0	209	298	0	0	0	0	0	0	0	0	0	0	0	0	0	473	174	793	0	0	0	0	0	0	0
SLC1A4	67.137931	92	79	0	0	0	382	601	340	0	0	96	93	0	0	124	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABRG3	67.103448	0	0	0	0	0	259	748	569	0	0	0	0	98	153	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNRIP1	67.103448	0	95	0	0	0	408	600	354	0	0	0	134	0	181	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NALCN	67.068966	0	0	0	0	0	524	668	436	0	0	0	0	0	159	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR12	66.931034	0	106	0	0	0	403	660	422	0	0	0	0	0	133	109	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDGFB	66.758621	0	0	137	0	0	420	511	106	0	0	0	0	0	86	91	156	0	0	0	0	172	0	257	0	0	0	0	0	0	0
MECOM	66.724138	0	0	0	0	0	224	540	187	0	0	0	0	0	165	184	106	0	0	0	0	299	0	230	0	0	0	0	0	0	0
PDGFRA	66.689655	0	0	0	0	0	296	437	258	0	0	0	0	0	97	0	0	0	0	0	0	0	403	262	181	0	0	0	0	0	0
NRG3	66.655172	0	0	0	0	0	213	513	315	0	0	0	0	0	0	0	0	0	0	0	0	197	145	387	0	0	163	0	0	0	0
PPARG	66.620690	0	0	0	0	0	347	791	301	0	0	0	94	0	169	92	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGFBP1	66.620690	0	0	0	0	0	300	716	508	0	0	133	111	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS8	66.620690	0	0	0	0	0	339	582	314	0	0	80	104	0	0	90	176	0	0	0	0	247	0	0	0	0	0	0	0	0	0
COMP	66.586207	0	0	0	0	0	302	455	441	0	147	0	94	0	237	132	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY5	66.586207	0	0	0	0	0	339	621	258	0	0	0	0	0	0	113	112	0	0	0	0	304	0	184	0	0	0	0	0	0	0
FGR	66.551724	0	0	0	0	0	330	683	399	0	0	129	110	0	176	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMPER	66.551724	0	99	0	0	0	276	596	293	0	118	0	0	0	0	77	205	0	0	0	0	266	0	0	0	0	0	0	0	0	0
NBPF15	66.482759	0	0	0	0	0	455	770	326	0	0	0	98	0	93	99	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LHX9	66.379310	0	0	0	0	0	234	412	399	0	96	0	144	0	155	147	106	0	0	0	0	232	0	0	0	0	0	0	0	0	0
IL17D	66.344828	0	0	0	0	0	583	765	208	0	0	0	140	0	106	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC10A4	66.310345	0	104	0	0	0	201	532	706	0	0	102	0	101	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABRA4	66.310345	0	117	0	0	0	285	348	363	0	0	0	0	107	171	193	171	0	0	0	0	168	0	0	0	0	0	0	0	0	0
SLC6A2	66.241379	0	0	0	0	0	411	711	269	0	0	128	0	0	150	138	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS3ST2	66.206897	0	0	303	0	0	399	364	261	0	0	88	0	0	0	0	73	0	0	0	0	286	0	146	0	0	0	0	0	0	0
KCTD1	66.172414	0	0	0	0	0	210	318	229	0	0	0	0	0	0	0	0	0	0	0	0	309	117	562	0	0	174	0	0	0	0
AJAP1	66.137931	0	0	0	0	0	649	544	0	0	0	0	165	0	0	127	0	0	0	0	0	433	0	0	0	0	0	0	0	0	0
GLDN	66.103448	0	117	0	0	0	322	617	389	0	0	128	0	0	155	0	121	0	0	0	68	0	0	0	0	0	0	0	0	0	0
CHSY3	66.068966	0	0	0	0	0	341	381	387	0	0	0	0	76	105	127	120	0	0	0	0	215	0	164	0	0	0	0	0	0	0
TCEA3	65.965517	87	98	0	0	0	324	565	399	0	0	112	0	0	0	132	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHEX	65.965517	0	0	0	0	0	393	644	308	0	0	0	124	0	0	0	114	0	0	0	0	135	0	195	0	0	0	0	0	0	0
DACH1	65.965517	0	0	0	0	0	409	579	213	0	0	0	0	0	209	0	0	0	0	0	0	188	0	315	0	0	0	0	0	0	0
ESRRG	65.931034	0	0	0	0	0	312	529	463	0	0	0	0	0	197	154	112	0	0	0	0	145	0	0	0	0	0	0	0	0	0
AFAP1L2	65.862069	105	0	0	0	0	432	580	306	0	0	0	80	0	105	132	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SORCS1	65.827586	0	0	0	0	0	488	635	345	0	0	0	0	0	105	135	82	0	0	0	0	119	0	0	0	0	0	0	0	0	0
NOG	65.827586	0	0	0	0	0	234	346	261	0	0	92	0	0	105	73	122	0	0	0	0	175	0	501	0	0	0	0	0	0	0
ABCC9	65.827586	0	0	0	0	0	429	756	243	0	0	67	0	0	150	142	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRPC6	65.758621	101	99	0	0	0	316	467	300	0	0	0	0	133	189	130	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM200B	65.724138	0	0	0	0	0	438	551	120	0	0	0	161	0	0	83	0	0	0	0	0	291	0	262	0	0	0	0	0	0	0
LYSMD2	65.689655	0	81	0	0	0	284	585	284	0	0	69	0	0	0	108	130	0	0	0	118	121	0	125	0	0	0	0	0	0	0
IL1RAPL2	65.586207	0	0	0	0	0	338	482	506	0	0	92	153	0	186	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC40A1	65.448276	0	0	0	0	0	359	682	411	0	0	0	97	0	123	98	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRHDE	65.413793	0	0	0	0	0	223	363	331	0	0	0	77	0	84	121	0	0	0	0	0	442	0	256	0	0	0	0	0	0	0
HOXB2	65.379310	0	0	0	0	0	0	956	0	0	0	0	0	0	0	0	0	0	0	0	0	313	210	296	121	0	0	0	0	0	0
CITED1	65.379310	0	0	0	0	0	262	548	401	0	0	0	131	0	85	166	0	0	0	0	0	208	0	95	0	0	0	0	0	0	0
ELFN2	65.241379	0	0	0	0	0	420	669	366	0	0	88	105	0	88	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CREG2	65.241379	0	105	0	0	0	251	765	199	0	0	0	0	0	164	262	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RET	65.206897	0	0	0	0	0	418	519	414	0	0	0	124	0	176	100	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPR1	65.206897	0	0	0	0	0	341	757	297	0	0	0	120	0	86	93	74	0	0	0	0	123	0	0	0	0	0	0	0	0	0
IGFBP5	65.206897	0	0	0	0	0	211	330	269	0	0	150	0	0	0	106	0	0	0	0	0	544	0	281	0	0	0	0	0	0	0
SLC25A48	65.103448	0	0	0	0	0	310	559	252	0	0	90	86	0	0	0	116	0	0	0	0	316	0	159	0	0	0	0	0	0	0
EMILIN3	65.103448	0	0	0	0	0	384	464	236	0	0	0	164	0	0	147	101	0	0	0	0	269	0	123	0	0	0	0	0	0	0
GAGE7	64.931034	855	1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE6	64.931034	855	1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE5	64.931034	855	1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE4	64.931034	855	1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12I	64.931034	855	1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12F	64.931034	855	1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12B	64.931034	855	1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNAP91	64.862069	0	100	0	0	0	298	418	237	0	0	0	0	0	69	119	0	0	0	0	0	441	0	199	0	0	0	0	0	0	0
ARHGAP20	64.724138	73	0	0	0	0	308	558	429	0	0	0	106	0	136	162	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL4A4	64.655172	87	76	0	0	0	264	642	506	0	0	0	0	0	89	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL4A3	64.655172	87	76	0	0	0	264	642	506	0	0	0	0	0	89	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAG1	64.586207	0	0	0	0	0	456	704	470	0	0	107	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGS6	64.517241	0	0	0	0	0	285	683	388	0	0	0	0	118	193	111	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTGFR	64.517241	0	0	0	0	0	437	625	389	0	0	0	0	0	136	125	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EDNRA	64.413793	0	106	0	0	0	334	596	329	0	0	0	0	0	143	180	107	0	0	0	73	0	0	0	0	0	0	0	0	0	0
SYNM	64.379310	0	0	0	0	0	427	563	266	0	0	165	0	0	188	137	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSX1	64.379310	0	93	0	0	0	0	289	366	0	0	103	0	0	113	0	0	0	0	0	0	344	184	375	0	0	0	0	0	0	0
NXPH4	64.310345	0	0	0	0	0	305	455	244	0	0	106	97	110	0	89	178	0	0	0	0	281	0	0	0	0	0	0	0	0	0
DLX6	64.275862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	513	327	462	341	0	221	0	0	0	0
KCNS2	64.241379	0	0	0	0	0	256	693	278	0	0	100	63	0	179	120	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX2	64.172414	0	0	0	0	0	0	190	92	0	0	0	0	0	0	153	0	268	299	136	171	313	0	239	0	0	0	0	0	0	0
COL2A1	64.172414	0	0	0	0	0	412	652	341	0	0	0	124	0	0	180	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHOX2	64.034483	0	0	0	0	0	147	382	164	0	0	0	0	0	0	0	0	0	0	0	0	348	0	560	0	0	256	0	0	0	0
ARHGAP29	64.000000	70	69	0	0	0	366	614	351	0	0	0	107	0	150	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPAS1	63.896552	0	0	0	0	0	439	393	127	0	0	0	0	0	0	0	0	0	0	0	0	522	0	372	0	0	0	0	0	0	0
GBX2	63.896552	0	0	0	0	0	240	392	288	0	0	0	0	0	0	0	116	0	0	0	0	368	0	449	0	0	0	0	0	0	0
UBE2Q2	63.862069	0	85	0	0	0	0	139	161	0	0	0	0	0	0	0	0	0	0	0	0	922	146	399	0	0	0	0	0	0	0
PAPPA	63.862069	0	0	0	0	0	201	490	255	0	0	0	0	0	0	0	0	0	0	0	0	337	147	300	0	0	122	0	0	0	0
CBLN2	63.862069	0	0	0	0	0	418	554	231	0	0	0	89	0	153	207	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0895	63.793103	0	89	0	0	0	470	714	193	0	0	0	0	0	146	168	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM189A1	63.793103	0	0	0	0	0	269	533	285	0	0	0	0	0	147	0	106	0	0	0	0	293	0	217	0	0	0	0	0	0	0
ITGA4	63.724138	0	75	0	0	0	318	548	351	0	0	0	86	106	138	116	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
