Target_genes	CHD7|Average	SRX3010215|A549	SRX3010216|A549	SRX1901615|CD34+	SRX9795022|Cerebellum	SRX3010108|GM12878	SRX3010109|GM12878	SRX116455|hESC_H1	SRX186669|hESC_H1	SRX3581475|iPSC_derived_neural_cells	SRX3581477|iPSC_derived_neural_cells	SRX3581509|iPSC_derived_neural_cells	SRX3581511|iPSC_derived_neural_cells	SRX702549|iPSC_derived_neural_cells	SRX3581513|iPSC_derived_neural_crests	SRX3581515|iPSC_derived_neural_crests	SRX3581504|iPS_cells	SRX3581507|iPS_cells	SRX116418|K-562	SRX186674|K-562	STRING
SDHA	30.684211	0	0	0	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC127	30.684211	0	0	0	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PARP8	30.631579	0	0	0	189	0	0	0	0	0	0	0	166	0	0	0	0	227	0	0	0
LRMDA	30.631579	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	257	0	0	0
CCDC124	30.631579	0	0	0	366	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0
APH1A	30.631579	0	0	0	455	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0
THG1L	30.578947	0	0	0	581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SF3B5	30.578947	0	0	0	581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FMN1	30.578947	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	172	221	0	0	0
ZNF212	30.526316	0	0	0	580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRMT61B	30.526316	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	114	112	0
TMEM68	30.526316	0	0	168	300	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0
THOC3	30.526316	0	0	0	580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGS1	30.526316	0	0	168	300	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0
REXO1	30.473684	0	0	0	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LPAR2	30.473684	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	153	242	0	0	0
ARHGEF19	30.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	420	0	0	0
LIPA	30.368421	0	0	0	478	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0
ARMC2	30.368421	0	0	0	577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRMT3	30.315789	0	0	166	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNRC1	30.315789	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0
TAOK2	30.263158	0	0	0	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX15	30.263158	0	0	0	269	0	0	0	0	0	0	0	198	0	0	0	0	108	0	0	0
KIAA0895	30.263158	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0
DAD1	30.263158	0	0	0	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NARF	30.210526	0	0	0	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATPAF1	30.210526	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0
RNASE6	30.157895	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	201	261	0	0	0
IPO13	30.157895	0	0	0	573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HCFC2	30.157895	0	0	0	445	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0
GLT8D2	30.157895	0	0	0	445	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0
SERPINH1	30.105263	0	0	0	100	0	0	0	0	0	0	0	260	0	0	0	0	212	0	0	0
FOS	30.105263	75	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	353	0	0	0
CDC6	30.105263	0	0	0	572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AHCY	30.105263	0	0	0	572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P3H4	30.052632	0	0	0	244	0	0	0	0	0	0	0	152	0	0	0	0	175	0	0	0
FKBP10	30.052632	0	0	0	244	0	0	0	0	0	0	0	152	0	0	0	0	175	0	0	0
CYTH1	30.052632	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0
UBTF	30.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	400	0	0	0
F13A1	30.000000	0	0	0	0	0	0	0	0	89	0	261	220	0	0	0	0	0	0	0	0
DSTYK	30.000000	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	118	121	128	0
ATG101	30.000000	0	0	0	570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF644	29.947368	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0
SPRED2	29.947368	0	0	0	141	0	0	0	0	0	0	0	428	0	0	0	0	0	0	0	0
NDUFA6	29.947368	0	0	0	569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C6orf89	29.947368	0	0	0	569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSWIM2	29.894737	0	0	0	286	0	0	0	0	0	0	0	170	0	0	0	0	112	0	0	0
ACTR3	29.894737	0	0	120	279	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0
BLCAP	29.842105	0	0	0	418	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0
PTX3	29.789474	0	0	0	152	0	0	0	0	0	0	0	146	0	0	0	0	268	0	0	0
LZTR1	29.789474	0	0	0	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZC3H18	29.736842	0	0	0	565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP3	29.736842	0	0	0	130	0	0	0	0	0	0	0	0	72	0	0	154	209	0	0	0
TSPAN4	29.736842	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0
MRPL34	29.736842	0	0	142	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F11	29.736842	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	154	216	0	0	0
COQ7	29.736842	0	0	0	565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COQ2	29.736842	0	0	0	393	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0
NADK	29.684211	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	179	257	0	0	0
FRG1	29.684211	0	0	115	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACBD6	29.684211	0	0	0	417	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0
ZMYM1	29.631579	0	0	0	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VXN	29.631579	0	0	0	0	0	0	0	0	0	0	0	563	0	0	0	0	0	0	0	0
SPATA13	29.631579	0	0	0	163	0	0	0	0	0	0	157	243	0	0	0	0	0	0	0	0
PSMD12	29.631579	0	0	0	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRPF39	29.631579	0	0	0	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2BC8	29.631579	0	0	292	142	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
H2AC8	29.631579	0	0	292	142	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
VCPKMT	29.578947	0	0	0	349	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0
TOMM34	29.578947	0	0	76	398	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0
PSAP	29.578947	0	0	0	562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAN1B1	29.578947	0	0	0	562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNAP29	29.526316	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0
RTTN	29.526316	0	0	0	561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PI4KA	29.526316	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0
IMMP2L	29.473684	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0
HEBP2	29.473684	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	369	0	0	0
FOXN3	29.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	396	0	0	0
TCN2	29.368421	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	78	334	0	0	0
SNAP47	29.368421	0	0	0	558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUBCNL	29.368421	0	0	0	173	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	0
PRR5-ARHGAP8	29.368421	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	180	270	0	0	0
PRR5	29.368421	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	180	270	0	0	0
JMJD4	29.368421	0	0	0	558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FARSB	29.368421	0	0	0	558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF497	29.315789	0	0	0	557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF12	29.315789	0	0	0	557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLE1	29.315789	0	0	0	245	0	0	0	0	0	0	0	123	0	0	0	0	189	0	0	0
SERTAD3	29.315789	0	0	0	434	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
NAPA	29.315789	0	0	0	557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EID2B	29.315789	0	0	0	557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCNJL	29.315789	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0
CCDC90B	29.315789	0	0	0	557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2D3	29.263158	0	0	0	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN11	29.263158	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	359	0	0	0
TPD52L1	29.263158	0	0	0	174	0	0	0	0	0	0	161	0	0	0	0	0	221	0	0	0
PCGF6	29.263158	0	0	0	438	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0
DNAJB4	29.263158	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	161	264	0	0	0
CISD2	29.263158	0	0	0	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf74	29.263158	0	0	0	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR2	29.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	345	0	0	0
RBM28	29.210526	0	0	220	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB5IF	29.210526	0	0	0	555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL39	29.210526	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	132	131	0
ZFAND6	29.157895	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0
SPATS2	29.157895	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0
SH3BGR	29.157895	0	0	0	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCA5L	29.157895	0	0	0	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTD2	29.157895	0	0	0	392	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0
C1orf167	29.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	413	0	0	0
ASNSD1	29.157895	0	0	0	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASDURF	29.157895	0	0	0	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM138	29.105263	0	0	0	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPCS1	29.105263	0	0	0	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB22A	29.105263	0	0	273	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRKRIP1	29.105263	0	0	0	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE4DIP	29.105263	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0
NOS1AP	29.105263	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	100	245	0	0	0
GLT8D1	29.105263	0	0	0	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPB41L1	29.105263	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	441	0	0	0
CYB561A3	29.105263	0	0	0	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRYL1	29.105263	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	89	307	0	0	0
CIAO3	29.105263	0	0	0	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGRRF1	29.105263	0	0	0	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDK6	29.105263	0	0	0	105	0	0	0	0	0	0	0	168	0	0	0	0	280	0	0	0
AMD1	29.105263	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0
ACOT7	29.105263	0	0	0	256	0	0	0	0	0	0	0	163	0	0	0	0	134	0	0	0
SPTLC2	29.052632	0	0	0	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMYD3	29.052632	0	0	0	472	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0
HLCS	29.052632	0	0	0	452	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
VRTN	29.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	432	0	0	0
VGLL4	29.000000	0	0	0	232	0	0	0	0	0	0	0	0	0	130	0	0	189	0	0	0
ICE1	29.000000	0	0	0	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DOLPP1	29.000000	0	0	0	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B9D2	29.000000	0	0	0	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN4	29.000000	0	0	0	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF740	28.947368	0	0	0	386	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0
ZBTB45	28.947368	0	0	0	236	0	0	0	0	0	0	0	0	89	0	0	0	71	75	79	0
SLC12A6	28.947368	0	0	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLD3	28.947368	0	0	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCTD18	28.947368	0	0	0	342	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0
FDXR	28.947368	0	0	115	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSAD	28.947368	0	0	0	386	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0
C19orf47	28.947368	0	0	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATXN7L2	28.947368	0	0	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALG1	28.947368	0	0	151	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTC37	28.894737	0	0	0	549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM220	28.894737	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	134	208	0	0	0
NHS	28.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	416	0	0	0
MEST	28.894737	0	0	0	0	0	0	0	0	0	0	157	392	0	0	0	0	0	0	0	0
FADD	28.894737	0	0	0	549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTHRC1	28.894737	0	0	0	0	0	0	0	0	0	0	152	195	0	90	112	0	0	0	0	0
CPA5	28.894737	0	0	0	165	0	0	0	0	0	0	189	195	0	0	0	0	0	0	0	0
ATP6V0E2	28.894737	0	0	0	358	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0
ATG7	28.894737	0	0	0	549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARSK	28.894737	0	0	0	549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB6	28.894737	0	0	196	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UACA	28.842105	0	0	0	155	0	0	0	0	0	0	106	175	0	0	0	0	112	0	0	0
PRELID3B	28.842105	0	0	0	548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPSM1	28.842105	0	0	0	0	0	0	0	0	0	0	0	139	0	260	0	0	149	0	0	0
FAM168A	28.842105	0	0	0	422	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0
TMPRSS3	28.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	399	0	0	0
SCAMP3	28.789474	0	0	88	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEN1	28.789474	0	0	0	547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTF2H2	28.789474	0	0	204	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM2	28.789474	0	0	0	547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPME1	28.736842	0	0	0	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEX5	28.736842	0	0	0	391	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0
MYLIP	28.736842	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0
C2CD3	28.736842	0	0	0	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDCD2	28.684211	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0
NUCB2	28.684211	0	0	0	458	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0
JUND	28.684211	0	0	0	246	0	0	0	0	0	0	0	185	0	0	0	0	114	0	0	0
ITFG2	28.684211	0	0	0	545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPO4	28.684211	0	0	189	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DGAT1	28.684211	0	0	0	545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF658	28.631579	0	0	0	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIGD1	28.578947	0	0	0	431	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
SSH1	28.578947	0	0	0	217	0	0	0	0	0	0	0	185	0	0	141	0	0	0	0	0
FITM2	28.578947	0	0	0	543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF4E2	28.578947	0	0	0	431	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
CZIB	28.578947	0	0	0	543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP69	28.578947	0	0	0	543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UQCRC1	28.526316	0	0	0	542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUPT7L	28.526316	0	0	149	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC4A1AP	28.526316	0	0	149	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUFIP2	28.526316	0	0	0	203	0	0	0	0	0	0	0	123	0	0	0	0	216	0	0	0
ARMC9	28.526316	0	0	0	542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LONP1	28.473684	0	0	0	541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATSPERD	28.473684	0	0	0	541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP3B1	28.473684	0	0	0	415	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0
ZNF408	28.421053	0	0	155	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIP4P1	28.421053	0	0	0	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP1	28.421053	0	0	155	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2L3	28.368421	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0
SYNGR4	28.368421	0	0	0	539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBL1	28.368421	0	0	0	539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP6C	28.368421	0	0	0	309	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0
POLE3	28.368421	0	0	68	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LARGE2	28.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	396	0	0	0
GREM1	28.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	311	0	0	0
FANCC	28.368421	0	0	0	350	0	0	0	0	0	0	0	105	84	0	0	0	0	0	0	0
FAM222B	28.368421	0	0	0	380	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0
CBLB	28.368421	0	0	0	244	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0
CA11	28.368421	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0
C9orf43	28.368421	0	0	68	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY6	28.368421	0	0	0	267	0	0	0	0	0	0	0	96	0	0	0	0	176	0	0	0
RASSF2	28.315789	0	0	0	168	0	0	0	0	0	0	0	188	0	0	0	0	182	0	0	0
PELP1	28.315789	0	0	0	538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUT8	28.315789	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0
CARS1	28.315789	0	0	0	538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA3	28.315789	0	0	148	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TOMM20	28.263158	0	0	0	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SF3A1	28.263158	0	0	0	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTCH2	28.263158	0	0	0	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXW7	28.263158	0	0	0	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC157	28.263158	0	0	0	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPSCR1	28.263158	0	0	0	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUB2	28.210526	0	0	0	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RESF1	28.210526	0	0	0	254	0	0	0	0	0	0	0	0	84	0	0	0	198	0	0	0
RASGEF1B	28.210526	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	121	300	0	0	0
EFCAB14	28.210526	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0
CYREN	28.210526	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	129	242	0	0	0
COQ4	28.210526	0	0	0	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TOLLIP	28.157895	0	0	0	535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAT1	28.157895	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0
NCOA5	28.157895	0	0	0	535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAMB3	28.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	388	0	0	0
GSTP1	28.157895	0	0	0	374	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0
ERCC6	28.157895	0	0	0	535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATF7IP	28.157895	0	0	0	366	0	0	0	0	0	0	0	0	69	0	0	0	100	0	0	0
VPS26C	28.105263	0	0	0	534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PICALM	28.105263	0	0	0	277	0	0	0	0	0	0	0	126	0	0	0	0	131	0	0	0
C9orf72	28.105263	0	0	115	187	0	0	0	0	0	0	0	0	108	0	0	0	124	0	0	0
UIMC1	28.052632	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0
UBAP2	28.052632	0	0	0	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBCB	28.052632	0	0	0	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR2I	28.052632	0	0	0	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPRE3	28.052632	0	0	0	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMO	28.000000	0	0	0	199	0	0	0	0	0	0	0	157	0	0	0	0	176	0	0	0
RNF182	28.000000	0	0	0	167	0	0	0	0	0	0	0	216	0	0	0	0	149	0	0	0
RNF141	28.000000	0	0	0	532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RLF	28.000000	0	0	0	353	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0
RFX5	28.000000	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0
KDM2A	28.000000	0	0	0	178	0	0	0	0	0	0	0	116	0	0	0	0	238	0	0	0
IDO2	28.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	359	0	0	0
CEP162	28.000000	0	0	0	532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRIX1	28.000000	0	0	0	532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP5MPL	28.000000	0	0	0	532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR24	27.947368	0	0	203	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE3C	27.947368	0	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0
POLR2J	27.947368	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0
MRTO4	27.947368	0	0	0	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LGR6	27.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	531	0	0	0
GORASP2	27.947368	0	0	0	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EMC1	27.947368	0	0	0	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DR1	27.947368	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0
DHX9	27.947368	0	0	0	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCNC	27.947368	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	105	104	0
NFASC	27.894737	0	0	0	278	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0
MBD1	27.894737	0	0	0	530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KY	27.894737	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	152	248	0	0	0
KAT5	27.894737	0	0	0	530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN5A	27.842105	0	0	0	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF839	27.842105	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	128	261	0	0	0
SPAST	27.842105	0	0	0	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFT2D3	27.842105	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	159	201	0	0	0
PPP2R3B	27.842105	0	0	0	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IBTK	27.842105	0	0	0	244	0	0	0	0	0	0	0	128	0	0	0	0	157	0	0	0
