Target_genes	TCF3|Average	SRX107286|CCRF-CEM	SRX190201|GM12878	SRX10477210|Hep_G2	SRX10477211|Hep_G2	SRX8736984|hESC_derived_neural_cells	SRX8736983|hESC_H1	SRX12024651|hESC_H9	SRX12024653|hESC_H9	SRX656347|ICN12	SRX128780|Jurkat_(Clone_E6-1)	SRX10478377|K-562	SRX10478378|K-562	SRX236115|Kasumi-1	SRX1212540|RAMOS	SRX7083392|RAMOS	SRX2043230|RCH-ACV	SRX158105|RPMI_8402	SRX158106|RPMI_8402	SRX2043226|SEM	STRING
PLD6	158.789474	0	141	0	0	0	0	0	0	0	0	141	150	193	0	0	2022	0	0	370	0
FGD4	158.789474	0	0	0	0	0	0	0	0	613	0	0	129	1070	0	0	1041	0	164	0	0
S100A2	158.736842	0	114	0	0	122	0	0	0	166	0	194	442	1003	0	0	551	0	0	424	0
MFSD3	158.736842	0	79	0	0	0	0	0	0	222	0	82	141	1003	0	0	1392	0	0	97	0
TYW3	158.631579	0	1155	0	0	106	0	0	0	102	0	0	100	832	0	0	719	0	0	0	0
PRKAG1	158.631579	0	218	0	0	0	0	0	0	267	0	0	0	632	0	0	1762	0	0	135	0
NFYC	158.631579	0	217	0	0	0	0	0	0	196	0	346	462	260	0	0	1375	0	0	158	0
CRYZ	158.631579	0	1155	0	0	106	0	0	0	102	0	0	100	832	0	0	719	0	0	0	0
SLC25A33	158.578947	0	279	0	0	0	0	0	0	0	0	0	0	1341	0	0	862	0	0	531	0
EXOC6	158.578947	0	313	0	0	0	0	0	0	0	0	0	0	974	0	0	1395	0	0	331	0
DSTYK	158.421053	0	171	101	0	0	0	0	0	113	0	235	390	794	0	0	1063	0	0	143	0
H4C8	158.263158	0	721	0	113	0	0	0	0	158	0	375	581	507	0	0	552	0	0	0	0
ZNF700	158.210526	0	172	0	0	0	0	0	0	89	0	0	0	1267	0	0	923	0	0	555	0
FDX1	158.210526	0	152	0	0	0	0	0	0	84	0	0	0	316	0	0	2036	0	0	418	0
UFSP2	158.052632	0	708	0	0	0	0	0	0	356	0	93	73	546	0	0	1062	0	0	165	0
TMEM14B	158.052632	0	226	0	0	145	0	0	0	241	0	0	0	846	0	0	1347	0	0	198	0
GIT2	158.052632	0	139	0	0	0	0	0	0	89	0	0	0	1304	0	0	1260	0	0	211	0
C18orf32	158.052632	0	288	0	0	0	0	0	0	219	0	0	0	889	0	0	1476	0	0	131	0
PLAC8	158.000000	0	220	0	0	0	0	0	0	390	0	0	0	1523	0	0	566	0	0	303	0
MED4	157.894737	0	622	0	112	0	0	0	0	337	0	0	173	0	0	0	1756	0	0	0	0
RSU1	157.736842	0	143	0	0	0	0	0	0	180	0	76	117	1870	0	0	517	0	0	94	0
MAGEF1	157.684211	0	132	0	0	0	0	0	0	375	0	0	82	746	0	0	1362	0	0	299	0
CCNL1	157.684211	0	559	131	153	0	0	0	0	244	0	221	416	380	0	0	721	0	0	171	0
PLAAT5	157.578947	0	0	0	0	0	0	0	0	0	0	406	326	574	0	0	0	225	1463	0	0
TRRAP	157.473684	0	0	0	0	0	0	0	0	0	0	81	105	1548	0	0	1047	0	0	211	0
NLRP3	157.473684	0	0	0	0	0	0	0	0	442	0	0	0	1247	0	0	995	0	134	174	0
XPOT	157.368421	0	171	0	0	0	0	0	0	87	0	0	0	310	0	0	1196	0	0	1226	0
TPD52L2	157.368421	0	117	0	0	0	0	0	0	393	0	0	134	1309	0	0	944	0	0	93	0
HNRNPUL1	157.368421	0	1048	0	0	0	0	0	0	0	0	371	459	714	0	0	398	0	0	0	0
GTF2H2C_2	157.368421	0	838	151	153	58	0	0	0	132	0	227	382	242	0	0	640	0	0	167	0
PC	157.210526	0	743	0	0	0	0	0	0	77	0	0	208	508	0	0	1305	0	0	146	0
BCL2L13	157.210526	0	127	0	0	0	0	0	0	327	0	167	229	921	0	0	955	0	0	261	0
SEH1L	157.105263	0	147	0	0	0	0	0	0	154	0	108	0	592	0	0	1807	0	0	177	0
LY75-CD302	157.052632	0	117	0	0	0	0	0	0	268	0	0	0	1414	0	0	1039	0	0	146	0
LY75	157.052632	0	117	0	0	0	0	0	0	268	0	0	0	1414	0	0	1039	0	0	146	0
MTCH1	156.842105	0	167	0	0	0	0	0	0	0	0	0	153	768	0	0	1474	0	0	418	0
MPPE1	156.842105	0	104	0	0	0	0	0	0	0	0	91	0	499	0	0	2061	0	0	225	0
CCNI	156.842105	0	147	0	142	0	0	0	0	134	0	140	166	1154	0	0	1097	0	0	0	0
ETF1	156.789474	0	267	0	0	0	0	0	0	197	0	0	93	189	0	0	1864	0	0	369	0
PRDX2	156.736842	0	593	0	0	0	0	0	0	183	0	123	157	347	0	0	1575	0	0	0	0
MRPL53	156.736842	0	488	0	105	0	0	0	0	244	0	74	150	905	0	0	885	0	0	127	0
HSPE1-MOB4	156.578947	0	191	92	105	0	0	0	0	122	0	0	0	881	0	0	1371	0	0	213	0
HSPE1	156.578947	0	191	92	105	0	0	0	0	122	0	0	0	881	0	0	1371	0	0	213	0
HSPD1	156.578947	0	191	92	105	0	0	0	0	122	0	0	0	881	0	0	1371	0	0	213	0
B4GALT3	156.526316	0	0	0	0	0	0	0	0	461	0	0	90	505	0	0	1737	0	0	181	0
DAP	156.473684	0	0	0	0	0	0	0	0	174	0	0	145	508	0	0	1843	0	0	303	0
PRAME	156.368421	0	0	0	0	0	0	0	0	209	0	687	827	493	0	0	755	0	0	0	0
DNAJC9	156.368421	0	447	0	0	0	0	0	0	0	0	240	163	0	0	0	1865	0	0	256	0
BRI3BP	156.315789	0	0	0	0	0	0	0	0	678	0	0	0	877	0	0	914	0	304	197	0
MTRF1	156.263158	0	104	0	0	0	0	0	0	638	0	0	0	586	0	0	1641	0	0	0	0
RB1	156.210526	0	309	0	0	0	0	0	0	1149	0	0	0	76	0	0	1153	0	0	281	0
PPP1CA	156.210526	0	0	0	0	0	0	0	0	299	0	0	0	611	0	0	1616	0	0	442	0
RNF139	156.157895	0	281	0	0	0	0	0	0	207	0	0	158	523	0	0	1615	0	0	183	0
CAMTA2	156.000000	0	101	0	0	0	0	0	0	861	0	129	0	180	0	0	1547	0	0	146	0
N4BP2	155.947368	0	450	0	0	0	0	0	0	0	0	148	262	980	0	0	923	0	0	200	0
LCOR	155.947368	0	0	0	0	0	0	0	0	0	0	433	501	308	0	0	1553	0	0	168	0
SESN1	155.842105	0	0	0	0	0	0	0	0	130	0	0	121	1871	0	0	715	0	0	124	0
CEP57L1	155.842105	0	0	0	0	0	0	0	0	130	0	0	121	1871	0	0	715	0	0	124	0
BTRC	155.736842	0	0	0	0	0	0	0	0	127	0	0	0	2304	0	0	528	0	0	0	0
SAYSD1	155.684211	0	0	0	107	0	0	0	0	0	0	165	161	521	0	0	1841	0	0	163	0
NCOA1	155.578947	0	264	0	0	0	0	0	0	264	0	0	330	0	0	0	1984	0	0	114	0
COX5A	155.578947	0	378	0	0	0	0	0	0	554	0	0	84	267	0	0	1483	0	0	190	0
TFAM	155.473684	0	154	0	0	0	0	0	0	115	0	131	173	1517	0	0	730	0	0	134	0
AFF4	155.421053	0	624	0	0	0	0	0	0	179	0	94	176	367	0	0	1318	0	0	195	0
ISOC1	155.368421	0	1332	0	113	0	0	0	0	0	0	0	0	609	0	0	627	0	0	271	0
GALNT7	155.368421	0	95	0	0	0	0	0	0	0	0	0	0	196	0	0	2383	0	0	278	0
CNTRL	155.315789	0	90	0	162	0	0	0	0	0	0	109	170	1370	0	0	911	0	0	139	0
C5	155.315789	0	90	0	162	0	0	0	0	0	0	109	170	1370	0	0	911	0	0	139	0
TRAPPC8	155.263158	0	205	0	0	0	0	0	0	412	0	119	99	1021	0	0	989	0	0	105	0
PPIL3	155.263158	0	574	0	0	0	0	0	0	248	0	87	96	1138	0	0	807	0	0	0	0
NIF3L1	155.263158	0	574	0	0	0	0	0	0	248	0	87	96	1138	0	0	807	0	0	0	0
NDUFS7	155.210526	0	322	90	168	0	0	0	0	244	0	192	265	778	0	0	890	0	0	0	0
TRMT6	155.052632	0	0	0	104	0	0	0	0	333	0	0	0	615	0	0	1760	0	0	134	0
MCM8	155.052632	0	0	0	104	0	0	0	0	333	0	0	0	615	0	0	1760	0	0	134	0
EFCAB5	155.052632	0	205	0	0	0	0	0	0	0	0	0	0	658	0	0	1670	0	0	413	0
CMTM5	155.052632	0	0	0	0	0	0	0	0	778	0	0	0	0	0	0	2168	0	0	0	0
SCRN3	155.000000	0	398	0	110	0	0	0	0	124	0	97	98	1067	0	0	934	0	0	117	0
CIR1	155.000000	0	398	0	110	0	0	0	0	124	0	97	98	1067	0	0	934	0	0	117	0
PIK3R1	154.947368	0	229	0	0	0	0	0	0	0	0	289	548	665	0	0	996	0	0	217	0
ATL1	154.947368	0	139	0	0	0	0	0	0	156	0	0	153	279	0	0	2026	0	0	191	0
COP1	154.894737	0	244	0	0	0	0	0	0	768	0	0	0	1006	0	0	800	0	0	125	0
PSMD9	154.789474	0	107	0	0	205	0	0	0	179	0	132	228	349	0	0	1614	0	0	127	0
PFKL	154.789474	0	0	0	0	0	0	0	0	510	0	0	0	250	0	0	1849	0	0	332	0
MYBPC2	154.789474	0	155	0	0	0	0	0	0	566	0	0	0	370	0	0	1505	0	0	345	0
HPD	154.789474	0	107	0	0	205	0	0	0	179	0	132	228	349	0	0	1614	0	0	127	0
CD47	154.789474	0	162	0	0	0	0	0	0	0	0	0	0	745	0	0	918	0	920	196	0
THUMPD3	154.684211	0	176	0	0	0	0	0	0	227	0	110	154	666	0	0	1606	0	0	0	0
CSK	154.684211	0	0	0	0	0	0	0	0	764	0	0	0	1288	0	0	626	0	98	163	0
ATG4C	154.684211	0	137	0	0	0	0	0	0	143	0	287	380	1554	0	0	438	0	0	0	0
CALM2	154.526316	0	559	0	85	0	0	0	0	178	0	0	0	298	0	0	1432	0	251	133	0
C18orf25	154.473684	0	232	0	0	0	0	0	0	189	0	0	0	583	0	0	1710	0	0	221	0
NFATC4	154.368421	0	467	0	0	0	0	0	0	229	0	0	0	935	0	105	1197	0	0	0	0
NDUFV1	154.263158	0	453	0	0	0	0	0	0	0	0	742	971	0	0	0	626	0	0	139	0
FOXP1	154.263158	0	0	0	0	0	0	0	0	459	0	350	324	788	0	0	587	0	193	230	0
THOC1	154.210526	0	384	0	76	0	0	0	0	115	0	179	170	1106	0	0	790	0	0	110	0
PJA2	154.210526	0	0	0	0	0	0	0	0	165	0	0	0	1820	0	0	799	0	0	146	0
KCNK17	154.157895	0	0	0	0	0	0	0	0	262	0	0	0	201	0	0	2193	0	273	0	0
SPOP	154.105263	0	254	0	128	0	0	0	0	198	0	92	142	978	0	0	849	0	0	287	0
HEXB	154.105263	0	347	0	0	0	0	0	0	155	0	85	0	1364	0	0	899	0	0	78	0
VIPR2	154.052632	0	0	0	0	0	0	0	0	1433	0	0	0	0	0	0	1311	0	0	183	0
DHFR	153.947368	0	158	0	0	0	0	0	0	0	0	0	0	303	0	0	2136	0	0	328	0
PRDM1	153.789474	0	310	0	0	0	0	0	0	433	0	101	148	1207	0	0	623	0	0	100	0
CPVL	153.684211	0	0	0	0	211	0	0	0	0	0	919	1175	0	0	0	549	0	0	66	0
RSL24D1	153.631579	0	145	0	0	0	0	0	0	133	0	58	173	1368	0	0	831	0	0	211	0
MYBL2	153.631579	0	0	0	0	0	0	0	0	664	0	0	0	138	0	0	1921	0	0	196	0
HNRNPD	153.631579	0	294	0	173	0	0	0	0	204	0	0	256	0	0	0	1704	0	0	288	0
MBD4	153.578947	0	143	0	0	0	0	0	0	379	0	206	238	439	0	0	1338	0	0	175	0
IFT122	153.578947	0	143	0	0	0	0	0	0	379	0	206	238	439	0	0	1338	0	0	175	0
SIKE1	153.421053	0	84	0	0	0	0	0	0	0	0	250	345	1672	0	0	478	0	0	86	0
ZBTB2	153.210526	0	438	0	0	0	0	0	0	0	0	0	0	0	92	0	2055	0	0	326	0
RASAL3	153.157895	0	0	0	0	0	0	0	0	221	0	0	0	1329	0	0	1183	0	177	0	0
ICAM1	153.105263	0	700	0	0	0	0	0	0	340	0	70	0	278	0	0	1328	0	0	193	0
RBPJ	153.000000	0	410	0	0	0	0	0	0	195	0	0	0	925	0	0	1125	0	0	252	0
KMT2A	153.000000	0	163	0	0	0	0	0	0	0	0	0	900	0	0	0	1308	0	0	536	0
CCNT1	152.947368	0	128	0	0	0	0	0	0	277	0	105	187	1211	0	0	998	0	0	0	0
KLHL18	152.789474	0	363	0	0	0	0	0	0	243	0	142	161	341	0	0	1366	0	0	287	0
KIF9	152.789474	0	363	0	0	0	0	0	0	243	0	142	161	341	0	0	1366	0	0	287	0
GTF2H2C	152.789474	0	838	126	102	58	0	0	0	132	0	176	382	242	0	0	651	0	0	196	0
MVK	152.736842	0	273	0	0	0	0	0	0	452	0	105	144	254	0	0	1409	0	0	265	0
AGA	152.736842	0	207	0	0	0	0	0	0	115	0	116	0	980	0	0	1375	0	0	109	0
ZNF165	152.684211	0	234	0	115	0	0	0	0	152	0	469	889	528	0	0	514	0	0	0	0
PIK3R5	152.684211	0	460	0	0	105	0	0	0	0	0	0	0	213	0	0	1981	0	0	142	0
ARL5A	152.526316	0	221	0	0	0	0	0	0	95	0	86	125	1139	0	0	1102	0	0	130	0
AAAS	152.473684	0	371	0	0	110	0	0	0	186	0	0	152	616	0	0	1462	0	0	0	0
ZNF70	152.421053	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	2796	0	0	0	0
SMARCA5	152.421053	0	102	0	0	0	0	0	0	0	0	716	884	607	0	0	453	0	0	134	0
S100B	152.421053	0	0	0	0	0	0	0	0	0	0	0	0	2261	0	0	635	0	0	0	0
ASPSCR1	152.421053	0	185	0	126	0	0	0	0	0	0	155	408	558	0	0	1231	0	0	233	0
SETD2	152.210526	0	243	0	0	0	0	0	0	93	0	129	0	504	0	0	1338	0	0	585	0
SELENOH	152.210526	0	223	0	0	110	0	0	0	197	0	185	393	568	0	0	1216	0	0	0	0
MIS18A	152.105263	0	176	0	0	0	0	0	0	63	0	73	0	1154	0	0	1181	0	0	243	0
TRIM52	152.052632	0	301	0	112	0	0	0	0	0	0	0	0	1435	0	0	938	0	0	103	0
SHF	152.052632	0	770	0	0	0	0	0	0	300	0	186	414	911	0	0	308	0	0	0	0
LTB4R	152.052632	0	195	0	0	0	0	0	0	730	0	0	0	730	0	0	1082	0	0	152	0
HSCB	152.000000	0	349	0	0	0	0	0	0	132	0	0	87	1513	0	0	659	0	0	148	0
CHEK2	152.000000	0	349	0	0	0	0	0	0	132	0	0	87	1513	0	0	659	0	0	148	0
ATP6V0C	151.947368	0	101	0	0	0	0	0	0	201	0	0	0	835	0	0	1533	0	0	217	0
TDG	151.842105	0	151	0	0	0	0	0	0	111	0	0	0	1448	0	0	1014	0	0	161	0
RAB8A	151.789474	0	0	0	0	0	0	0	0	0	0	723	1108	502	0	0	551	0	0	0	0
POMT2	151.789474	0	95	0	0	0	0	0	0	142	0	0	0	515	0	0	1341	0	0	791	0
GSTZ1	151.789474	0	95	0	0	0	0	0	0	142	0	0	0	515	0	0	1341	0	0	791	0
OCSTAMP	151.736842	0	0	0	0	0	0	0	0	489	0	0	0	1528	0	0	534	0	0	332	0
ZFAND6	151.684211	0	419	0	0	0	0	0	0	0	0	0	0	115	0	0	1805	0	0	543	0
WDHD1	151.684211	0	285	0	0	0	0	0	0	165	0	0	98	242	0	0	1925	0	0	167	0
SOCS4	151.684211	0	285	0	0	0	0	0	0	165	0	0	98	242	0	0	1925	0	0	167	0
MYLK4	151.684211	0	0	0	0	0	0	0	0	0	0	0	0	1187	0	0	0	0	1695	0	0
HMGCL	151.684211	0	858	0	0	69	0	0	0	150	0	97	106	0	0	0	1099	0	0	503	0
BICRAL	151.684211	0	156	0	0	0	0	0	0	214	0	0	0	1366	0	0	757	0	0	389	0
ZNF385A	151.578947	0	0	0	0	0	0	0	0	466	0	715	645	389	0	0	471	0	194	0	0
TRMT61B	151.578947	0	420	0	95	0	0	0	0	401	0	145	173	651	0	0	871	0	0	124	0
KRTCAP3	151.526316	0	0	0	0	0	0	0	0	0	0	1108	1771	0	0	0	0	0	0	0	0
ZNF831	151.473684	0	0	0	0	0	0	0	0	742	0	0	0	0	0	0	2136	0	0	0	0
GNPNAT1	151.473684	0	177	0	0	0	0	0	0	117	0	0	0	807	0	0	1527	0	0	250	0
RAVER1	151.421053	0	107	0	0	0	0	0	0	156	0	329	479	368	0	0	1323	0	0	115	0
IDE	151.421053	0	326	0	86	0	0	0	0	0	0	0	0	1378	0	0	827	0	0	260	0
SVBP	151.263158	0	95	0	0	0	0	0	0	0	0	0	0	656	0	0	2004	0	0	119	0
RABIF	151.263158	0	119	0	0	0	0	0	0	0	0	0	0	1620	0	0	1010	0	0	125	0
MCF2L	151.263158	0	0	0	0	0	0	0	0	325	0	0	0	540	0	0	2009	0	0	0	0
GTF2H5	151.210526	0	144	0	0	0	0	0	0	0	0	114	67	1589	0	0	725	0	0	234	0
NCOA3	151.105263	0	260	0	206	0	0	0	0	0	0	221	189	844	0	0	1001	0	0	150	0
ANXA11	151.105263	0	208	0	0	0	0	0	0	0	0	0	105	251	0	0	1896	0	0	411	0
PRDX1	151.000000	0	745	146	0	0	0	0	0	0	0	310	417	460	0	0	791	0	0	0	0
NCOA7	151.000000	0	149	0	0	0	0	0	0	107	0	688	926	345	0	0	529	0	0	125	0
FAM53C	150.947368	0	1431	0	147	0	0	0	0	114	0	0	123	347	0	0	553	0	0	153	0
CDC25C	150.947368	0	1431	0	147	0	0	0	0	114	0	0	123	347	0	0	553	0	0	153	0
ADCK5	150.947368	0	206	0	0	0	0	0	0	291	0	172	137	512	0	0	1417	0	0	133	0
GGT7	150.842105	0	496	0	0	0	0	0	0	0	0	548	557	698	0	0	244	0	0	323	0
SOAT2	150.789474	0	0	0	0	0	0	0	0	516	0	0	0	1392	0	0	576	0	381	0	0
NAA16	150.789474	0	0	0	0	0	0	0	0	638	0	0	0	586	0	0	1641	0	0	0	0
CLTB	150.789474	0	655	0	0	0	0	0	0	0	0	0	131	497	0	0	1269	0	0	313	0
RELCH	150.736842	0	223	0	0	0	0	0	0	321	0	0	0	769	0	0	1437	0	0	114	0
PIGN	150.736842	0	223	0	0	0	0	0	0	321	0	0	0	769	0	0	1437	0	0	114	0
ZNF25	150.684211	0	325	0	0	0	0	0	0	168	0	59	96	548	0	0	1460	0	0	207	0
SIRT4	150.631579	0	974	148	172	0	0	0	0	83	0	212	255	542	0	0	476	0	0	0	0
GAB3	150.631579	0	0	0	0	0	0	0	0	0	0	673	966	0	0	0	1223	0	0	0	0
CES4A	150.631579	0	126	0	0	0	0	0	0	238	0	0	0	0	0	0	2243	0	0	255	0
TUT4	150.578947	0	126	0	0	0	0	0	0	105	0	311	204	138	0	0	1765	0	0	212	0
BRWD1	150.578947	0	310	0	0	0	0	0	0	271	0	82	0	504	0	0	1297	0	0	397	0
TSEN34	150.421053	0	240	0	0	0	0	0	0	230	0	0	0	0	0	0	2166	0	0	222	0
FAM76B	150.421053	0	301	0	0	0	0	0	0	174	0	0	0	966	0	0	1316	0	0	101	0
UBFD1	150.315789	0	195	0	0	0	0	0	0	0	0	273	467	740	0	0	973	0	120	88	0
RAD23B	150.315789	0	195	76	0	0	0	0	0	0	0	0	103	1049	0	0	1219	0	0	214	0
EARS2	150.315789	0	195	0	0	0	0	0	0	0	0	273	467	740	0	0	973	0	120	88	0
TRIM25	150.263158	0	415	0	0	0	0	0	0	215	0	0	0	149	0	0	1759	0	0	317	0
PREPL	150.263158	0	354	0	0	0	0	0	0	117	0	0	0	1971	0	0	413	0	0	0	0
CAMKMT	150.263158	0	354	0	0	0	0	0	0	117	0	0	0	1971	0	0	413	0	0	0	0
C5orf34	150.210526	0	0	0	0	0	0	0	0	227	0	0	0	1343	0	0	1284	0	0	0	0
H4C9	150.157895	0	984	0	0	0	0	0	0	192	0	245	473	394	0	0	565	0	0	0	0
BIRC2	150.157895	0	176	0	97	0	0	0	0	152	0	0	260	546	0	0	1283	0	0	339	0
TYMSOS	150.052632	0	236	0	0	0	0	0	0	0	0	0	79	1494	0	0	801	0	127	114	0
POMP	150.052632	0	281	0	0	0	0	0	0	452	0	0	101	0	0	0	1864	0	0	153	0
RAD9A	150.000000	0	514	0	0	0	0	0	0	135	0	0	102	127	0	0	1676	0	0	296	0
PTAFR	150.000000	0	0	0	0	0	0	0	0	656	0	0	0	536	0	0	1415	0	0	243	0
CACNA1H	149.947368	0	0	0	0	0	0	0	0	560	0	0	0	0	0	0	2289	0	0	0	0
SUSD4	149.894737	0	0	0	0	0	0	0	0	783	0	0	0	0	0	0	1681	0	0	384	0
SMARCD2	149.894737	0	207	0	276	0	0	0	0	490	0	213	112	920	0	0	630	0	0	0	0
OCIAD1	149.894737	0	236	0	0	0	0	0	0	0	0	86	92	1446	0	0	829	0	0	159	0
LRRC1	149.894737	0	0	0	0	0	0	0	0	0	0	0	0	1769	0	0	819	0	145	115	0
BMP2K	149.842105	0	188	0	0	0	0	0	0	0	0	0	0	828	0	0	1648	0	0	183	0
PIFO	149.789474	0	612	0	0	0	0	0	0	361	0	0	0	106	0	0	1582	0	0	185	0
MBTPS1	149.736842	0	363	0	0	0	0	0	0	104	0	555	498	0	0	0	1166	0	0	159	0
GINM1	149.578947	0	730	0	98	0	0	0	0	437	0	0	170	1007	0	0	400	0	0	0	0
API5	149.578947	0	215	0	65	0	0	0	0	92	0	0	138	1473	0	0	717	0	0	142	0
SLAMF1	149.473684	0	170	0	0	0	0	0	0	619	0	0	0	0	0	0	1668	0	0	383	0
RSAD1	149.368421	0	261	0	0	0	0	0	0	0	0	171	304	526	0	0	1445	0	0	131	0
LZTS2	149.315789	0	341	0	0	0	0	0	0	226	0	0	0	821	0	0	966	0	0	483	0
DLX2	149.315789	0	108	0	0	0	0	0	0	134	0	0	0	2068	0	0	377	0	0	150	0
NDUFAF6	149.263158	0	185	0	0	0	0	0	0	0	0	131	257	810	0	0	1248	0	0	205	0
RAB43	149.157895	0	0	0	0	0	0	0	0	0	0	0	0	1535	0	0	1218	0	0	81	0
CYFIP2	149.157895	0	136	0	0	0	0	0	0	225	0	0	0	263	0	0	1895	0	0	315	0
TFRC	149.052632	0	745	0	104	0	0	0	0	179	0	0	145	526	0	0	952	0	0	181	0
ZEB1	149.000000	0	959	0	0	0	0	0	0	0	0	90	0	1381	0	0	401	0	0	0	0
PHF10	149.000000	0	124	0	115	0	0	0	0	151	0	0	0	370	0	0	1914	0	0	157	0
ALDH3A2	148.631579	0	162	73	0	0	0	0	0	221	0	0	0	326	0	0	1600	0	0	442	0
POLR2J3	148.526316	0	269	130	275	0	0	0	0	132	0	272	427	430	0	0	698	0	0	189	0
DEF8	148.526316	0	722	0	0	0	0	0	0	0	0	0	127	0	103	290	1580	0	0	0	0
RABGEF1	148.473684	0	393	0	0	0	0	0	0	70	0	209	171	887	0	0	903	0	0	188	0
CDH23	148.421053	0	0	0	0	0	0	0	0	511	0	0	124	309	0	0	1876	0	0	0	0
WDR55	148.368421	0	124	0	0	0	0	0	0	88	0	97	153	1504	0	0	712	0	0	141	0
ELF1	148.315789	0	202	0	0	0	0	0	0	110	0	139	201	1284	0	0	882	0	0	0	0
ACBD5	148.315789	0	181	0	0	0	0	0	0	284	0	0	105	1207	0	0	958	0	0	83	0
IL17RE	148.263158	0	0	0	0	0	0	0	0	0	0	0	0	1971	0	0	303	0	419	124	0
EPSTI1	148.263158	0	308	0	0	0	0	0	0	140	0	105	181	0	0	0	1638	0	281	164	0
PPP1R13B	148.157895	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	2183	0	0	277	0
IGF2R	148.052632	0	629	0	0	112	0	0	0	0	0	0	0	133	0	0	1706	0	0	233	0
ADCK1	148.052632	0	117	0	0	0	0	0	0	0	0	0	82	942	0	0	1371	0	0	301	0
LCN6	148.000000	0	0	0	0	0	0	0	0	499	0	0	0	0	0	0	2183	0	0	130	0
NFKBIA	147.842105	0	776	0	0	0	0	0	0	0	0	0	87	828	0	0	872	0	0	246	0
RNF19A	147.684211	0	145	0	0	0	0	0	0	0	0	85	110	923	0	0	1395	0	0	148	0
MAP1A	147.684211	0	0	0	0	0	0	0	0	930	0	0	0	0	0	0	1876	0	0	0	0
F8	147.578947	0	0	0	0	0	0	0	0	0	0	509	688	0	0	0	1437	0	0	170	0
PTPN12	147.526316	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	2077	0	0	418	0
MLF2	147.526316	0	124	0	0	0	0	0	0	213	0	0	165	167	0	0	2009	0	0	125	0
TRIM6-TRIM34	147.421053	0	0	0	0	0	0	0	0	0	0	1215	1507	0	0	0	79	0	0	0	0
TRIM6	147.421053	0	0	0	0	0	0	0	0	0	0	1215	1507	0	0	0	79	0	0	0	0
ESCO1	147.421053	0	103	0	0	0	0	0	0	119	0	262	441	688	0	0	986	0	0	202	0
RASIP1	147.315789	0	0	0	0	0	0	0	0	740	0	0	0	0	0	0	2059	0	0	0	0
L1CAM	147.210526	0	0	711	744	0	0	0	0	0	0	853	489	0	0	0	0	0	0	0	0
ZNF561	147.105263	0	177	0	0	0	0	0	0	259	0	0	0	889	0	0	1470	0	0	0	0
PLD4	147.105263	0	0	0	0	0	0	0	0	944	0	0	0	584	0	0	1267	0	0	0	0
CFAP53	147.105263	0	0	0	0	0	0	0	0	247	0	0	0	911	0	0	1454	0	0	183	0
EMB	147.052632	0	126	0	0	0	0	0	0	342	0	0	0	335	0	0	1740	0	0	251	0
THG1L	147.000000	0	0	0	0	0	0	0	0	0	0	924	1103	103	0	0	663	0	0	0	0
H4C3	147.000000	0	1092	145	302	0	0	0	0	92	0	243	428	160	0	0	331	0	0	0	0
ATL3	146.947368	0	93	0	0	0	0	0	0	119	0	550	372	221	0	0	1310	0	0	127	0
PRCP	146.842105	0	0	0	0	0	0	0	0	176	0	129	199	1576	0	0	604	0	0	106	0
GTF2A1	146.842105	0	946	0	0	0	0	0	0	81	0	0	0	908	0	0	855	0	0	0	0
SHBG	146.736842	0	573	0	0	0	0	0	0	128	0	307	449	594	0	0	737	0	0	0	0
PKIA	146.631579	0	429	0	0	0	0	0	0	0	0	361	422	0	0	0	1126	0	278	170	0
MAP4	146.631579	0	272	0	0	0	0	0	0	116	0	85	135	331	0	0	1563	0	0	284	0
PDLIM2	146.578947	0	0	0	0	0	0	0	0	408	0	0	0	314	0	0	1768	0	0	295	0
ST6GALNAC4	146.421053	0	268	0	0	0	0	0	0	507	0	0	0	0	135	0	1661	0	0	211	0
PTPN23	146.368421	0	506	0	0	131	0	0	0	93	0	0	109	290	0	0	1326	0	0	326	0
P4HA1	146.368421	0	421	0	0	0	0	0	0	123	0	80	134	826	0	0	785	0	0	412	0
CUX1	146.210526	0	187	0	0	0	0	0	0	115	0	119	266	719	0	0	1041	0	0	331	0
ZNF133	146.157895	0	329	0	0	0	0	0	0	131	0	0	156	1425	0	0	598	0	0	138	0
NARF	146.157895	0	126	0	0	0	0	0	0	0	0	0	0	1109	0	0	1542	0	0	0	0
ZNF143	146.105263	0	480	0	0	0	0	0	0	159	0	0	0	870	0	0	1162	0	0	105	0
RPL36AL	146.105263	0	308	0	0	0	0	0	0	0	0	0	0	1363	0	0	863	0	0	242	0
MGAT2	146.105263	0	308	0	0	0	0	0	0	0	0	0	0	1363	0	0	863	0	0	242	0
CYB561A3	146.105263	0	370	0	0	0	0	0	0	562	0	0	90	943	0	0	693	0	0	118	0
ZNF850	146.052632	0	296	0	0	0	0	0	0	178	0	186	319	736	0	0	901	0	0	159	0
RFC2	146.000000	0	102	0	0	0	0	0	0	351	0	102	240	264	0	0	1629	0	0	86	0
STPG2	145.842105	0	0	0	0	0	0	0	0	0	0	0	0	1332	0	0	1303	0	0	136	0
