Target_genes	NR5A2|Average	SRX10478059|A549	SRX10478060|A549	SRX702035|hESC_derived_mesendodermal_cells	SRX702034|hESC_HUES64	SRX359877|LoVo	SRX278609|MCF-7	STRING
PERP	19.166667	115	0	0	0	0	0	0
NECAB3	19.166667	115	0	0	0	0	0	0
MRPL3	19.166667	115	0	0	0	0	0	0
MAPK6	19.166667	115	0	0	0	0	0	0
GPR62	19.166667	0	0	115	0	0	0	0
GOLGA5	19.166667	115	0	0	0	0	0	0
GIT2	19.166667	115	0	0	0	0	0	0
CLASRP	19.166667	0	115	0	0	0	0	0
AEN	19.166667	115	0	0	0	0	0	0
WDR6	19.000000	114	0	0	0	0	0	0
SCOC	19.000000	0	114	0	0	0	0	0
SCAMP1	19.000000	114	0	0	0	0	0	0
PYROXD2	19.000000	0	0	0	0	0	114	0
PSMF1	19.000000	114	0	0	0	0	0	0
PDXDC1	19.000000	114	0	0	0	0	0	0
KMT2B	19.000000	0	114	0	0	0	0	0
JUP	19.000000	114	0	0	0	0	0	0
IFNLR1	19.000000	114	0	0	0	0	0	0
HDAC7	19.000000	114	0	0	0	0	0	0
GATD3B	19.000000	114	0	0	0	0	0	0
GATD3A	19.000000	114	0	0	0	0	0	0
EIF4EBP1	19.000000	0	114	0	0	0	0	0
DRAM2	19.000000	0	114	0	0	0	0	0
CEPT1	19.000000	0	114	0	0	0	0	0
CARD14	19.000000	114	0	0	0	0	0	0
BEGAIN	19.000000	114	0	0	0	0	0	0
ATP9B	19.000000	114	0	0	0	0	0	0
ATP6V1C1	19.000000	114	0	0	0	0	0	0
ABHD14A-ACY1	19.000000	114	0	0	0	0	0	0
ABHD14A	19.000000	114	0	0	0	0	0	0
ZNF614	18.833333	0	113	0	0	0	0	0
ZER1	18.833333	113	0	0	0	0	0	0
WDSUB1	18.833333	0	113	0	0	0	0	0
UGT2B11	18.833333	113	0	0	0	0	0	0
STIP1	18.833333	113	0	0	0	0	0	0
RXYLT1	18.833333	0	0	113	0	0	0	0
PTCD2	18.833333	113	0	0	0	0	0	0
POLR2J3	18.833333	0	113	0	0	0	0	0
POLR1B	18.833333	0	113	0	0	0	0	0
NUDT2	18.833333	113	0	0	0	0	0	0
NSUN7	18.833333	113	0	0	0	0	0	0
MRPS27	18.833333	113	0	0	0	0	0	0
MCOLN1	18.833333	113	0	0	0	0	0	0
KIF24	18.833333	113	0	0	0	0	0	0
GCFC2	18.833333	113	0	0	0	0	0	0
GAA	18.833333	113	0	0	0	0	0	0
E2F5	18.833333	113	0	0	0	0	0	0
ZNF615	18.666667	112	0	0	0	0	0	0
ZNF609	18.666667	112	0	0	0	0	0	0
TXNDC17	18.666667	112	0	0	0	0	0	0
TRPC1	18.666667	112	0	0	0	0	0	0
TMEM170A	18.666667	112	0	0	0	0	0	0
TM9SF4	18.666667	112	0	0	0	0	0	0
STAT1	18.666667	0	0	112	0	0	0	0
SBDS	18.666667	112	0	0	0	0	0	0
PRR3	18.666667	112	0	0	0	0	0	0
PPP2R3B	18.666667	112	0	0	0	0	0	0
NCL	18.666667	112	0	0	0	0	0	0
METTL2A	18.666667	0	112	0	0	0	0	0
MAP3K12	18.666667	0	112	0	0	0	0	0
KIAA0753	18.666667	112	0	0	0	0	0	0
HILPDA	18.666667	0	112	0	0	0	0	0
GNL1	18.666667	112	0	0	0	0	0	0
CPQ	18.666667	0	0	112	0	0	0	0
CHUK	18.666667	112	0	0	0	0	0	0
BRAP	18.666667	0	112	0	0	0	0	0
ACAD10	18.666667	0	112	0	0	0	0	0
ZNF77	18.500000	0	111	0	0	0	0	0
ZNF718	18.500000	111	0	0	0	0	0	0
TELO2	18.500000	111	0	0	0	0	0	0
SLC46A3	18.500000	0	111	0	0	0	0	0
RBM7	18.500000	111	0	0	0	0	0	0
PRMT5	18.500000	0	111	0	0	0	0	0
NDUFAF6	18.500000	111	0	0	0	0	0	0
KLC1	18.500000	111	0	0	0	0	0	0
GTF3C5	18.500000	111	0	0	0	0	0	0
GSK3B	18.500000	0	111	0	0	0	0	0
FEM1A	18.500000	111	0	0	0	0	0	0
CNPY2	18.500000	0	111	0	0	0	0	0
CEBPG	18.500000	111	0	0	0	0	0	0
C11orf71	18.500000	111	0	0	0	0	0	0
AARS2	18.500000	111	0	0	0	0	0	0
ZMPSTE24	18.333333	110	0	0	0	0	0	0
THAP12	18.333333	110	0	0	0	0	0	0
SREK1IP1	18.333333	0	110	0	0	0	0	0
SOS1	18.333333	110	0	0	0	0	0	0
SNX21	18.333333	110	0	0	0	0	0	0
LATS1	18.333333	110	0	0	0	0	0	0
KAT7	18.333333	110	0	0	0	0	0	0
GVQW3	18.333333	110	0	0	0	0	0	0
FLYWCH1	18.333333	110	0	0	0	0	0	0
ELAC2	18.333333	110	0	0	0	0	0	0
DENND6A	18.333333	110	0	0	0	0	0	0
CWC27	18.333333	0	110	0	0	0	0	0
ATXN1	18.333333	110	0	0	0	0	0	0
ACYP2	18.333333	110	0	0	0	0	0	0
ACY1	18.333333	110	0	0	0	0	0	0
ZNF891	18.166667	109	0	0	0	0	0	0
ZNF10	18.166667	109	0	0	0	0	0	0
TECPR1	18.166667	109	0	0	0	0	0	0
TBC1D13	18.166667	109	0	0	0	0	0	0
SARS2	18.166667	109	0	0	0	0	0	0
RNF145	18.166667	109	0	0	0	0	0	0
NIP7	18.166667	109	0	0	0	0	0	0
MSH2	18.166667	109	0	0	0	0	0	0
MRPS12	18.166667	109	0	0	0	0	0	0
FKBP11	18.166667	109	0	0	0	0	0	0
CREB3	18.166667	109	0	0	0	0	0	0
COG8	18.166667	109	0	0	0	0	0	0
COA7	18.166667	0	0	109	0	0	0	0
CCDC167	18.166667	109	0	0	0	0	0	0
C3orf33	18.166667	109	0	0	0	0	0	0
C2orf73	18.166667	109	0	0	0	0	0	0
ARHGAP45	18.166667	109	0	0	0	0	0	0
ALDH2	18.166667	109	0	0	0	0	0	0
AGK	18.166667	109	0	0	0	0	0	0
WDPCP	18.000000	0	108	0	0	0	0	0
TMEM69	18.000000	108	0	0	0	0	0	0
THBS4	18.000000	108	0	0	0	0	0	0
TBX3	18.000000	108	0	0	0	0	0	0
SRRT	18.000000	0	108	0	0	0	0	0
SNX14	18.000000	108	0	0	0	0	0	0
SLC25A26	18.000000	108	0	0	0	0	0	0
PPP2CA	18.000000	108	0	0	0	0	0	0
PNPT1	18.000000	108	0	0	0	0	0	0
PET117	18.000000	108	0	0	0	0	0	0
NUDT19	18.000000	108	0	0	0	0	0	0
MTX3	18.000000	108	0	0	0	0	0	0
MTRF1	18.000000	0	108	0	0	0	0	0
MDH1	18.000000	0	108	0	0	0	0	0
L3HYPDH	18.000000	108	0	0	0	0	0	0
KDM4C	18.000000	108	0	0	0	0	0	0
KAT14	18.000000	108	0	0	0	0	0	0
JKAMP	18.000000	108	0	0	0	0	0	0
INO80	18.000000	108	0	0	0	0	0	0
GPBP1L1	18.000000	108	0	0	0	0	0	0
FZD8	18.000000	108	0	0	0	0	0	0
FBXO4	18.000000	108	0	0	0	0	0	0
AGPAT3	18.000000	108	0	0	0	0	0	0
ADORA2B	18.000000	108	0	0	0	0	0	0
ADO	18.000000	108	0	0	0	0	0	0
SRSF9	17.833333	107	0	0	0	0	0	0
SNRPD1	17.833333	107	0	0	0	0	0	0
SLCO3A1	17.833333	107	0	0	0	0	0	0
SLC2A11	17.833333	107	0	0	0	0	0	0
PDCL3	17.833333	107	0	0	0	0	0	0
INTS4	17.833333	107	0	0	0	0	0	0
GRWD1	17.833333	107	0	0	0	0	0	0
GFUS	17.833333	107	0	0	0	0	0	0
GBA	17.833333	107	0	0	0	0	0	0
EBI3	17.833333	0	107	0	0	0	0	0
DYNLL1	17.833333	107	0	0	0	0	0	0
DGLUCY	17.833333	107	0	0	0	0	0	0
C3orf52	17.833333	0	107	0	0	0	0	0
BIRC6	17.833333	107	0	0	0	0	0	0
BEST3	17.833333	107	0	0	0	0	0	0
ATP2C1	17.833333	107	0	0	0	0	0	0
ZSCAN21	17.666667	106	0	0	0	0	0	0
ZNF583	17.666667	106	0	0	0	0	0	0
SAFB2	17.666667	106	0	0	0	0	0	0
SAFB	17.666667	106	0	0	0	0	0	0
RHOF	17.666667	106	0	0	0	0	0	0
PRPF4	17.666667	0	0	106	0	0	0	0
POLR3G	17.666667	106	0	0	0	0	0	0
POGK	17.666667	106	0	0	0	0	0	0
MBLAC2	17.666667	106	0	0	0	0	0	0
GMPPA	17.666667	106	0	0	0	0	0	0
FZD9	17.666667	0	0	106	0	0	0	0
FAM98C	17.666667	106	0	0	0	0	0	0
COX20	17.666667	0	106	0	0	0	0	0
CDC26	17.666667	0	0	106	0	0	0	0
CD276	17.666667	0	106	0	0	0	0	0
BTRC	17.666667	106	0	0	0	0	0	0
BTBD18	17.666667	0	106	0	0	0	0	0
YAF2	17.500000	105	0	0	0	0	0	0
WDR12	17.500000	105	0	0	0	0	0	0
SPHK1	17.500000	0	105	0	0	0	0	0
SPATA2	17.500000	105	0	0	0	0	0	0
SLC7A6OS	17.500000	105	0	0	0	0	0	0
SLC25A21	17.500000	105	0	0	0	0	0	0
RPL35	17.500000	105	0	0	0	0	0	0
PTCD3	17.500000	105	0	0	0	0	0	0
PRMT7	17.500000	105	0	0	0	0	0	0
POLR1A	17.500000	105	0	0	0	0	0	0
PLAAT3	17.500000	0	105	0	0	0	0	0
PIP4K2B	17.500000	0	105	0	0	0	0	0
PDHB	17.500000	0	0	105	0	0	0	0
NUMBL	17.500000	105	0	0	0	0	0	0
MDC1	17.500000	105	0	0	0	0	0	0
HPS5	17.500000	0	105	0	0	0	0	0
HGS	17.500000	105	0	0	0	0	0	0
GTF2H1	17.500000	0	105	0	0	0	0	0
GPSM3	17.500000	105	0	0	0	0	0	0
DCHS2	17.500000	0	0	105	0	0	0	0
CYP2S1	17.500000	0	105	0	0	0	0	0
CS	17.500000	105	0	0	0	0	0	0
CARF	17.500000	105	0	0	0	0	0	0
ARPC5L	17.500000	105	0	0	0	0	0	0
ARL16	17.500000	105	0	0	0	0	0	0
XPOT	17.333333	104	0	0	0	0	0	0
SRSF7	17.333333	0	104	0	0	0	0	0
SP1	17.333333	104	0	0	0	0	0	0
SLC25A46	17.333333	0	104	0	0	0	0	0
RCC1	17.333333	0	104	0	0	0	0	0
RBMX	17.333333	0	104	0	0	0	0	0
NUP214	17.333333	0	104	0	0	0	0	0
NR4A1	17.333333	104	0	0	0	0	0	0
MRPL40	17.333333	104	0	0	0	0	0	0
MINDY2	17.333333	104	0	0	0	0	0	0
KPNA4	17.333333	104	0	0	0	0	0	0
HIRA	17.333333	104	0	0	0	0	0	0
HAS3	17.333333	104	0	0	0	0	0	0
COPS3	17.333333	104	0	0	0	0	0	0
CLNS1A	17.333333	104	0	0	0	0	0	0
CHID1	17.333333	104	0	0	0	0	0	0
C19orf25	17.333333	0	104	0	0	0	0	0
BANK1	17.333333	0	104	0	0	0	0	0
ZIK1	17.166667	0	0	103	0	0	0	0
ZDHHC12	17.166667	103	0	0	0	0	0	0
TP53I3	17.166667	103	0	0	0	0	0	0
TDG	17.166667	103	0	0	0	0	0	0
STT3B	17.166667	103	0	0	0	0	0	0
SMG8	17.166667	103	0	0	0	0	0	0
PEX6	17.166667	103	0	0	0	0	0	0
FANCF	17.166667	103	0	0	0	0	0	0
CYP24A1	17.166667	103	0	0	0	0	0	0
ABL1	17.166667	103	0	0	0	0	0	0
SHOC1	17.000000	102	0	0	0	0	0	0
MED31	17.000000	102	0	0	0	0	0	0
LMNB1	17.000000	102	0	0	0	0	0	0
FDXR	17.000000	0	102	0	0	0	0	0
EFCAB13	17.000000	102	0	0	0	0	0	0
DUSP13	17.000000	102	0	0	0	0	0	0
DEPDC7	17.000000	0	0	102	0	0	0	0
C17orf100	17.000000	102	0	0	0	0	0	0
WDR55	16.833333	101	0	0	0	0	0	0
TMEM181	16.833333	101	0	0	0	0	0	0
TCF4	16.833333	101	0	0	0	0	0	0
SPAG4	16.833333	101	0	0	0	0	0	0
SDK1	16.833333	101	0	0	0	0	0	0
RNF169	16.833333	0	0	101	0	0	0	0
RBM45	16.833333	101	0	0	0	0	0	0
PLGRKT	16.833333	101	0	0	0	0	0	0
PBK	16.833333	101	0	0	0	0	0	0
LRRC10B	16.833333	0	0	101	0	0	0	0
FKBP7	16.833333	0	101	0	0	0	0	0
FBXW2	16.833333	101	0	0	0	0	0	0
FAM133B	16.833333	101	0	0	0	0	0	0
CMTR2	16.833333	0	101	0	0	0	0	0
CAMSAP2	16.833333	101	0	0	0	0	0	0
AKT2	16.833333	0	101	0	0	0	0	0
ZNF684	16.666667	0	100	0	0	0	0	0
RPP40	16.666667	0	0	100	0	0	0	0
OLFM1	16.666667	0	100	0	0	0	0	0
NUMA1	16.666667	0	100	0	0	0	0	0
NUFIP1	16.666667	100	0	0	0	0	0	0
NICN1	16.666667	0	100	0	0	0	0	0
MISP3	16.666667	0	100	0	0	0	0	0
MEX3D	16.666667	0	0	100	0	0	0	0
LRTOMT	16.666667	0	100	0	0	0	0	0
LIMD1	16.666667	0	100	0	0	0	0	0
HMCES	16.666667	100	0	0	0	0	0	0
GPALPP1	16.666667	100	0	0	0	0	0	0
DPP9	16.666667	100	0	0	0	0	0	0
COPS5	16.666667	0	100	0	0	0	0	0
CLK2	16.666667	100	0	0	0	0	0	0
CALCOCO1	16.666667	0	100	0	0	0	0	0
ACTR1B	16.666667	100	0	0	0	0	0	0
TMEM219	16.500000	99	0	0	0	0	0	0
TMEM107	16.500000	0	99	0	0	0	0	0
SSC5D	16.500000	99	0	0	0	0	0	0
RNF40	16.500000	0	99	0	0	0	0	0
POMZP3	16.500000	99	0	0	0	0	0	0
NDUFB4	16.500000	99	0	0	0	0	0	0
NACA	16.500000	99	0	0	0	0	0	0
LSM5	16.500000	0	99	0	0	0	0	0
KIF20A	16.500000	99	0	0	0	0	0	0
ITGB3BP	16.500000	99	0	0	0	0	0	0
HOXA3	16.500000	99	0	0	0	0	0	0
GLMP	16.500000	0	99	0	0	0	0	0
GATM	16.500000	0	0	99	0	0	0	0
EFCAB7	16.500000	99	0	0	0	0	0	0
EDC3	16.500000	99	0	0	0	0	0	0
E4F1	16.500000	99	0	0	0	0	0	0
DYNC2LI1	16.500000	99	0	0	0	0	0	0
CCDC189	16.500000	0	99	0	0	0	0	0
BRD8	16.500000	99	0	0	0	0	0	0
APRT	16.500000	99	0	0	0	0	0	0
ALDH3A1	16.500000	0	0	99	0	0	0	0
ZFP28	16.333333	98	0	0	0	0	0	0
VASN	16.333333	0	98	0	0	0	0	0
UBL4A	16.333333	98	0	0	0	0	0	0
TRMT2B	16.333333	98	0	0	0	0	0	0
THG1L	16.333333	0	98	0	0	0	0	0
TAF3	16.333333	0	98	0	0	0	0	0
STRAP	16.333333	0	98	0	0	0	0	0
SRP68	16.333333	98	0	0	0	0	0	0
SNX3	16.333333	98	0	0	0	0	0	0
PER3	16.333333	0	0	98	0	0	0	0
MTRR	16.333333	98	0	0	0	0	0	0
MRPL54	16.333333	98	0	0	0	0	0	0
MAST4	16.333333	98	0	0	0	0	0	0
LRCH4	16.333333	98	0	0	0	0	0	0
LOC100287896	16.333333	98	0	0	0	0	0	0
LIPT2	16.333333	98	0	0	0	0	0	0
KIF18B	16.333333	98	0	0	0	0	0	0
GPI	16.333333	98	0	0	0	0	0	0
FBXO24	16.333333	98	0	0	0	0	0	0
FASTKD3	16.333333	98	0	0	0	0	0	0
CRCP	16.333333	98	0	0	0	0	0	0
CAPNS1	16.333333	98	0	0	0	0	0	0
ATP2A1	16.333333	0	0	98	0	0	0	0
APBA3	16.333333	98	0	0	0	0	0	0
ZNF778	16.166667	0	97	0	0	0	0	0
WBP2	16.166667	0	97	0	0	0	0	0
VDAC2	16.166667	97	0	0	0	0	0	0
SH3BP5L	16.166667	97	0	0	0	0	0	0
SGO1	16.166667	0	97	0	0	0	0	0
RC3H2	16.166667	97	0	0	0	0	0	0
OBI1	16.166667	97	0	0	0	0	0	0
NOP2	16.166667	0	97	0	0	0	0	0
LONP2	16.166667	97	0	0	0	0	0	0
KRR1	16.166667	97	0	0	0	0	0	0
KLHL35	16.166667	0	0	97	0	0	0	0
HSD3B7	16.166667	97	0	0	0	0	0	0
GTPBP3	16.166667	97	0	0	0	0	0	0
FUCA2	16.166667	97	0	0	0	0	0	0
DOP1B	16.166667	97	0	0	0	0	0	0
DLAT	16.166667	97	0	0	0	0	0	0
CDC73	16.166667	97	0	0	0	0	0	0
CARS1	16.166667	97	0	0	0	0	0	0
BROX	16.166667	97	0	0	0	0	0	0
BCAT2	16.166667	97	0	0	0	0	0	0
ANO8	16.166667	97	0	0	0	0	0	0
AIDA	16.166667	97	0	0	0	0	0	0
ABCC11	16.166667	97	0	0	0	0	0	0
ZNF524	16.000000	0	96	0	0	0	0	0
ZNF408	16.000000	0	96	0	0	0	0	0
WASHC5	16.000000	96	0	0	0	0	0	0
TTC26	16.000000	96	0	0	0	0	0	0
SULT1A4	16.000000	0	96	0	0	0	0	0
SULT1A3	16.000000	0	96	0	0	0	0	0
SLC39A13	16.000000	96	0	0	0	0	0	0
SLC16A13	16.000000	96	0	0	0	0	0	0
NSMCE2	16.000000	96	0	0	0	0	0	0
NOLC1	16.000000	0	96	0	0	0	0	0
LONRF2	16.000000	96	0	0	0	0	0	0
LOC114841035	16.000000	96	0	0	0	0	0	0
FKBP2	16.000000	96	0	0	0	0	0	0
FIZ1	16.000000	0	96	0	0	0	0	0
EAPP	16.000000	0	0	96	0	0	0	0
CHMP2A	16.000000	0	96	0	0	0	0	0
CASD1	16.000000	96	0	0	0	0	0	0
BAG6	16.000000	96	0	0	0	0	0	0
ARHGAP1	16.000000	0	96	0	0	0	0	0
TOMM22	15.833333	95	0	0	0	0	0	0
TBC1D31	15.833333	95	0	0	0	0	0	0
STYXL1	15.833333	95	0	0	0	0	0	0
SLC19A2	15.833333	0	95	0	0	0	0	0
SLC16A6	15.833333	95	0	0	0	0	0	0
QPCT	15.833333	95	0	0	0	0	0	0
MTHFR	15.833333	95	0	0	0	0	0	0
KIFBP	15.833333	95	0	0	0	0	0	0
HECTD1	15.833333	95	0	0	0	0	0	0
FBXO27	15.833333	95	0	0	0	0	0	0
DPH7	15.833333	95	0	0	0	0	0	0
DCAF10	15.833333	95	0	0	0	0	0	0
DACT3	15.833333	0	95	0	0	0	0	0
CLCN6	15.833333	95	0	0	0	0	0	0
CHCHD2	15.833333	0	95	0	0	0	0	0
CCNB1	15.833333	95	0	0	0	0	0	0
C11orf24	15.833333	0	95	0	0	0	0	0
BRD2	15.833333	95	0	0	0	0	0	0
ARSG	15.833333	95	0	0	0	0	0	0
AP4E1	15.833333	95	0	0	0	0	0	0
ZNF461	15.666667	94	0	0	0	0	0	0
THOC3	15.666667	94	0	0	0	0	0	0
TCTE3	15.666667	94	0	0	0	0	0	0
TAF6L	15.666667	94	0	0	0	0	0	0
POLQ	15.666667	0	94	0	0	0	0	0
OARD1	15.666667	94	0	0	0	0	0	0
NFYA	15.666667	94	0	0	0	0	0	0
H3C7	15.666667	0	94	0	0	0	0	0
ERMARD	15.666667	94	0	0	0	0	0	0
DYNC2I2	15.666667	0	94	0	0	0	0	0
DHPS	15.666667	94	0	0	0	0	0	0
DBNDD2	15.666667	94	0	0	0	0	0	0
CABCOCO1	15.666667	94	0	0	0	0	0	0
C1GALT1C1	15.666667	94	0	0	0	0	0	0
ZNF112	15.500000	0	93	0	0	0	0	0
SPART	15.500000	93	0	0	0	0	0	0
SMYD2	15.500000	93	0	0	0	0	0	0
SMARCE1	15.500000	93	0	0	0	0	0	0
RFC4	15.500000	93	0	0	0	0	0	0
PPP1CB	15.500000	93	0	0	0	0	0	0
PEBP1	15.500000	93	0	0	0	0	0	0
MICOS13	15.500000	93	0	0	0	0	0	0
LIN9	15.500000	93	0	0	0	0	0	0
KCNAB2	15.500000	93	0	0	0	0	0	0
HSD11B1L	15.500000	93	0	0	0	0	0	0
AAR2	15.500000	93	0	0	0	0	0	0
UTP6	15.333333	0	0	92	0	0	0	0
TBC1D19	15.333333	92	0	0	0	0	0	0
TBC1D16	15.333333	92	0	0	0	0	0	0
PLD1	15.333333	92	0	0	0	0	0	0
PKP3	15.333333	92	0	0	0	0	0	0
OTULIN	15.333333	92	0	0	0	0	0	0
NAGA	15.333333	92	0	0	0	0	0	0
LOC101928764	15.333333	92	0	0	0	0	0	0
INIP	15.333333	0	92	0	0	0	0	0
GEMIN7	15.333333	92	0	0	0	0	0	0
FERMT1	15.333333	92	0	0	0	0	0	0
COPS9	15.333333	92	0	0	0	0	0	0
CHCHD6	15.333333	92	0	0	0	0	0	0
AFG1L	15.333333	92	0	0	0	0	0	0
ABLIM1	15.333333	92	0	0	0	0	0	0
ABCF1	15.333333	0	0	92	0	0	0	0
SUMF1	15.166667	91	0	0	0	0	0	0
SHANK2	15.166667	91	0	0	0	0	0	0
PTK2	15.166667	91	0	0	0	0	0	0
MFGE8	15.166667	0	91	0	0	0	0	0
MESP2	15.166667	91	0	0	0	0	0	0
LENG1	15.166667	91	0	0	0	0	0	0
KANSL2	15.166667	91	0	0	0	0	0	0
IZUMO1	15.166667	0	91	0	0	0	0	0
INO80C	15.166667	0	91	0	0	0	0	0
CBR1	15.166667	91	0	0	0	0	0	0
ASCL2	15.166667	0	0	91	0	0	0	0
ZMYM1	15.000000	90	0	0	0	0	0	0
UHMK1	15.000000	90	0	0	0	0	0	0
TMEM242	15.000000	90	0	0	0	0	0	0
TAP2	15.000000	0	90	0	0	0	0	0
PYGO2	15.000000	90	0	0	0	0	0	0
MYCN	15.000000	90	0	0	0	0	0	0
LOC101928120	15.000000	90	0	0	0	0	0	0
EIF3A	15.000000	90	0	0	0	0	0	0
DIO3	15.000000	0	0	90	0	0	0	0
CLCN3	15.000000	90	0	0	0	0	0	0
CCT5	15.000000	0	90	0	0	0	0	0
CC2D2B	15.000000	90	0	0	0	0	0	0
ATPSCKMT	15.000000	0	90	0	0	0	0	0
ZNF594	14.833333	0	89	0	0	0	0	0
YTHDF3	14.833333	0	89	0	0	0	0	0
TPM3	14.833333	0	89	0	0	0	0	0
TNRC6A	14.833333	0	89	0	0	0	0	0
SPG11	14.833333	0	89	0	0	0	0	0
RRM2B	14.833333	0	0	0	89	0	0	0
RMDN1	14.833333	89	0	0	0	0	0	0
PTS	14.833333	89	0	0	0	0	0	0
PSMA5	14.833333	89	0	0	0	0	0	0
PPP4R3A	14.833333	89	0	0	0	0	0	0
MRM3	14.833333	89	0	0	0	0	0	0
KPNA3	14.833333	0	89	0	0	0	0	0
GLOD4	14.833333	89	0	0	0	0	0	0
ERCC6L2	14.833333	89	0	0	0	0	0	0
EPB41L5	14.833333	0	0	0	89	0	0	0
C17orf64	14.833333	89	0	0	0	0	0	0
UBE3A	14.666667	88	0	0	0	0	0	0
TTC17	14.666667	88	0	0	0	0	0	0
TOMM20	14.666667	0	88	0	0	0	0	0
TMEM68	14.666667	88	0	0	0	0	0	0
TGS1	14.666667	88	0	0	0	0	0	0
TEX10	14.666667	0	88	0	0	0	0	0
SLC11A2	14.666667	88	0	0	0	0	0	0
POLD4	14.666667	88	0	0	0	0	0	0
HIBCH	14.666667	88	0	0	0	0	0	0
DYRK2	14.666667	0	88	0	0	0	0	0
CYTH2	14.666667	0	88	0	0	0	0	0
CMTM3	14.666667	0	88	0	0	0	0	0
CERS6	14.666667	0	0	88	0	0	0	0
TSNAXIP1	14.500000	0	87	0	0	0	0	0
TRAPPC2L	14.500000	87	0	0	0	0	0	0
REV3L	14.500000	0	87	0	0	0	0	0
RANBP10	14.500000	0	87	0	0	0	0	0
PRKAG1	14.500000	87	0	0	0	0	0	0
PKP4	14.500000	87	0	0	0	0	0	0
PA2G4	14.500000	87	0	0	0	0	0	0
MRPL17	14.500000	0	87	0	0	0	0	0
GALNS	14.500000	87	0	0	0	0	0	0
FAM71E1	14.500000	87	0	0	0	0	0	0
ETV3	14.500000	87	0	0	0	0	0	0
EMC10	14.500000	87	0	0	0	0	0	0
SPATA6L	14.333333	86	0	0	0	0	0	0
SCNM1	14.333333	0	86	0	0	0	0	0
PODXL	14.333333	86	0	0	0	0	0	0
PLPP6	14.333333	86	0	0	0	0	0	0
NUDT16	14.333333	86	0	0	0	0	0	0
LYSMD1	14.333333	0	86	0	0	0	0	0
LSM14B	14.333333	86	0	0	0	0	0	0
GRN	14.333333	0	86	0	0	0	0	0
DBNL	14.333333	86	0	0	0	0	0	0
VHL	14.166667	85	0	0	0	0	0	0
UBFD1	14.166667	85	0	0	0	0	0	0
TPD52	14.166667	85	0	0	0	0	0	0
TMEM71	14.166667	85	0	0	0	0	0	0
PYGL	14.166667	85	0	0	0	0	0	0
PHF20L1	14.166667	85	0	0	0	0	0	0
NQO2	14.166667	0	85	0	0	0	0	0
MCMBP	14.166667	85	0	0	0	0	0	0
GTF3C4	14.166667	85	0	0	0	0	0	0
FRAT2	14.166667	85	0	0	0	0	0	0
EARS2	14.166667	85	0	0	0	0	0	0
DUSP14	14.166667	0	85	0	0	0	0	0
DDX31	14.166667	85	0	0	0	0	0	0
CMSS1	14.166667	0	85	0	0	0	0	0
CLTB	14.166667	85	0	0	0	0	0	0
AUH	14.166667	85	0	0	0	0	0	0
ZNF185	14.000000	0	84	0	0	0	0	0
ZC3H6	14.000000	84	0	0	0	0	0	0
TRIM52	14.000000	84	0	0	0	0	0	0
TMPRSS9	14.000000	84	0	0	0	0	0	0
TBCD	14.000000	84	0	0	0	0	0	0
TBC1D30	14.000000	84	0	0	0	0	0	0
RPL10	14.000000	84	0	0	0	0	0	0
RAVER2	14.000000	84	0	0	0	0	0	0
RAB3GAP2	14.000000	84	0	0	0	0	0	0
PGAP4	14.000000	84	0	0	0	0	0	0
H2AZ2	14.000000	0	84	0	0	0	0	0
GOSR1	14.000000	84	0	0	0	0	0	0
GNS	14.000000	84	0	0	0	0	0	0
GCNT3	14.000000	84	0	0	0	0	0	0
XYLB	13.833333	83	0	0	0	0	0	0
SLC29A4	13.833333	0	83	0	0	0	0	0
RPS3A	13.833333	83	0	0	0	0	0	0
RAB4B	13.833333	83	0	0	0	0	0	0
PIP5KL1	13.833333	83	0	0	0	0	0	0
MSMO1	13.833333	0	83	0	0	0	0	0
FLOT1	13.833333	0	83	0	0	0	0	0
CHRNB4	13.833333	0	0	83	0	0	0	0
ZNF485	13.666667	82	0	0	0	0	0	0
UBQLN4	13.666667	0	82	0	0	0	0	0
RPTOR	13.666667	0	82	0	0	0	0	0
RFC2	13.666667	82	0	0	0	0	0	0
PCID2	13.666667	82	0	0	0	0	0	0
MEX3A	13.666667	0	0	0	82	0	0	0
MCMDC2	13.666667	82	0	0	0	0	0	0
LAMTOR2	13.666667	0	82	0	0	0	0	0
DIMT1	13.666667	0	82	0	0	0	0	0
DAG1	13.666667	82	0	0	0	0	0	0
CUL4A	13.666667	82	0	0	0	0	0	0
ACSS1	13.666667	0	0	82	0	0	0	0
ZNF8	13.500000	81	0	0	0	0	0	0
UFSP2	13.500000	81	0	0	0	0	0	0
TRIAP1	13.500000	81	0	0	0	0	0	0
TCAF2	13.500000	81	0	0	0	0	0	0
SRD5A3	13.500000	81	0	0	0	0	0	0
SEM1	13.500000	81	0	0	0	0	0	0
RNF207	13.500000	81	0	0	0	0	0	0
NR1D2	13.500000	81	0	0	0	0	0	0
NKIRAS1	13.500000	81	0	0	0	0	0	0
DDX56	13.500000	81	0	0	0	0	0	0
CASP7	13.500000	0	81	0	0	0	0	0
C11orf49	13.500000	81	0	0	0	0	0	0
ZNF629	13.333333	0	80	0	0	0	0	0
MRPL53	13.333333	80	0	0	0	0	0	0
MIEF2	13.333333	80	0	0	0	0	0	0
KHK	13.333333	80	0	0	0	0	0	0
HDAC4	13.333333	80	0	0	0	0	0	0
