Target_genes	KDM5B|Average	SRX3285563|C49R	SRX3285565|C70R	SRX3285588|C70R	SRX3285589|C70R	SRX3285613|C70R	SRX3285614|C70R	SRX3285576|FULR	SRX3285591|FULR	SRX3285592|FULR	SRX3285604|FULR	SRX3285605|FULR	SRX3285606|FULR	SRX3285608|FULR	SRX265432|HCC2157	SRX10475115|Hep_G2	SRX10475116|Hep_G2	SRX116461|hESC_H1	SRX116462|hESC_H1	SRX186653|hESC_H1	SRX3009990|hESC_H1	SRX3009991|hESC_H1	SRX116428|K-562	SRX116438|K-562	SRX116439|K-562	SRX186782|K-562	SRX055308|MCF-7	SRX055309|MCF-7	SRX055310|MCF-7	SRX055311|MCF-7	SRX055312|MCF-7	SRX265412|MCF-7	SRX265413|MCF-7	SRX265414|MCF-7	SRX3285561|MCF-7	SRX3285578|MCF-7	SRX3285580|MCF-7	SRX3285582|MCF-7	SRX3285584|MCF-7	SRX3285594|MCF-7	SRX3285595|MCF-7	SRX3285610|MCF-7	SRX3285611|MCF-7	SRX265430|MDA-MB-231	SRX265425|SUM_159PT	SRX265422|SUM_185PE	SRX265423|SUM_185PE	SRX265420|T-47D	SRX3285586|TAMR	SRX3285597|TAMR	SRX3285598|TAMR	SRX055303|U-937	SRX055304|U-937	SRX055305|U-937	SRX055306|U-937	STRING
FAM104B	211.407407	276	82	0	0	0	201	296	0	0	163	93	159	0	750	90	337	0	0	0	0	0	0	344	0	289	0	0	0	0	0	527	746	766	148	215	394	171	0	448	498	311	76	866	210	0	410	1597	421	155	150	0	227	0	0	0
MYO5C	211.314815	387	466	224	281	263	552	246	0	148	517	375	216	128	133	83	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	540	474	169	230	453	289	105	703	467	607	444	284	0	0	258	590	448	209	365	0	0	0	0	0
NPAS4	211.240741	0	0	0	97	0	0	0	0	0	0	0	0	0	876	2862	3101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	676	780	0	0	0	0	0	0	0	0	0	386	0	137	666	1348	0	0	0	0	0	0	0	0
TMEM91	211.203704	294	117	0	0	0	328	348	0	202	334	141	346	0	330	0	258	0	0	0	0	0	0	111	0	0	0	0	0	0	0	303	500	586	238	226	699	170	0	959	1052	539	209	435	268	0	419	1095	476	197	225	0	0	0	0	0
B9D2	211.203704	294	117	0	0	0	328	348	0	202	334	141	346	0	330	0	258	0	0	0	0	0	0	111	0	0	0	0	0	0	0	303	500	586	238	226	699	170	0	959	1052	539	209	435	268	0	419	1095	476	197	225	0	0	0	0	0
ZNF777	211.074074	65	172	0	0	198	210	112	0	0	229	0	74	0	283	0	276	0	0	0	0	0	0	785	0	614	1122	680	646	443	0	213	377	168	72	93	89	0	0	225	0	131	177	280	0	0	210	662	106	0	108	608	1520	270	180	0
SDCBP	211.074074	126	137	0	0	89	184	142	0	0	152	113	97	0	702	190	620	0	0	0	0	0	0	1128	0	1001	0	0	0	0	0	132	306	744	0	147	283	170	0	389	387	236	243	1150	136	0	606	1534	254	0	0	0	0	0	0	0
H4C12	211.000000	144	0	0	0	0	264	101	0	0	287	184	0	0	0	630	1165	0	0	0	0	0	0	1193	203	1128	0	0	0	0	0	603	670	837	102	113	99	0	0	377	221	115	111	753	266	0	0	1556	162	0	110	0	0	0	0	0
RPGR	210.777778	215	183	0	100	0	110	148	0	0	247	0	204	0	843	72	351	0	0	0	0	0	0	72	0	75	0	0	0	0	0	718	890	463	183	102	424	129	73	395	473	334	92	1488	247	0	429	1636	270	203	213	0	0	0	0	0
RNF130	210.740741	308	324	108	348	214	469	144	0	0	443	220	133	76	202	553	1117	0	0	0	0	0	0	433	0	359	0	0	0	0	0	384	545	570	84	174	294	130	0	418	273	239	294	372	0	0	796	720	231	193	212	0	0	0	0	0
TOM1L2	210.648148	270	214	0	113	0	177	209	0	0	271	130	140	0	630	76	390	0	0	0	0	0	0	253	0	214	0	0	0	0	0	343	655	662	74	121	530	0	0	649	547	312	217	1056	392	0	792	1377	362	0	199	0	0	0	0	0
DRC3	210.648148	270	214	0	113	0	177	209	0	0	271	130	140	0	630	76	390	0	0	0	0	0	0	253	0	214	0	0	0	0	0	343	655	662	74	121	530	0	0	649	547	312	217	1056	392	0	792	1377	362	0	199	0	0	0	0	0
TAF1B	210.592593	338	164	0	0	162	205	250	0	0	260	90	116	115	330	257	773	0	0	0	0	0	0	840	0	725	0	0	0	0	0	586	642	434	114	102	316	218	0	355	410	319	202	455	95	198	576	1056	286	179	204	0	0	0	0	0
ZFAND4	210.537037	344	237	0	124	167	327	356	0	0	299	127	255	0	562	0	534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	536	512	215	124	397	116	106	517	706	413	236	885	0	127	653	1270	374	155	276	0	0	0	0	0
RXRA	210.462963	326	335	0	0	0	222	343	0	137	283	0	226	0	377	0	0	0	0	0	0	0	0	540	0	370	0	0	0	0	0	583	933	821	301	181	561	0	166	746	974	519	144	160	490	237	637	547	206	0	0	0	0	0	0	0
CD55	210.462963	280	201	0	131	275	415	284	0	96	295	308	155	134	211	99	374	0	0	0	0	0	0	1014	0	843	0	0	0	0	0	402	501	542	114	165	236	215	145	340	411	356	313	524	79	0	490	727	273	236	181	0	0	0	0	0
GALNT2	210.351852	198	239	0	113	164	406	478	0	185	373	212	360	0	298	0	231	0	0	0	0	0	0	401	0	282	0	0	0	0	0	234	380	665	303	192	478	204	177	362	441	432	254	503	0	0	670	1055	610	268	191	0	0	0	0	0
TUBGCP3	210.333333	148	122	0	0	77	259	0	0	0	260	157	0	0	256	322	904	0	0	0	0	0	0	466	0	389	266	79	159	127	0	602	873	969	123	0	168	0	0	169	131	156	114	810	0	127	1156	1129	140	0	86	97	517	0	0	0
TMEM209	210.333333	0	115	0	0	0	138	151	0	0	286	0	247	0	817	60	458	0	0	0	0	0	0	889	0	804	121	0	0	0	0	372	358	600	276	0	501	0	0	480	530	366	179	648	245	107	765	1300	330	106	0	0	109	0	0	0
PEX11G	210.240741	157	0	0	0	0	0	271	0	0	199	0	0	0	955	0	0	0	0	0	0	0	0	530	0	444	0	0	0	0	0	342	744	867	162	132	419	264	0	377	456	279	0	1473	200	68	1182	1593	239	0	0	0	0	0	0	0
PCNA	210.203704	164	135	0	0	104	161	199	0	74	212	106	120	0	322	561	1496	0	0	0	0	0	140	988	0	846	0	0	0	0	0	280	288	281	92	128	199	0	0	228	193	245	117	1141	0	0	694	1110	307	99	123	0	198	0	0	0
C4orf48	210.203704	468	216	0	131	121	157	258	0	0	463	167	192	0	413	0	147	0	0	0	0	0	0	257	0	243	0	0	0	0	0	267	546	501	251	179	469	354	0	634	753	412	167	495	292	247	672	1110	340	219	210	0	0	0	0	0
PPP1R3B	210.148148	403	166	0	0	0	110	118	0	0	139	0	0	0	321	0	196	0	0	0	0	0	0	430	0	359	0	0	0	0	0	1179	1291	389	380	0	285	0	0	168	151	306	0	1644	868	200	441	1551	253	0	0	0	0	0	0	0
TIMM23	209.925926	196	129	0	104	97	242	88	0	0	171	0	105	0	972	103	437	0	0	0	0	0	0	588	0	460	410	302	202	166	0	229	362	602	76	113	148	0	0	195	223	143	225	417	0	0	1096	1530	105	150	80	138	636	96	0	0
INTS12	209.888889	169	99	0	100	143	199	128	0	0	188	0	0	0	815	163	675	0	0	0	0	0	0	761	0	705	236	74	110	152	0	449	610	843	124	0	100	0	0	190	150	164	148	488	0	0	1203	1566	126	124	0	0	332	0	0	0
GSTCD	209.888889	169	99	0	100	143	199	128	0	0	188	0	0	0	815	163	675	0	0	0	0	0	0	761	0	705	236	74	110	152	0	449	610	843	124	0	100	0	0	190	150	164	148	488	0	0	1203	1566	126	124	0	0	332	0	0	0
MTDH	209.870370	238	288	0	136	235	299	197	69	96	219	187	142	0	451	131	388	0	0	0	0	0	0	273	0	218	0	0	0	0	0	1000	1122	697	158	129	291	111	0	289	230	273	221	991	0	0	518	1050	313	163	210	0	0	0	0	0
SMAGP	209.703704	281	229	0	169	115	286	265	0	70	380	267	176	0	529	102	304	0	0	0	0	0	0	91	0	0	0	0	0	0	0	709	752	1264	223	83	370	97	168	285	211	203	222	382	0	0	1080	1274	331	227	179	0	0	0	0	0
PIFO	209.574074	410	193	0	0	90	248	369	0	188	318	165	156	0	586	142	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	646	900	368	218	496	196	173	621	768	499	244	309	0	0	277	1227	405	156	264	0	0	0	0	0
LEMD3	209.537037	194	348	0	232	181	280	222	0	100	334	184	231	91	192	520	1739	0	0	0	0	0	133	606	0	492	186	70	141	116	0	320	338	337	103	147	176	148	0	317	190	218	188	141	0	0	495	966	222	168	249	0	0	0	0	0
MAP3K5	209.500000	413	243	0	119	101	240	0	0	0	196	151	200	0	730	130	292	0	0	0	0	0	0	406	0	332	0	0	0	0	0	1000	1014	275	262	118	181	0	0	206	161	301	143	1216	513	126	443	1513	117	76	95	0	0	0	0	0
TMEM230	209.462963	90	0	0	0	0	169	0	0	0	0	0	0	0	998	260	937	0	0	0	0	0	0	499	0	414	244	119	194	120	0	646	541	497	130	0	0	0	0	86	97	117	0	811	86	102	1301	1642	92	0	78	137	743	65	96	0
ATP5MPL	209.388889	158	109	0	0	0	77	121	0	0	191	0	0	0	878	139	443	0	0	0	0	0	0	737	0	606	407	173	254	128	0	696	902	642	0	0	176	0	0	169	171	149	118	889	0	98	552	1380	146	0	0	213	490	95	0	0
UBE2D1	209.370370	307	238	0	208	155	275	210	0	0	270	218	197	0	299	103	391	0	0	0	0	0	0	1557	116	1273	0	0	0	0	0	327	265	473	82	115	117	0	0	234	249	202	200	509	0	128	906	1191	238	126	127	0	0	0	0	0
TMC7	209.203704	408	290	0	0	0	202	103	0	0	315	128	162	0	471	165	552	0	0	0	0	0	0	131	0	0	0	0	0	0	0	999	1395	85	337	101	303	0	0	197	173	276	190	1421	486	0	310	1691	263	0	143	0	0	0	0	0
C16orf91	209.092593	0	0	0	0	0	0	0	0	0	0	0	0	0	833	138	386	0	0	0	0	0	0	368	0	310	934	661	592	346	0	481	647	679	0	0	0	0	0	127	125	0	0	619	158	0	613	1408	91	0	0	477	1058	121	119	0
TRMT61B	208.944444	70	0	0	0	0	0	0	0	0	75	0	0	0	656	167	723	0	0	0	0	0	0	635	0	567	888	484	452	409	0	233	540	656	0	0	173	0	0	135	0	97	0	570	160	67	768	1144	0	0	0	333	1037	152	92	0
CBLN2	208.907407	524	221	0	0	163	177	0	0	0	285	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1461	1574	516	520	0	315	0	0	341	294	433	110	248	1016	274	0	2222	168	0	170	0	0	0	0	0
DUS2	208.888889	109	0	0	0	0	103	98	0	0	168	0	0	0	535	192	719	0	0	0	0	0	0	421	0	357	968	475	528	269	0	343	463	737	0	0	224	77	0	148	137	146	87	564	0	0	539	1282	90	0	0	251	893	158	199	0
DDX28	208.888889	109	0	0	0	0	103	98	0	0	168	0	0	0	535	192	719	0	0	0	0	0	0	421	0	357	968	475	528	269	0	343	463	737	0	0	224	77	0	148	137	146	87	564	0	0	539	1282	90	0	0	251	893	158	199	0
PCID2	208.870370	0	92	0	0	0	98	0	0	0	65	0	0	0	398	104	585	0	0	0	0	0	0	475	0	365	361	276	130	168	0	763	1168	918	0	0	0	0	0	98	0	86	78	1140	329	196	1307	1334	0	0	0	116	629	0	0	0
ERAL1	208.814815	0	0	0	0	0	0	0	0	0	0	0	0	0	171	111	414	0	0	0	0	0	0	434	157	461	1417	982	946	849	0	154	0	283	0	0	0	0	0	0	0	0	0	230	0	0	390	777	0	0	0	850	1860	393	397	0
AMZ2	208.814815	283	279	0	200	166	359	181	0	98	376	213	184	93	482	204	636	0	0	0	0	0	0	444	0	382	0	0	0	0	0	477	630	452	190	200	293	177	120	453	464	197	173	518	0	178	538	963	281	202	190	0	0	0	0	0
TFAP2C	208.777778	528	456	0	0	0	535	173	0	0	572	390	158	0	1189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	770	717	621	184	0	227	0	0	389	335	344	574	857	0	212	928	902	143	70	0	0	0	0	0	0
FAM83D	208.759259	206	171	88	80	0	201	96	0	0	199	121	0	0	985	185	650	0	0	0	0	0	0	1416	0	1127	0	0	0	0	0	482	613	399	0	0	126	0	0	233	112	141	171	1075	0	180	719	1372	125	0	0	0	0	0	0	0
NR1H3	208.611111	183	0	0	0	0	218	0	0	0	178	0	0	0	759	108	486	0	0	0	0	0	0	672	0	606	233	0	143	0	0	698	838	1130	316	0	104	0	0	83	190	209	93	913	128	0	1205	1480	122	0	0	0	170	0	0	0
ACP2	208.611111	183	0	0	0	0	218	0	0	0	178	0	0	0	759	108	486	0	0	0	0	0	0	672	0	606	233	0	143	0	0	698	838	1130	316	0	104	0	0	83	190	209	93	913	128	0	1205	1480	122	0	0	0	170	0	0	0
RBIS	208.388889	150	142	0	0	129	0	0	0	0	0	0	104	0	1372	78	403	0	0	0	0	0	0	134	0	90	130	0	0	0	0	805	820	867	273	0	242	0	0	0	141	150	0	1451	138	135	1492	1690	138	0	0	0	179	0	0	0
FBXO34	208.277778	268	217	0	138	173	296	278	0	0	239	176	131	0	672	103	565	0	0	0	0	0	0	522	0	444	0	0	0	0	0	436	644	592	0	98	230	115	0	342	358	280	290	898	280	0	644	1318	218	105	177	0	0	0	0	0
KATNBL1	208.240741	261	151	0	113	203	202	158	0	0	194	116	86	0	617	141	579	0	0	0	0	0	0	1182	0	1036	0	0	0	0	0	512	644	534	106	127	236	0	0	198	155	219	247	415	230	195	585	1514	202	0	0	0	87	0	0	0
ZC3H15	208.074074	152	97	0	91	160	223	131	0	112	180	0	143	0	422	203	956	0	0	0	0	0	0	965	144	899	477	156	235	0	0	510	523	365	87	0	171	0	0	234	241	208	197	464	122	0	580	1177	129	0	140	0	342	0	0	0
CPNE3	208.055556	330	383	159	247	256	571	245	116	166	355	301	253	89	372	133	424	0	0	0	0	0	0	268	0	240	0	0	0	0	0	320	617	412	157	138	390	193	151	389	518	387	440	255	0	0	465	767	334	192	202	0	0	0	0	0
LDAH	207.925926	233	121	0	132	130	150	149	0	0	207	0	134	0	253	158	901	0	0	0	0	0	0	409	0	328	527	206	297	202	0	544	619	760	0	120	248	0	0	233	222	201	171	665	0	0	807	1274	155	0	144	131	397	0	0	0
WASHC2A	207.777778	187	109	0	0	105	148	141	0	0	111	136	94	0	712	138	605	0	0	0	0	0	0	355	89	289	716	412	471	404	0	315	412	704	0	0	119	0	0	202	154	134	150	674	0	104	1095	1315	214	0	107	0	299	0	0	0
ACBD4	207.574074	399	92	0	0	0	0	0	0	0	225	0	0	0	1140	0	365	0	0	0	0	0	0	182	0	111	185	0	0	0	0	1140	1239	771	378	0	193	0	0	50	0	221	0	1401	697	367	820	1081	152	0	0	0	0	0	0	0
AHR	207.555556	480	374	97	287	335	467	275	106	155	484	247	268	159	0	187	585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	282	351	177	309	329	225	142	482	388	466	390	432	0	104	709	608	335	340	345	0	0	0	0	0
MRPS14	207.407407	111	0	0	0	77	102	0	0	0	110	0	70	0	549	0	439	0	0	0	0	0	0	1062	0	921	707	427	359	359	0	293	517	676	0	0	152	0	0	122	94	0	101	319	0	0	680	1472	0	0	0	332	1073	0	76	0
VPS37B	207.388889	135	105	0	91	0	263	123	0	0	183	185	92	0	230	0	167	0	0	0	0	0	0	478	0	352	0	0	0	0	0	931	829	1280	0	105	155	98	0	230	138	169	147	1243	129	0	1455	1540	183	0	163	0	0	0	0	0
CCP110	207.111111	270	114	0	0	103	136	508	0	0	190	0	351	158	578	0	298	0	0	0	0	0	0	277	0	241	0	0	0	0	0	381	641	776	267	147	476	136	127	495	398	421	215	722	202	0	580	1270	358	212	136	0	0	0	0	0
WDR36	207.000000	105	0	0	0	0	147	0	0	0	94	0	0	0	832	259	887	0	0	0	0	0	0	657	0	569	658	393	432	225	0	276	430	665	0	0	199	0	0	110	0	118	0	662	156	152	1135	1495	0	0	0	107	415	0	0	0
SLC39A13	206.870370	230	150	0	0	0	117	122	0	0	0	0	85	0	465	124	436	0	0	0	0	0	0	276	0	218	286	149	100	146	0	780	898	1129	209	72	190	107	0	135	154	296	0	1220	189	0	1351	1168	146	0	0	0	223	0	0	0
ATP5MC2	206.870370	118	0	0	0	0	134	0	0	0	112	0	113	0	798	295	936	0	0	0	0	0	0	598	0	520	0	0	0	0	0	1025	1071	990	0	0	131	0	0	0	0	151	0	1127	260	184	977	1514	117	0	0	0	0	0	0	0
ZNF184	206.851852	208	99	0	0	0	130	235	0	165	230	111	190	114	423	140	471	0	0	0	0	0	0	586	0	534	0	0	0	0	0	418	405	730	0	90	343	0	0	537	498	364	98	931	162	243	669	1455	197	214	180	0	0	0	0	0
CDS1	206.851852	264	172	0	142	142	283	240	0	215	320	99	181	87	967	81	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	822	747	1316	164	144	297	121	0	334	340	394	205	94	0	0	864	1198	295	196	193	0	0	0	0	0
SSBP1	206.814815	0	0	0	0	0	0	0	0	0	101	0	0	0	1025	120	490	0	0	0	0	0	0	1045	0	939	393	154	198	220	0	564	515	777	0	0	108	0	0	116	89	165	0	832	193	107	1271	1360	0	0	0	0	386	0	0	0
ELK4	206.629630	274	136	0	0	0	193	136	0	0	157	98	101	0	991	0	488	0	0	0	0	0	0	957	0	875	0	0	0	0	0	744	908	403	226	139	131	0	0	139	190	306	156	816	72	90	497	1518	237	0	0	0	180	0	0	0
CPLX2	206.592593	163	224	0	117	123	219	196	0	0	169	136	122	0	149	1221	2405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	618	777	550	217	82	208	0	78	118	131	184	202	241	0	0	1054	1088	230	62	72	0	0	0	0	0
CDK6	206.444444	173	244	0	216	116	215	157	0	99	241	95	131	0	858	102	363	0	0	0	0	0	0	517	0	370	0	0	0	0	0	874	1032	613	112	108	286	0	95	254	176	163	152	1037	0	173	527	1256	203	72	118	0	0	0	0	0
STYK1	206.370370	220	0	0	0	0	124	102	0	0	241	96	125	0	656	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	601	780	1590	229	0	327	0	0	228	264	307	98	1478	260	159	1431	1499	167	0	0	0	0	0	0	0
PCTP	206.277778	261	221	0	160	168	340	270	0	0	543	213	240	141	89	181	755	0	0	0	0	0	0	456	0	419	0	0	0	0	0	651	675	692	180	155	359	98	98	329	349	269	291	326	0	0	589	843	459	166	153	0	0	0	0	0
FAM91A1	206.277778	439	349	165	266	291	488	338	193	178	320	183	156	92	243	104	582	0	0	0	0	0	0	426	0	377	0	0	0	0	0	278	467	486	128	273	361	270	177	480	384	380	316	234	0	0	412	577	263	134	329	0	0	0	0	0
ASF1B	206.259259	280	0	0	0	0	0	0	0	0	0	0	0	0	1040	110	346	0	0	0	0	0	0	1069	0	920	0	0	0	0	0	1129	1174	345	177	0	214	0	0	0	0	0	0	1279	376	289	409	1464	0	0	0	0	517	0	0	0
PRICKLE1	206.111111	140	183	0	133	156	278	139	0	0	186	213	107	0	595	0	300	0	0	0	0	0	0	0	0	93	0	0	0	0	0	1044	1178	924	250	88	134	0	0	191	175	150	187	1305	0	0	1277	1444	148	0	112	0	0	0	0	0
SNX25	206.074074	205	184	0	171	0	185	178	0	0	358	124	183	0	745	0	307	0	0	0	0	0	0	217	0	163	0	0	0	0	0	237	385	574	135	252	385	200	0	501	590	245	209	750	265	163	759	1592	366	275	225	0	0	0	0	0
DIDO1	206.074074	184	130	0	73	108	144	182	0	85	268	104	132	0	698	222	651	0	0	0	0	0	0	918	0	764	456	176	190	118	0	378	604	506	81	121	193	0	100	135	193	227	134	467	0	0	634	1134	215	0	118	0	285	0	0	0
ADK	206.055556	223	177	0	0	99	225	203	0	95	432	114	315	91	805	207	774	0	0	0	0	0	0	517	0	442	0	0	0	0	0	431	491	554	137	90	218	76	0	427	373	271	157	568	0	0	766	1099	283	213	254	0	0	0	0	0
WDR74	206.000000	0	81	0	0	0	0	0	0	0	92	0	0	0	373	60	250	0	0	0	0	0	0	1099	287	1056	1165	526	540	342	0	319	297	586	0	0	104	0	0	170	95	0	0	393	194	0	629	907	0	0	0	301	1094	164	0	0
SPATA17	206.000000	436	288	0	243	244	546	298	0	97	420	213	156	109	411	128	555	0	0	0	0	0	0	0	0	0	176	0	0	0	0	566	442	500	164	184	407	181	121	389	358	351	337	326	193	146	470	652	374	187	342	0	114	0	0	0
HACD2	206.000000	402	307	0	176	249	450	278	125	183	419	232	252	97	241	89	352	0	0	0	0	0	0	493	0	396	0	0	0	0	0	360	648	483	291	194	230	217	123	475	428	330	216	276	0	0	362	920	376	209	245	0	0	0	0	0
GPATCH2	206.000000	436	288	0	243	244	546	298	0	97	420	213	156	109	411	128	555	0	0	0	0	0	0	0	0	0	176	0	0	0	0	566	442	500	164	184	407	181	121	389	358	351	337	326	193	146	470	652	374	187	342	0	114	0	0	0
ARF6	205.888889	384	302	0	129	160	303	157	0	99	348	227	225	85	323	194	515	0	0	0	0	0	0	452	0	424	115	109	129	0	0	316	523	330	170	138	301	163	143	304	337	318	417	555	0	99	509	1003	340	210	262	0	0	0	0	0
SNX17	205.851852	161	107	0	0	0	152	138	0	0	114	0	99	0	978	149	704	0	0	0	0	0	0	530	0	455	289	130	177	63	0	600	981	459	0	0	88	0	0	141	120	141	71	1020	358	222	796	1351	141	0	0	0	381	0	0	0
EIF2B4	205.851852	161	107	0	0	0	152	138	0	0	114	0	99	0	978	149	704	0	0	0	0	0	0	530	0	455	289	130	177	63	0	600	981	459	0	0	88	0	0	141	120	141	71	1020	358	222	796	1351	141	0	0	0	381	0	0	0
SUPT7L	205.833333	70	0	0	0	0	122	95	0	0	217	0	0	0	164	171	530	0	0	0	0	0	0	774	0	699	748	589	514	548	0	198	251	404	0	0	130	0	0	249	199	165	0	287	0	0	643	265	119	81	0	831	1377	334	341	0
SLC4A1AP	205.833333	70	0	0	0	0	122	95	0	0	217	0	0	0	164	171	530	0	0	0	0	0	0	774	0	699	748	589	514	548	0	198	251	404	0	0	130	0	0	249	199	165	0	287	0	0	643	265	119	81	0	831	1377	334	341	0
FAM8A1	205.833333	360	231	110	166	230	349	171	0	106	350	230	101	0	291	95	444	0	0	0	0	0	0	842	0	715	0	0	0	0	0	464	513	522	92	155	166	129	0	223	322	349	245	702	0	0	432	1361	290	189	170	0	0	0	0	0
ACSL3	205.777778	308	233	110	118	154	291	133	0	0	393	190	93	121	191	242	844	0	0	0	0	0	0	1458	0	1240	0	0	0	0	0	308	289	533	84	114	219	123	0	295	275	292	278	282	0	0	702	666	216	149	168	0	0	0	0	0
NOL10	205.592593	0	0	0	0	0	0	88	0	0	99	0	0	0	380	159	731	0	0	0	0	0	0	1027	0	885	679	385	364	186	0	415	602	717	0	0	0	0	0	89	63	108	0	876	68	0	794	996	121	0	88	306	876	0	0	0
AXDND1	205.592593	239	240	0	93	109	152	266	0	0	338	121	286	141	944	68	185	0	0	0	0	0	0	215	0	174	0	0	0	0	0	416	420	497	171	110	501	96	0	549	712	429	176	500	172	184	409	1339	276	219	355	0	0	0	0	0
CEP350	205.555556	280	188	0	110	197	437	215	0	121	312	154	135	113	548	179	621	0	0	0	0	0	0	666	0	556	140	0	0	0	0	225	472	624	174	116	209	145	118	304	298	271	217	635	0	190	516	1034	202	162	141	0	75	0	0	0
SYT17	205.518519	256	174	0	112	0	218	84	0	0	195	120	164	153	709	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	880	987	1305	185	0	233	0	0	129	151	238	160	1686	290	148	649	1493	144	0	0	0	0	0	0	0
CAPS2	205.518519	397	217	0	0	182	297	201	76	97	300	83	176	72	295	0	443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	537	716	169	165	341	200	209	583	579	491	226	386	137	0	1139	1145	264	209	278	0	0	0	0	0
EIF5	205.388889	376	177	0	172	130	212	466	0	204	310	191	309	162	511	94	547	0	0	0	0	0	0	443	0	379	0	0	0	0	0	347	310	365	132	221	320	160	0	388	411	307	258	354	284	0	406	1015	499	275	356	0	0	0	0	0
H2BC18	205.277778	232	199	0	211	149	391	207	0	156	455	317	224	88	592	152	411	0	0	0	0	0	0	920	0	884	92	0	0	0	0	419	552	556	191	109	151	99	0	275	195	279	271	539	152	0	585	421	267	164	180	0	0	0	0	0
MAPKAPK3	204.833333	180	0	0	0	0	0	0	0	0	225	169	182	0	1030	146	577	0	0	0	0	0	0	245	0	207	0	0	0	0	0	604	775	809	301	0	271	0	0	236	213	328	0	1180	474	387	977	1315	82	0	148	0	0	0	0	0
DENND6B	204.796296	412	188	0	0	0	194	382	0	149	381	157	269	174	585	91	450	0	0	0	0	0	109	191	0	150	0	0	0	0	0	213	224	455	187	219	606	273	153	670	704	380	108	938	0	0	316	995	433	111	192	0	0	0	0	0
GOLGA1	204.703704	101	99	0	123	0	137	125	0	0	124	0	0	0	865	139	567	0	0	0	0	0	0	552	0	503	260	0	146	0	0	696	964	725	0	0	86	0	0	115	128	71	109	1196	178	76	1251	1635	83	0	0	0	0	0	0	0
SOD2	204.666667	196	101	0	0	0	188	94	0	0	137	127	0	0	459	341	1005	0	0	0	0	0	117	1393	0	1176	90	0	0	0	0	534	561	590	0	98	174	0	0	163	108	187	135	827	121	0	695	913	166	83	117	0	156	0	0	0
RAC3	204.611111	386	0	0	0	0	106	106	0	0	146	107	192	0	876	0	103	0	0	0	0	0	0	169	0	131	0	0	0	0	0	866	1019	754	480	0	393	0	0	281	352	383	100	1608	405	222	418	1307	139	0	0	0	0	0	0	0
AURKAIP1	204.592593	0	0	0	0	0	0	0	0	0	94	0	0	0	759	131	589	0	0	0	0	0	0	585	0	522	366	154	207	106	0	733	1077	944	143	0	0	0	0	0	0	86	0	1149	288	146	1179	1161	0	0	0	0	629	0	0	0
PDCD2	204.537037	295	226	0	131	179	208	154	0	75	268	101	170	0	338	164	553	0	0	0	0	0	0	568	0	517	301	205	0	0	0	681	609	701	118	179	128	98	92	248	246	233	227	676	0	0	779	917	233	81	81	0	265	0	0	0
MSH6	204.500000	298	348	0	155	0	137	92	0	249	462	204	305	158	216	264	645	0	0	0	0	0	0	301	0	293	0	0	0	0	0	256	358	706	355	194	430	0	0	668	602	382	135	788	0	0	403	1000	288	164	187	0	0	0	0	0
KIAA1958	204.462963	185	287	0	218	116	332	167	0	0	202	159	129	0	372	300	861	0	0	0	0	0	0	1293	0	1047	78	0	0	0	0	208	406	544	127	87	151	114	0	257	225	306	189	390	0	146	697	1004	172	122	150	0	0	0	0	0
C9orf147	204.462963	185	287	0	218	116	332	167	0	0	202	159	129	0	372	300	861	0	0	0	0	0	0	1293	0	1047	78	0	0	0	0	208	406	544	127	87	151	114	0	257	225	306	189	390	0	146	697	1004	172	122	150	0	0	0	0	0
SRSF11	204.370370	205	99	0	0	0	182	137	0	0	269	111	115	0	599	158	649	0	0	0	0	0	0	404	0	344	361	180	213	127	0	455	622	641	198	112	101	0	0	152	180	193	127	906	100	99	835	1174	202	95	94	107	490	0	0	0
FEM1A	204.333333	68	0	0	0	0	0	0	0	0	0	98	0	0	476	79	328	0	0	0	0	0	0	473	0	385	684	549	433	162	0	206	304	327	0	0	93	0	0	113	77	93	87	960	202	0	743	962	0	0	0	685	1816	333	298	0
LMTK2	204.203704	172	256	0	171	145	342	157	0	111	222	176	100	0	195	177	469	0	0	0	0	0	0	1050	0	825	400	157	228	0	0	401	409	554	116	137	109	0	0	196	186	153	289	797	0	0	815	883	230	77	95	0	227	0	0	0
TRIM25	204.148148	325	363	0	206	190	386	157	0	110	347	267	156	110	224	109	639	0	0	0	0	0	0	944	0	778	0	0	0	0	0	395	579	687	156	184	166	112	78	303	204	255	230	437	0	0	322	894	270	209	232	0	0	0	0	0
